"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20231201","1","虎ノ門いきいきプラザ","24","449","563","531","520","332","493","2912"
"20231201","2","南桜公園管理棟","18","305","474","379","222","149","227","1774"
"20231201","3","生涯学習センター","3","94","145","117","115","86","198","758"
"20231201","4","福祉プラザさくら川","22","936","924","732","627","347","618","4206"
"20231201","5","エコプラザ","45","691","1216","1076","964","614","708","5314"
"20231201","6","障害保健福祉センター","63","855","1396","1376","1062","487","461","5700"
"20231201","7","芝小学校","69","1108","1349","1295","1050","615","894","6380"
"20231201","8","芝区民協働スペース","14","350","374","294","333","235","859","2459"
"20231201","9","芝浦港南地区総合支所","62","1388","1989","1393","1162","606","797","7397"
"20231201","10","三田中学校","35","247","312","321","276","146","297","1634"
"20231201","11","赤羽小学校","74","636","932","1185","1052","637","922","5438"
"20231201","12","豊岡いきいきプラザ","94","837","1214","1440","1241","783","1136","6745"
"20231201","13","御田小学校","45","337","426","530","530","322","549","2739"
"20231201","14","旧三光小学校（三光学童クラブ）","145","1512","2240","2410","2284","1299","1857","11747"
"20231201","15","旧神応小学校","64","688","883","1114","977","608","1076","5410"
"20231201","16","白金小学校","137","967","1361","1656","1619","1002","1694","8436"
"20231201","17","高輪台小学校","125","895","1272","1678","1655","1022","1555","8202"
"20231201","18","シティハイツ桂坂","58","526","732","904","849","528","875","4472"
"20231201","19","国民生活センタ－","101","607","623","893","1003","642","982","4851"
"20231201","20","港南小学校","210","671","916","1909","1899","898","1533","8036"
"20231201","21","六本木中学校","37","462","626","648","609","408","686","3476"
"20231201","22","麻布小学校","72","674","968","1171","1171","678","805","5539"
"20231201","23","飯倉いきいきプラザ","57","949","1106","1137","1003","440","702","5394"
"20231201","24","南山小学校","95","532","673","953","922","586","837","4598"
"20231201","25","南麻布いきいきプラザ","98","1657","2228","2306","1858","965","1265","10377"
"20231201","26","本村小学校","95","680","860","1183","1066","571","1073","5528"
"20231201","27","笄　小学校","95","539","783","1205","1015","694","1004","5335"
"20231201","28","西麻布いきいきプラザ","61","514","644","633","610","326","522","3310"
"20231201","29","高陵中学校","77","436","555","826","762","422","672","3750"
"20231201","30","赤坂地区総合支所","50","497","585","558","577","371","484","3122"
"20231201","31","赤坂子ども中高生プラザ","62","973","1438","1283","1246","696","947","6645"
"20231201","32","赤坂小学校","71","640","988","1119","1190","757","1146","5911"
"20231201","33","赤坂図書館","36","257","360","524","477","332","616","2602"
"20231201","34","青山小学校","57","253","318","526","610","382","815","2961"
"20231201","35","青南小学校","120","611","833","1310","1242","842","1328","6286"
"20231201","36","赤坂子ども中高生プラザ青山館","17","93","182","184","193","156","322","1147"
"20231201","37","お台場学園","105","430","547","841","1232","571","497","4223"
"20231201","38","芝浦港南区民センター","115","773","1595","1704","1389","678","1008","7262"
"20231201","39","品川インターシティB棟","41","226","387","511","520","351","331","2367"
"20231201","40","芝浦アイランド児童高齢者交流プラザ","124","934","1583","1947","1794","733","783","7898"
"20231201","41","シティハイツ港南","122","457","739","1213","1379","629","783","5322"

"投票区別年代別名簿登録者数　令和5年12月1日時点","Ver202312",,,,,,,,,
