,2021年,,,,,,,,,2022年,,,
IT2[sanitize]11[sanitize]66,1,,,,1,3,,2,2,1,,,10
NJK[sanitize]20[sanitize]29,,,1,,,8,,,,,,1,10
No.119遺跡,2,4,,,2,1,,1,,,,,10
No.125遺跡,,1,,4,2,2,,,,1,,,10
No.152遺跡,,3,,,,,,,6,,,1,10
No.154遺跡,,3,3,1,1,1,,,,1,,,10
No.50遺跡,2,1,,3,,,,,,,3,1,10
No.89遺跡,,1,,3,3,,,1,,2,,,10
YT1[sanitize]77[sanitize]2021[sanitize]9[sanitize]15,,,,,,6,,,,,,4,10
いいよし鍼灸接骨院,,,,,,2,,,1,7,,,10
栄町集会所,,,3,2,,1,,,,1,2,1,10
高島平すみれ保育園,,,,,,2,1,,2,2,2,1,10
高島平一丁目第四公園,,,,,,,1,9,,,,,10
高島陸橋交差点E自転車駐車場（有料）,,,1,1,1,2,,2,,,2,1,10
志村城山公園,1,1,1,3,,,,1,,3,,,10
舟渡保育園,1,,,,,3,,,1,3,2,,10
淑徳大学短期大学部ボランティアセンター,,,,,,6,,,1,3,,,10
小茂根図書館,,,,,1,,,2,,7,,,10
常盤台ルート　氷川神社～旧上板橋村役場跡地,,,,,,,1,7,1,1,,,10
常盤台集会所,,,1,1,3,,2,,2,,1,,10
新高島平駅南自転車駐車場（有料コイン式）,1,,,,1,1,3,,,2,2,,10
生産緑地地区,,,10,,,,,,,,,,10
大山駅,2,1,1,,,,2,,,2,2,,10
稚竹幼稚園,,,,,,3,1,,1,5,,,10
竹の子公園,,,2,1,1,,,4,,2,,,10
中丸いこいの家,1,3,,2,1,,1,,1,,1,,10
仲町高齢者在宅サービスセンター,,,,,,1,2,,,5,2,,10
東板橋公園運動場,,2,,,2,2,1,1,,1,1,,10
道路補修工事（2111）,4,2,,2,,,2,,,,,,10
南常盤台一丁目集会所,1,1,1,2,,2,1,1,,,,1,10
白鳩保育園,,1,,,,3,1,,1,3,1,,10
麦の子保育園,,1,,,,4,,,1,2,1,1,10
板橋区保健所・板橋健康福祉センター,,,,2,,,,,5,1,,2,10
板橋富士見幼稚園,,,,,,7,,,1,2,,,10
板五米店,,,,,1,,4,1,1,1,1,1,10
蓮根自転車保管所,2,,,,4,1,1,1,,,,1,10
AK5[sanitize]20[sanitize]102,,,,,,,,,,,9,,9
KG2[sanitize]11[sanitize]07,,,,,,9,,,,,,,9
ND3[sanitize]20[sanitize]108,,,,,,,,,,,,9,9
No.110遺跡,1,1,,1,1,1,,3,,,,1,9
No.128遺跡,,1,,2,2,1,,,2,1,,,9
No.146遺跡,1,3,1,2,,,,1,,,,1,9
No.177遺跡,,1,1,2,1,1,1,2,,,,,9
No.18遺跡,2,2,1,,,,2,,,1,1,,9
No.19遺跡,,1,1,,,,,4,1,,2,,9
No.40遺跡,2,6,,,,,,1,,,,,9
No.45遺跡,2,1,1,2,,1,1,,,1,,,9
アカチャンホンポ小豆沢店,,,,,,4,,2,3,,,,9
あずさわの里,,1,,,,4,1,,1,2,,,9
つつじ保育園,1,,,,,4,,,1,2,,1,9
どんぐり山公園,1,,,2,,1,1,,,4,,,9
ひまわりキッズガーデン城山,1,1,,,,2,,,1,2,,2,9
マナカマナ,,,,,,,,,7,2,,,9
メリーポピンズ中板橋ルーム,,,,,,4,2,,1,1,,1,9
高島平さつき保育園,,1,1,,,1,1,,1,2,,2,9
高島平一丁目公園,1,,1,,,1,,2,,4,,,9
高島幼稚園,,,,1,,3,,3,1,1,,,9
坂下二丁目集会所,1,,1,1,,3,,,,1,1,1,9
三園福祉園,,,,,,2,,,1,5,,1,9
七軒家集会所,,,,4,,1,,1,,1,,2,9
社会福祉法人紫水会オーネスト成増,1,1,,,,1,1,,2,2,1,,9
松月院,,1,,,,2,,1,1,3,1,,9
上板橋第二小学校,2,2,,1,2,,,,,,,2,9
成増すみれ幼稚園,,1,,,,2,,,1,4,,1,9
成増図書館,1,1,,,,3,,,,4,,,9
成増生涯学習センター,,1,4,,1,,,,1,2,,,9
西台保育園,,,,1,,3,1,1,2,1,,,9
石神井川緑道,,6,,1,2,,,,,,,,9
赤塚六丁目保育園,,,,,,2,,1,1,4,1,,9
中台中学校,,1,,1,,,7,,,,,,9
同援みどり保育園,1,,,,,2,,1,1,4,,,9
道路補修工事（1）,,,,,1,,2,1,2,3,,,9
破天荒,,,,,,,,,5,4,,,9
板橋ルート　３東光寺,,2,,2,,,3,1,,1,,,9
板橋駅前公園,2,1,1,,1,,1,1,1,,,1,9
板橋向原幼稚園,,1,,,,3,,,1,4,,,9
板橋第十小学校通学区域,,,,8,,,,,,,,1,9
百麺 中山道店,,,,,,,,,5,2,2,,9
氷川神社,1,2,,,1,2,,,2,1,,,9
浮間舟渡駅周辺放置禁止区域図,1,,,,1,3,,1,1,,,2,9
【集団接種会場】下赤塚地域センター(赤塚支所),,,,,,,,,1,7,,,8
D1262_,,,,8,,,,,,,,,8
K61_,,,,,,,,,,,7,1,8
No.143遺跡,,3,,,2,,1,1,,1,,,8
No.22遺跡,,5,1,,,,,1,,1,,,8
No.66遺跡,,1,,,1,,,1,1,,,4,8
No.70遺跡,,1,,,1,,,,,3,3,,8
No.72遺跡,,2,,3,2,,,,,,,1,8
No.75遺跡,1,1,1,1,1,,,,,2,1,,8
No.83遺跡,,3,1,1,,,,,3,,,,8
No.90遺跡,,6,,,2,,,,,,,,8
No.91遺跡,1,2,2,,1,,,1,,1,,,8
No.95遺跡,,1,1,1,,,,,,3,2,,8
P3002_,,,,8,,,,,,,,,8
P3816_,,,,1,,7,,,,,,,8
WK1[sanitize]13[sanitize]03,,,,,,,,,,,,8,8
おおにし薬局,,,,,,1,2,,,1,3,1,8
かちどき薬局常盤台店,,,4,4,,,,,,,,,8
さくらさくみらい　中板橋,1,3,,,1,,3,,,,,,8
ときわ台駅,,,,1,6,,,1,,,,,8
ヒルマ薬局小豆沢店,,,,,,,1,3,,,1,3,8
ベルクスモール浮間舟渡,,1,2,,,3,,,1,1,,,8
マルジュー（ＭＡＲＵＪＵ）大山本店,1,,,,,,,,4,3,,,8
レストラン&amp;コーヒールーム　ドンキー,,,,,,,,,4,4,,,8
株式会社共同,,,,3,1,1,2,,,1,,,8
教育相談所成増分室,,2,2,2,1,,1,,,,,,8
高島第二小学校,,1,1,,,,5,,,1,,,8
高島平九丁目児童遊園,,,,,,,,8,,,,,8
高島平福祉園・障がい者福祉センター,,,,,,5,,,1,1,,1,8
志村第五小学校,,,1,2,,,5,,,,,,8
時ちゃんラーメン,,,,,,,,,4,4,,,8
舟渡水辺公園,,,3,,1,,,,1,2,1,,8
女性健康支援センター,,,,1,,2,1,,1,3,,,8
小木歯科クリニック,,,,,,,,8,,,,,8
成増北第一公園,,,1,3,2,,,,,2,,,8
西前野保育園,,,,,,6,,,1,1,,,8
西台三丁目集会所,,1,1,,,1,1,,1,1,1,1,8
西台図書館,,,2,1,2,,1,1,,1,,,8
前野幼稚園,1,,,1,,2,,,1,2,,1,8
総合ケアセンター　若葉ゆめの園,,1,,,,4,,,1,2,,,8
大山保育園,,2,,,,3,,,1,2,,,8
大谷口児童遊園,,,,,,2,,1,,5,,,8
大門児童遊園,,,1,,,,,7,,,,,8
板橋区公文書館,,,,,,,,1,5,1,,1,8
板橋三丁目縁宿広場,1,,2,,1,,1,2,,,,1,8
板橋歩行者道第1号線,,,,,,,,,,,,8,8
浮間舟渡フットサルパーク,,2,,,,,,,1,,5,,8
補助第87号線,,,,,,,,,,,,8,8
本町街かど公園,,,4,1,,1,,,,,,2,8
本蓮沼駅前いずみ公園,1,1,,2,2,,1,1,,,,,8
本蓮沼公園内集会所,,1,,,3,1,,,3,,,,8
薬局くすりの福太郎上板橋店,,,,1,,5,,,1,1,,,8
32,7,,,,,,,,,,,,7
33,7,,,,,,,,,,,,7
AK1[sanitize]11[sanitize]07,,,,,,7,,,,,,,7
cucul（美容室）,1,,,,,1,1,1,1,2,,,7
icoi[sanitize]hair&amp;relaxation[sanitize],,,,,1,4,,,1,1,,,7
IT3[sanitize]11[sanitize]02,,,,,5,,,,2,,,,7
MT1[sanitize]15[sanitize]12,,7,,,,,,,,,,,7
No.139遺跡,,3,,,2,,,,,2,,,7
No.142遺跡,,3,1,,1,,,,,2,,,7
No.144遺跡,,3,,1,,1,,1,1,,,,7
No.163遺跡,,2,,,1,,,,3,,,1,7
No.167遺跡,,4,,,,,,,2,1,,,7
No.17遺跡,1,1,,1,2,,,,,1,1,,7
No.32遺跡,,1,6,,,,,,,,,,7
No.46遺跡,1,3,,,1,,2,,,,,,7
No.56遺跡,,1,,1,4,,,,,,1,,7
NS2[sanitize]77[sanitize]20220124,,,,,,,,,,5,2,,7
nusr,,,3,,,1,1,,1,,1,,7
OKC[sanitize]77[sanitize]03（位置指定予定）,2,5,,,,,,,,,,,7
P3913_,,,,,,5,,,,,2,,7
P7371_,,,,7,,,,,,,,,7
サミットストア　板橋弥生町店,1,1,,,,,,1,1,1,1,1,7
にじいろ保育園板橋二丁目,,6,,,,,,,,1,,,7
はまなす薬局,1,2,,,,,,,,,1,3,7
マハヤナ第二保育園,1,,,,,2,,,1,1,,2,7
ミアヘルサ保育園ひびき板橋区役所前,,6,,,,,,,,,,1,7
みその幼稚園,,,,1,,2,,,1,2,,1,7
ラ　ファミリア（La Famiglia),,,,,,,,,4,3,,,7
レストランまき,2,1,1,2,1,,,,,,,,7
葵薬局,,,,,,1,2,1,2,,,1,7
下赤塚児童遊園,1,,3,1,,,1,1,,,,,7
加賀公園,1,1,,,,1,3,1,,,,,7
学童保育＆シッターこどもの杜,1,1,,,,3,,,1,1,,,7
丸鶴,,,,,,,,,3,4,,,7
旧粕谷家住宅（東京都指定文化財）,,,,,1,2,1,3,,,,,7
区立美術館,,1,,,1,,2,,,,3,,7
戸田一般野球場10面,,3,,3,,,1,,,,,,7
戸田一般野球場5面,,1,,,,,1,2,,3,,,7
戸田硬式軟式兼用野球場Ａ面,,1,,3,,1,2,,,,,,7
高島平けやき保育園,,,,,,1,3,,1,2,,,7
高島平つぼみ保育園,,,,,,4,,,1,1,,1,7
高島平二丁目25～30番地先（高島二小前歩道橋）外4箇所,,,,,1,6,,,,,,,7
根ノ上遺跡,,4,,,,2,,,1,,,,7
四ツ又公園,,,,1,2,,2,,,,1,1,7
舟渡いこいの家,1,,2,1,,,,,2,,1,,7
小茂根一丁目集会所,,3,,,,3,1,,,,,,7
上板橋駅,,,,,,5,,2,,,,,7
乗蓮寺,,1,,,2,,,,1,3,,,7
常盤台ルート　１１安養院,,2,,,1,,1,2,1,,,,7
新河岸保育園,,,,,,3,,,1,3,,,7
成増駅南口第7自転車駐車場,1,1,,,,,2,,,1,2,,7
成増駅北口第５自転車駐車場（有料）,1,2,,1,,2,1,,,,,,7
成増保育園,7,,,,,,,,,,,,7
清水町集会所,1,,1,,,1,1,1,,,,2,7
生産緑地,,,,,,,,,,,,7,7
赤塚高台集会所,,,,,,2,1,3,1,,,,7
大衆中華料理 龍王,,,,,,,,,7,,,,7
大門みはらし台公園,,,1,1,,,,3,,1,,1,7
地域ケアセンター　ビオラ,,,,,2,3,,,1,1,,,7
土のうステーション 板23,7,,,,,,,,,,,,7
土のうステーション 板33,6,,,,,,,,,,1,,7
湯～ＨＯＵＳＥ,5,,,,1,,,,1,,,,7
熱帯環境植物館（グリーンドームねったいかん）,2,1,1,1,1,,,1,,,,,7
板橋こども動物園,,,,,1,,2,2,1,,,1,7
板橋ルート　２加賀公園,,,,1,,2,1,,1,2,,,7
板橋消防署,,,,,,1,,5,,,,1,7
板橋税務署,,,2,,,1,,1,1,1,,1,7
板橋本町駅,,1,3,1,,,,,,1,,1,7
板橋郵便局,,,,2,1,,,2,,,1,1,7
武蔵野音楽大学第二幼稚園,,,1,,,4,,,1,1,,,7
保険deあんしん館大山ハッピーロード店,,,,,,3,,,1,2,,1,7
北野小学校,,,1,,,,6,,,,,,7
粒粒香（りーりーしゃん）,,,,,,,,,5,2,,,7
緑が丘保育園,,,1,,,1,,1,1,2,,1,7
【集団接種会場】旧蓮根高齢者在宅サービスセンター,,,,,,,,,4,2,,,6
【集団接種会場】徳丸ふれあい館,,,,,,,,,3,3,,,6
D3305_,,,,,,,6,,,,,,6
D3609_,,,,,,,6,,,,,,6
IND[sanitize]13[sanitize]02,3,,,,,,,,,,,3,6
IT2[sanitize]11[sanitize]64,,1,,,,,,2,,3,,,6
IT2[sanitize]11[sanitize]69,1,1,,,1,,1,2,,,,,6
MH1[sanitize]15[sanitize]12,6,,,,,,,,,,,,6
No.122遺跡,,2,,1,,,,1,,1,,1,6
No.140遺跡,,3,,,1,,,,,2,,,6
No.151遺跡,1,1,,1,,,1,,2,,,,6
No.153遺跡,,3,,,,,,,3,,,,6
No.169遺跡,,2,1,,1,,,,1,,,1,6
No.37遺跡,3,1,,,,,1,1,,,,,6
No.55遺跡,,2,1,,2,,,1,,,,,6
No.69遺跡,1,1,,,3,,,,,,1,,6
No.85遺跡,,1,2,2,,,,1,,,,,6
NS1[sanitize]77[sanitize]20211005,,,,,,,6,,,,,,6
P7350_,,,,,,,,,,6,,,6
TM3[sanitize]77[sanitize]02,,,,,,,6,,,,,,6
うさぎ薬局,,,1,2,,,,,1,2,,,6
こども動物園,,,1,,,4,,1,,,,,6
コモディイイダ　宮本町店,,,,,1,,1,2,1,,1,,6
ジョナサン　板橋仲宿店,,,,2,1,,,1,1,,1,,6
なかいたプチパーク,,1,1,,1,,,,,,,3,6
ひいらぎ保育園,,,,,,2,,,1,1,,2,6
マルエツ成増団地店,,1,,,1,,,,1,,1,2,6
むさしの薬局中板橋店,1,2,,,,,,,1,2,,,6
稲垣薬局高島平店,,,,,,1,2,,1,2,,,6
下赤塚ベビールーム,,,,,,1,3,,,,,2,6
下板橋駅第２自転車駐車場（有料コイン式）,1,1,,,2,,1,1,,,,,6
加賀二丁目公園,3,,,,1,1,,,,,,1,6
熊野神社,,,1,2,,,1,,,2,,,6
戸田一般野球場8面,1,1,,,,2,1,,1,,,,6
公文書館・いたばし総合ボランティアセンター,,1,1,,,,,1,,,3,,6
高島第三中学校,,,,,,,6,,,,,,6
高島平一丁目第二公園,,,1,,,,,4,,1,,,6
高島平駅,,,,,,,,,,,3,3,6
山中児童遊園内集会所,,,,3,1,,,,,,,2,6
小茂根福祉園,,1,1,4,,,,,,,,,6
新河岸幼稚園,2,,1,,,,,,,,3,,6
水久保公園内集会所,,1,2,1,,,,,,,,2,6
成増駅北口第１自転車駐車場（有料）,1,,,,4,,,1,,,,,6
成増駅北口第一駐輪場,,,,,,,,,3,3,,,6
清水町あさひ公園,1,,,,2,,1,,,,2,,6
聖マリア保育園,1,,,,,2,,,1,2,,,6
赤塚ルート　７東京大仏（乗蓮寺）,,,,,,,,4,,2,,,6
赤塚五丁目森の広場,1,,1,,,,1,,,3,,,6
赤塚小学校,,,2,,,,,3,,1,,,6
赤塚第三中学校,2,1,,2,,,1,,,,,,6
赤塚六丁目集会所,,,2,1,,,,1,1,,,1,6
前野町三丁目集会所,,1,,,,1,,,1,,,3,6
大山町ピッコロ・スクエア周辺地区第一種市街地再開発事業,,,,,,,,,,,,6,6
大谷口北町公園,2,,1,1,,1,1,,,,,,6
大門高架下自転車保管所,,,,1,,1,2,2,,,,,6
中華かさま,,,,,,,,,5,1,,,6
仲町おとしより相談センター,,,,,,,,,,3,3,,6
都立赤塚公園,1,,,,,,1,2,1,1,,,6
土のうステーション 赤33,6,,,,,,,,,,,,6
東新集会所,1,,1,1,,,1,,,,,2,6
道路補修工事（2109）,5,,,1,,,,,,,,,6
徳丸ケ原公園,1,,,1,4,,,,,,,,6
徳丸タウンブリッジ緑地,4,,,,,,,,,,,2,6
徳丸三丁目集会所,1,1,,,1,1,,,,,2,,6
徳丸東遺跡,,,1,3,1,1,,,,,,,6
日曜寺,,,,1,1,,,,2,2,,,6
板橋一丁目電車の見える公園,,1,,,,,,3,2,,,,6
板橋警察署,,1,,,,,,1,1,1,1,1,6
板橋福祉事務所,1,,,1,,,,,,1,,3,6
板谷公園,2,,,,1,,,2,1,,,,6
緑小学校,,,,1,1,,4,,,,,,6
蓮根駅北自転車駐車場,6,,,,,,,,,,,,6
蓮根福祉園,,,1,,,1,3,1,,,,,6
珈琲屋 カフェ・モカ,,,,,,,,,5,1,,,6
【集団接種会場】グリーンカレッジホール,,,,,,,,,1,4,,,5
B2181_,,,,,,,,,5,,,,5
B2182_,,,,,,,,,5,,,,5
C7039_,,,,5,,,,,,,,,5
D1334_,,,,5,,,,,,,,,5
D3607_,,,,,,,5,,,,,,5
FTC[sanitize]11[sanitize]32,,,5,,,,,,,,,,5
IT2[sanitize]11[sanitize]60,1,1,,,,,,,1,1,1,,5
KNC[sanitize]11[sanitize]25,,,,,,3,,,2,,,,5
MTC[sanitize]20[sanitize]24,,,2,3,,,,,,,,,5
No.11遺跡,,3,,1,,,,,,,1,,5
No.121遺跡,,1,,,,1,,1,,,,2,5
No.132遺跡,2,1,,,,2,,,,,,,5
No.38遺跡,,1,1,,,,,1,1,1,,,5
No.73遺跡,,3,2,,,,,,,,,,5
No.81遺跡,1,1,,,,,,,1,2,,,5
NR5[sanitize]15[sanitize]300528,,5,,,,,,,,,,,5
OHC[sanitize]13[sanitize]02,,,,1,,,1,1,,2,,,5
OHC[sanitize]15[sanitize]12,,,,,2,,3,,,,,,5
P2646_,,,,5,,,,,,,,,5
P2956_,,,,,,5,,,,,,,5
P7372_,,,,3,,,,2,,,,,5
SG2[sanitize]11[sanitize]12,,,,,,,,5,,,,,5
SG2[sanitize]14[sanitize]20211117,,,,,,,,4,,,1,,5
T25_,,,,,,,,,,,5,,5
TC2[sanitize]11[sanitize]14,,3,,,,,,,,,,2,5
TM2[sanitize]11[sanitize]28,,,,5,,,,,,,,,5
TM5[sanitize]77[sanitize]20210803,,,,,3,,,2,,,,,5
イトーヨーカドー　上板橋店,,,,,,,1,,3,1,,,5
えび山広場,,,,,,1,,1,,,,3,5
エンガ堀緑道,,2,,,2,1,,,,,,,5
オリンピックおりーぶ　志村坂下店,,,1,,,1,1,,1,,1,,5
ガスト　板橋駅前店,,,,,,,2,1,1,,,1,5
コープ　板橋駅前店,,,,1,,,2,1,1,,,,5
こども動物園（高島平分園）,,,,,,,1,3,,,1,,5
さくら湯,,,,,,,,1,2,2,,,5
ダイシン薬局,,,,,,,,5,,,,,5
ふぐ・すっぽん・はも料理梅田,,,,,,,,,4,,1,,5
ベネッセ板橋三丁目保育園,,3,,1,,,,,,1,,,5
むつみ橋児童遊園,,,,,,,,2,,3,,,5
縁切榎,,,,1,,,1,,1,1,,1,5
下赤塚駅,2,2,,,,1,,,,,,,5
街頭消火器 蓮[sanitize]226,,,,,,,,5,,,,,5
宮前公園,,2,1,,,,,2,,,,,5
旧上板橋村役場跡地,,,,,1,,1,3,,,,,5
京徳観音堂,,,,4,,,,,1,,,,5
共創未来大山薬局,,,,,,,,,,,1,4,5
見次公園内集会所,1,,,,1,,,,1,,2,,5
戸田一般野球場2面,1,,,,,,1,1,,2,,,5
戸田一般野球場4面,,,,1,1,,2,1,,,,,5
向台保育園,,,,,,2,,,1,1,,1,5
高島第五小学校,,1,,1,,,1,2,,,,,5
高島平駅東口自転車駐車場（有料コイン式）,1,,2,1,,,,1,,,,,5
高島平九丁目集会所,,,,1,,,,1,1,,2,,5
高島平七丁目公園内集会所,1,1,1,2,,,,,,,,,5
坂下一丁目公園,,1,,1,,,,1,1,,1,,5
坂下三丁目保育園,,,,,,2,1,,1,1,,,5
桜川三丁目１８番遊び場,1,,1,,1,,,,,,2,,5
志村清掃事業所,,,,,,1,1,2,1,,,,5
志村第二中学校,,,,1,,,3,,,1,,,5
小豆沢貝塚,1,2,,1,,,1,,,,,,5
障がい者福祉センター,1,,,1,1,,,1,,1,,,5
上板橋駅西自転車駐車場（有料）,,,1,,1,,,1,,1,,1,5
親和児童遊園,,,,3,,,,,,,1,1,5
成増ケ丘小学校,3,,,,,,,,2,,,,5
成増五丁目公園,,,1,,,,1,,1,1,,1,5
成増公園,,,1,2,,,1,,,,,1,5
成増図書館(アートギャラリー),,,,,,,1,,3,1,,,5
成美保育園,3,,,,,1,,,,1,,,5
清水湯,,1,,,,,,,3,,1,,5
西光寺,,,,1,,3,,,,,,1,5
西台公園,,1,,,,,,4,,,,,5
西台集会所,,1,,,1,2,,,,1,,,5
赤塚ルート　８松月院,,,,,1,1,,,,3,,,5
赤塚七丁目集会所,1,1,1,2,,,,,,,,,5
赤塚土木事務所,,1,,,3,,,,1,,,,5
赤塚福祉園,1,1,,,2,,,,,1,,,5
赤塚六丁目公園,,1,1,,,,,1,,2,,,5
双葉町ひだまり公園,,,1,3,,,,,1,,,,5
大谷口北町集会所,2,,,,1,,,,,,2,,5
谷端川児童遊園,,,1,,,1,,,,3,,,5
土のうステーション 赤25,5,,,,,,,,,,,,5
土のうステーション 板32,4,,,,1,,,,,,,,5
東京大仏（乗蓮寺）,,2,,,1,,,,,1,,1,5
東京都健康長寿医療センター（旧東京都老人医療センター）,,,1,1,1,,,,,1,1,,5
東京都板橋都税事務所,,,,,,1,,,2,,,2,5
東山公園,,,,,,1,,4,,,,,5
東山公園内集会所,1,,,,,,1,1,,,,2,5
東新ベビールーム,,1,,1,1,,,,,1,1,,5
東武東上線　成増駅,,,,,,2,,,2,1,,,5
道路補修工事（2108）,3,,,1,1,,,,,,,,5
徳丸一丁目公園,1,,,,,,,,2,1,,1,5
徳丸石川集会所,2,,,,,,,1,1,,1,,5
徳丸二丁目第二児童遊園,,,,,,,,3,,2,,,5
日暮台公園,,1,,,,,,,,1,,3,5
梅の湯,,,1,,,,,,3,,,1,5
板橋警察署常盤台交番,,,1,,,,1,,,,,3,5
板橋中央公園,,,,,,,5,,,,,,5
番号無し,,,1,2,,,,,,,2,,5
番場児童遊園,,,,,2,,,,,2,,1,5
不動の滝公園,,1,,,,,1,1,,2,,,5
富士見台集会所,,,1,,1,,,1,1,,1,,5
補助第73号線,,,,,,,,,,,,5,5
理化学研究所　板橋分室,,,1,1,1,,2,,,,,,5
蓮根PCR検査センター（旧植村冒険館）,,,,,,,,,,,5,,5
蓮根集会所,2,,1,,,1,,,,,1,,5
蓮根図書館,,1,,,,,,3,,1,,,5
？？178遺跡,,,,,,,,,,,,4,4
17M025_,,,,,,4,,,,,,,4
A1384_,,,,,,4,,,,,,,4
A2661_,,,,,4,,,,,,,,4
A3899_,,,,,,,,,4,,,,4
AK5[sanitize]15[sanitize]R030607,,,4,,,,,,,,,,4
AK8[sanitize]77[sanitize]20211005,,,,,,,1,,3,,,,4
AS1[sanitize]77[sanitize]01,,,,1,3,,,,,,,,4
AS2[sanitize]13[sanitize]03,,,,,,,,,,,,4,4
B2499_,,,,,2,,2,,,,,,4
C1143_,,,,,,,,3,1,,,,4
CAFE DINING NAKAJUKU,,,,,,,,,1,,3,,4
D1064_,,,,4,,,,,,,,,4
D1377_,,,,4,,,,,,,,,4
D3306_,,,,,,,4,,,,,,4
D3912_,,,,4,,,,,,,,,4
D4826_,,,,,,,4,,,,,,4
D5259_,,,,,,,4,,,,,,4
D8061_,,,,4,,,,,,,,,4
DIM[sanitize]12[sanitize]20210217,,,,,,,,,,,,4,4
IT2[sanitize]11[sanitize]65,,,1,,,3,,,,,,,4
Meisei小規模保育園,,2,,,,,,,,2,,,4
MMC[sanitize]20[sanitize]08,,,,,,,,,,4,,,4
No.44遺跡,,1,,,,,3,,,,,,4
No.80遺跡,1,1,1,,,,,,1,,,,4
NS2[sanitize]12[sanitize]20210820,,,,,2,,,,,2,,,4
ORC[sanitize]11[sanitize]08,1,,,,,,,,,,,3,4
ORC[sanitize]13[sanitize]08,,,,,,4,,,,,,,4
P5803_,3,,,1,,,,,,,,,4
P7480_,,,,2,,2,,,,,,,4
SG1[sanitize]11[sanitize]06,,,,,,,,4,,,,,4
SS3[sanitize]15[sanitize]08,,,,,,,4,,,,,,4
SWC[sanitize]15[sanitize]21,4,,,,,,,,,,,,4
T150_,,,,,,,,,,,2,2,4
T40_,,,,2,,2,,,,,,,4
T46_,,,,4,,,,,,,,,4
TC2[sanitize]77[sanitize]12,,,,,,,,,,1,,3,4
TM4[sanitize]15[sanitize]30,,,,,,,4,,,,,,4
あけぼの薬局中板橋店,,,,,,,,,,,1,3,4
えのき橋児童遊園,,1,,,,,,,3,,,,4
グリーンホール,,,,,,,,,,,,4,4
クリオロ本店(CRIOLO),,,,,,,,,3,1,,,4
ココファン・ナーサリー志村坂上,1,2,,,,,,,,,,1,4
こじか保育園,,,,,,1,,,1,2,,,4
こぶし保育園（公設民営）,1,,,,,,2,1,,,,,4
さくらづつみ児童遊園,,1,,2,,1,,,,,,,4
サミットストア　志村店,,,,,,,1,1,,1,,1,4
ジョナサン　蓮根店,,1,,,1,,,,,2,,,4
しらさぎ 保育園,2,,,,1,1,,,,,,,4
そうはち山広場,,,,,,3,,1,,,,,4
タカセ 板橋店,,,,,,,,,4,,,,4
デニーズ　大山東町店,,,1,,1,2,,,,,,,4
にりんそう公園,1,,,,,,,1,,2,,,4
ひばり薬局,4,,,,,,,,,,,,4
ほっぺるランド大谷口,,2,1,,,,,1,,,,,4
ミアヘルサ保育園ひびきあずさわ,,,1,,1,,,,,1,,1,4
ラ・ファミーユ,,,1,,,,,3,,,,,4
ライフ　前野町店,,,1,,,1,,,1,,1,,4
ライフ　板橋店,,,,1,,,2,1,,,,,4
稲荷台おなりばし緑地,,,3,,1,,,,,,,,4
下赤塚公園,1,,2,,,,,,1,,,,4
下頭橋ラーメン,,,1,,,,,,2,1,,,4
加賀西公園,,1,,,1,,2,,,,,,4
岩の湯,,,2,,,,1,,,,1,,4
旧白子川緑地,,,3,,,,,,,,,1,4
桐ヶ丘・赤羽台・西が丘地区,,,,,3,,,,,,1,,4
戸田一般野球場11面,,,,2,,1,,1,,,,,4
戸田一般野球場1面,1,,1,,,,,,,2,,,4
向原小学校,,,1,,,1,,,,,,2,4
幸町４６番遊び場,,,,,,2,,,,1,1,,4
幸町集会所,,,1,1,,1,,,,,1,,4
高島第二中学校,,,,,,,4,,,,,,4
高島通り薬局,,,,,,,,1,3,,,,4
高島平PCR検査センター（令和4年2月4日から開始）,,,,,,,,,,,4,,4
高島平警察署,,,,,1,1,1,1,,,,,4
高島平警察署下赤塚交番,,2,,,,,,,,,2,,4
高島平警察署西台駅前交番,,,,2,,,,1,,1,,,4
高島平二丁目25～30番地先（高島二小前歩道橋）外3橋（無名4号橋・落合橋・三園歩道橋）,,,,,,4,,,,,,,4
高島平二丁目集会所,1,,,1,1,1,,,,,,,4
高島平歴史ルート　蓮華寺～区立城北交通公園,,,,,,,,,,2,2,,4
高島六小学校,,,,,,,,4,,,,,4
坂下薬局,,,,,1,3,,,,,,,4
志村ルート　熊野神社～常楽院,,1,,,,,,,,3,,,4
志村一里塚,,2,,,,,,,,2,,,4
志村警察署,1,,,1,2,,,,,,,,4
志村坂上駅,,,,1,1,,,1,,,,1,4
志村小学校あいキッズ,,4,,,,,,,,,,,4
事業所内保育所東京家政大学ナースリールーム,,2,,1,,,,1,,,,,4
自家焙煎珈琲 水工社,,,,,,,,,2,2,,,4
出井川緑道,,1,2,,,,,,1,,,,4
小規模保育園あずさわ保育園,,3,,,,,,,1,,,,4
小豆沢野球場Ａ面,,,3,,,,,,,1,,,4
小豆沢野球場B面,,,3,,,1,,,,,,,4
城北野球場Ｂ面,1,,,1,,1,,,,1,,,4
新河岸庭球場,1,,,,1,2,,,,,,,4
諏訪神社,,1,,,1,,,2,,,,,4
西台ふれあい公園,,1,,,1,,,,,,2,,4
西台遺跡,,,1,2,,,,,1,,,,4
西徳第一公園内集会所,2,,,,,,,1,,1,,,4
赤塚諏訪神社の田遊び,,2,,,1,,,1,,,,,4
