,2019年,,,,,,,,,2020年,,,
徳丸ヶ原庭球場,2,12,5,4,8,7,4,5,3,4,1,3,58
No.165遺跡,2,5,2,4,9,4,3,6,2,9,5,6,57
No.33遺跡,,,3,7,17,7,8,10,4,1,,,57
たにもとクリニック,2,13,4,3,2,3,2,,14,12,,2,57
メディコール小規模保育園西台,3,5,7,4,11,4,4,5,5,1,1,7,57
愛和保育園,1,6,6,4,4,3,8,11,4,4,3,3,57
向原児童館,1,7,6,8,6,5,1,4,3,6,4,6,57
氷川町小規模保育園,4,7,7,4,6,3,4,5,7,1,4,5,57
木下の保育園上板橋小規模保育園,4,16,5,5,4,6,2,6,2,1,5,1,57
志村さかした保育園,5,12,8,4,5,4,6,4,2,1,3,2,56
熱帯環境植物館（グリーンドームねったいかん）,6,6,8,9,6,4,2,5,3,,3,4,56
志村三丁目駅第１自転車駐車場（有料）,5,2,2,4,8,11,7,3,4,5,4,,55
中根橋小学校,7,7,5,8,5,6,7,1,3,2,1,3,55
文殊院,1,2,2,8,9,9,6,1,3,5,4,5,55
緑が丘児童館,3,7,5,2,3,8,4,6,8,2,3,4,55
グリーンホール（旧産文ホール）,11,10,7,13,3,3,2,3,,1,,1,54
メディコール小規模保育園富士見台,6,3,5,6,7,2,5,9,5,1,2,3,54
新河岸水再生センター前臨時駐車場入口,5,9,4,5,3,4,11,6,1,1,3,2,54
成増駅南口第7自転車駐車場,8,1,2,2,,3,6,6,5,10,5,5,53
板橋交通公園,8,11,1,3,5,2,2,5,1,6,4,5,53
志村坂上駅周辺放置禁止区域図,1,2,2,3,4,7,12,9,,3,8,1,52
東板橋体育館,2,7,2,7,8,,5,2,2,4,6,7,52
志村図書館,,3,7,3,15,5,7,5,2,1,1,2,51
日生板橋区役所前保育園ひびき,5,5,4,6,3,4,3,3,4,1,12,1,51
No.109遺跡,,1,2,6,3,2,6,8,6,3,7,6,50
クオール薬局中板橋店,9,5,3,3,3,6,3,3,4,5,3,3,50
めぐみ薬局氷川町店,3,3,2,1,3,3,5,4,12,7,2,5,50
西高島平駅南口自転車駐車場（有料コイン式）,2,5,4,4,7,10,5,2,2,2,3,4,50
いたばしボローニャ子ども絵本館,3,3,3,14,14,1,1,2,4,1,1,2,49
ニック向原薬局,6,5,7,4,3,3,6,3,3,3,3,3,49
小規模保育園ビーフェア板橋西口保育園,6,9,5,3,5,9,2,3,1,1,3,2,49
中板橋駅北口自転車駐車場（有料）,6,4,5,7,2,4,7,6,2,2,4,,49
蓮根自転車保管所,5,6,8,5,2,3,4,2,1,4,6,3,49
ねづクリニック,,,,,6,6,4,2,,16,14,,48
区立文化会館,3,4,5,4,8,4,1,4,3,4,4,4,48
高島陸橋交差点D自転車駐車場（有料）,1,,2,5,5,4,10,4,3,3,3,8,48
上板橋すきっぷ保育園,1,5,1,1,2,6,9,6,,3,5,9,48
泉福寺,14,6,4,6,5,2,2,1,2,2,,4,48
前野町ベビールーム,3,7,1,1,3,1,16,5,2,3,2,4,48
中板橋駅南口自転車駐車場（有料）,7,2,5,6,7,5,3,3,6,2,2,,48
道路補修工事（1910）,15,3,5,2,14,4,5,,,,,,48
きららの杜小茂根小規模保育園,8,4,9,4,4,2,4,4,2,1,1,4,47
高島陸橋交差点C自転車駐車場（有料）,5,1,2,10,3,8,3,4,1,2,2,6,47
道路補修工事（5）,,,,,,23,4,1,4,7,8,,47
No.49遺跡,7,1,1,3,,2,9,,18,,1,4,46
徳丸ふれあい館,7,4,4,7,5,3,5,5,,2,4,,46
上板橋二丁目小規模保育園,3,7,7,3,3,3,8,2,1,1,2,5,45
戸田橋下臨時駐車場,17,7,1,3,,2,4,,1,3,2,4,44
斎藤医院,2,25,,4,,7,,4,,2,,,44
坂下三丁目保育園,1,,6,2,1,5,3,9,3,2,6,6,44
石川医院,1,13,,,,,,,,30,,,44
赤塚植物園,7,2,4,6,9,6,,,,4,3,3,44
グローバルキッズ上板橋園,1,10,5,1,4,6,6,2,3,3,1,1,43
小豆沢体育館,6,5,5,11,8,,7,,1,,,,43
小豆沢福祉園,3,3,10,8,4,3,5,2,1,2,1,1,43
水車公園,1,7,,11,2,8,4,,1,1,6,2,43
大原生涯学習センター,5,6,6,,2,,3,3,4,6,6,2,43
道路補修工事（1907）,10,5,,5,7,6,4,6,,,,,43
白鳩保育園,,,6,,4,,9,1,11,2,4,6,43
本蓮沼駅第２自転車駐車場（有料ゲート式）,2,,,3,10,3,6,2,4,3,5,5,43
歯科衛生センター,5,3,2,,1,4,3,1,12,6,3,2,42
上板橋駅東自転車駐車場（有料）,9,3,2,,2,2,4,6,2,8,4,,42
中丸いこいの家,1,3,3,6,3,2,3,5,5,4,5,2,42
徳丸ケ原公園,7,4,6,6,5,2,2,3,1,3,3,,42
木下の保育園成増小規模保育園,6,10,5,1,2,2,4,1,4,1,3,3,42
赤塚体育館,,5,2,9,8,4,3,2,2,4,1,1,41
No.12遺跡,1,,,,1,6,10,14,4,,2,2,40
さいわい保育園,2,9,6,3,2,2,6,3,3,2,1,1,40
高島幼稚園,,4,4,2,4,5,4,3,5,5,1,3,40
赤塚いこいの家,7,,1,5,4,4,5,3,,6,3,2,40
東光寺,6,5,2,4,4,5,4,4,2,,2,2,40
ソーシン薬局ときわ台店,4,5,3,3,3,2,1,3,2,7,3,3,39
はすね駅西口内科,15,,4,,,8,2,4,,4,,2,39
大禮保育園,5,6,7,4,2,3,1,3,3,2,2,1,39
中央図書館,4,1,,4,13,5,4,2,2,,1,3,39
本蓮沼駅周辺放置禁止区域図,1,,,6,3,5,13,2,2,4,2,1,39
高島陸橋交差点B自転車駐車場（有料）,4,2,3,7,2,2,6,1,,3,3,5,38
桜川いこいの家,,4,2,3,6,1,16,2,2,,2,,38
大谷口二丁目集会所,15,16,7,,,,,,,,,,38
仲町区民事務所,3,3,3,4,6,3,3,4,1,1,2,5,38
クレア薬局,4,5,3,5,3,4,3,4,2,,1,3,37
高島平調剤薬局,11,3,3,3,3,3,2,,1,3,3,2,37
志村第四中学校,3,,1,4,3,1,24,,,1,,,37
北野保育園分園,4,7,6,1,4,1,3,4,2,2,1,2,37
薬局トモズ大山店,4,4,1,3,4,5,3,2,1,3,4,3,37
志村三丁目駅周辺放置禁止区域図,2,3,2,2,3,7,6,5,,2,4,,36
消費者センター,1,2,,5,1,1,11,4,2,5,3,1,36
上板橋駅西自転車駐車場（有料）,7,3,,1,5,2,8,4,1,4,,1,36
城北公園,3,1,3,6,3,4,3,2,2,3,2,4,36
清水クリニック,,,,,,,,3,9,24,,,36
大谷口いこいの家,9,2,10,9,4,,2,,,,,,36
二階堂調剤薬局ときわ台店,5,2,1,4,3,3,4,8,2,1,2,1,36
MIRATZときわ台保育園,3,11,3,3,3,3,3,2,,1,3,,35
渡邉医院,,5,6,,,9,4,5,,4,,2,35
そう内科クリニック,,,,,,,3,1,2,22,6,,34
つばさ薬局,4,7,3,4,5,2,,1,3,3,2,,34
岩田医院,3,4,6,9,2,5,,,,,5,,34
高島陸橋交差点E自転車駐車場（有料）,,,,6,5,6,8,1,2,2,2,2,34
志村坂下小学校,1,,1,3,,,25,,,,,4,34
志村第四小学校,,1,,,1,,28,4,,,,,34
水野医院,4,,7,4,3,5,,,,11,,,34
成増駅北口第５自転車駐車場（有料）,5,1,,3,2,6,1,1,5,3,7,,34
西台いこいの家,2,3,5,1,4,1,3,6,,5,2,2,34
前野いこいの家,,,3,1,5,5,4,4,2,1,8,1,34
板橋警察署,,1,3,4,4,2,2,6,2,3,3,4,34
板橋第七小学校,,,1,,,,29,3,,,,1,34
板橋第二小学校,2,,2,5,2,,17,,2,3,1,,34
氷川図書館,1,4,3,1,3,2,2,3,6,6,2,,33
つくしんぼ診療所,12,2,,,,,,,9,9,,,32
今村医院,,16,,,,,,,,16,,,32
子ども家庭支援センター,1,5,5,4,,3,3,,2,6,,3,32
聖マリア保育園,,4,3,1,4,5,5,,2,1,3,4,32
日曜寺,7,1,5,5,4,1,3,1,2,,1,2,32
弥生小学校,2,,2,,1,1,15,3,3,1,1,3,32
No.172遺跡,3,1,3,2,2,3,6,4,1,2,1,3,31
No.24遺跡,2,2,,2,1,,1,11,4,5,1,2,31
いたばし総合ボランティアセンター,1,,2,12,9,2,1,3,,,,1,31
向原保育園,3,3,4,1,1,2,1,,1,1,3,11,31
道路補修工事(2),,,,,1,4,3,1,2,16,4,,31
かないくぼ保育園,4,4,4,,,1,2,2,,,3,10,30
加賀藩下屋敷跡,1,3,,,,1,10,6,1,2,5,1,30
共助会医院,6,2,,,6,,,12,,4,,,30
区役所1階北館・3階南館,3,4,4,4,3,1,4,1,3,,3,,30
蓮根第二小学校,,,1,,,,29,,,,,,30
わかたけかなえ保育園,2,5,5,3,,1,5,2,,,5,1,29
志村三丁目駅第４自転車駐車場（有料コイン式）,2,,1,2,2,6,3,2,4,1,2,4,29
小規模保育園板橋一丁目インフィニティ保育園,2,3,1,1,6,2,2,2,6,,2,2,29
常盤台小学校,1,,1,3,3,,17,,,2,2,,29
仁木医院,,3,,,4,,10,,6,4,,2,29
成増ケ丘薬局,4,5,2,1,3,3,3,3,1,4,,,29
道路補修工事（10）,,,,,,,2,3,3,8,11,2,29
徳山内科外科,1,7,,4,,2,3,,3,4,5,,29
麦の子保育園,,3,5,4,4,1,4,1,3,1,,3,29
浮間舟渡駅周辺放置禁止区域図,2,2,8,2,,1,3,2,,6,3,,29
おおにし薬局,6,5,1,2,1,2,,1,1,6,1,2,28
なりますいこいの家,3,1,5,1,4,2,2,4,1,3,2,,28
下板橋駅第２自転車駐車場（有料コイン式）,1,2,,3,4,3,5,4,,5,,1,28
開運堂今井薬局,5,8,3,1,3,2,,1,2,,1,2,28
智清寺,3,4,,4,1,2,2,1,3,3,3,2,28
東板橋公園,1,2,,4,6,,7,4,2,,1,1,28
道路補修工事（18）,,,1,,,,,3,3,6,12,3,28
グリーンホール,1,3,1,5,4,4,2,1,1,3,1,1,27
しらさぎ 保育園,2,5,,2,1,2,3,1,7,2,1,1,27
マハヤナ第二保育園,,1,4,,2,7,4,3,2,1,1,2,27
高島平駅西口自転車駐車場（有料コイン式）,2,1,1,3,1,4,6,4,4,,1,,27
松葉保育園,1,4,7,1,2,3,1,2,2,1,,3,27
西台一丁目周辺北地区地区計画内における道路整備工事（1）,,,,8,3,2,6,2,3,3,,,27
大和いこいの家,2,1,1,1,2,3,2,6,,1,6,2,27
東新いこいの家,2,2,2,1,3,4,1,1,2,1,6,2,27
道路補修工事（1904）,,10,7,3,2,4,1,,,,,,27
道路補修工事（3）,,,1,6,5,5,5,3,2,,,,27
板橋第四小学校,2,,,7,,,16,1,,,,1,27
板橋第八小学校,,,3,4,,,19,,1,,,,27
No.79遺跡,,4,,1,2,,,,8,5,2,4,26
グローバルキッズ板橋園,1,5,5,,4,2,3,3,1,,2,,26
にじいろ保育園徳丸,,7,2,6,4,2,,2,,2,,1,26
ハートダイニングホール・スマイル,,5,6,1,1,3,2,,3,2,2,1,26
加賀保育園,5,4,5,,2,2,2,2,1,1,,2,26
郷土芸能伝承館,,1,,6,6,2,1,1,1,3,,5,26
志村三丁目駅第５自転車駐車場（有料コイン式）,5,1,1,4,2,4,1,1,,3,2,2,26
舟渡病院,,7,,2,,3,,3,2,9,,,26
新河岸陸上競技場,2,4,1,,1,,4,7,4,1,2,,26
青山クリニック,5,9,,5,,7,,,,,,,26
前野小学校,1,2,1,2,,,19,,,1,,,26
第一保育園,4,6,6,,2,2,1,2,,2,,1,26
仲町ふれあいセンター,7,,6,13,,,,,,,,,26
Meisei小規模保育園,3,2,2,,1,4,1,1,8,,2,1,25
No.2遺跡,1,,,9,2,2,,2,1,1,6,1,25
ウェルネス保育園成増小規模保育園,,,,,,,,,,,7,18,25
旭保育園,3,3,6,1,1,,3,1,2,2,2,1,25
加賀公園,2,8,1,2,,4,2,1,1,1,2,1,25
近藤胃腸科内科クリニック,,3,,5,5,2,,2,,4,4,,25
乗蓮寺,1,,,5,4,3,3,1,2,,2,4,25
新高島平駅南自転車駐車場（有料コイン式）,2,1,2,2,3,2,1,4,3,1,1,3,25
道路補修工事（19）,,,,,,,5,5,7,8,,,25
板橋区平和公園,3,2,7,2,2,1,1,2,2,1,1,1,25
板橋区保健所・板橋健康福祉センター,1,1,,11,3,,3,2,3,1,,,25
板橋保育園,4,1,6,,,2,1,1,2,1,3,4,25
弥生保育園,1,3,5,,3,1,1,2,2,2,,5,25
Baby＆Beans,2,7,1,4,1,2,,1,3,2,1,,24
No.59遺跡,3,,5,5,1,,,2,2,1,5,,24
つつじ保育園,1,3,4,2,1,,2,3,,,6,2,24
高島平四丁目14～15番地先,19,1,,3,1,,,,,,,,24
出井の泉公園,2,3,14,,,,3,,,2,,,24
小規模保育園ビーフェア板橋徳丸保育園,3,6,,2,3,2,1,1,3,1,,2,24
上板橋小学校,1,,,3,,,18,,1,,1,,24
中板橋保育園,,2,6,,5,3,1,1,,2,1,3,24
道路補修工事（25）,,24,,,,,,,,,,,24
板橋駅,1,1,2,3,4,4,2,2,,1,3,1,24
mh2-15-010621,,,23,,,,,,,,,,23
No.126遺跡,,,1,7,4,2,,,3,1,1,4,23
No.14遺跡,1,,,5,,,,3,,2,3,9,23
No.98遺跡,1,,,,,1,5,1,4,,8,3,23
小規模保育園生活クラブ保育園ぽむ・徳丸,,,,,,,,,,,8,15,23
常盤台地域センター（区立教育科学館と併設）,,,5,18,,,,,,,,,23
清水いこいの家,,1,4,1,2,3,2,2,2,2,4,,23
道路補修工事（14）,,,,,,,,10,1,6,6,,23
板橋区立美術館,,,,,9,1,7,,4,,1,1,23
No.105遺跡,,4,,,1,2,,2,8,4,1,,22
ことぶき薬局大山店,1,2,,,,1,3,2,3,7,1,2,22
ひまわりキッズガーデン志村,1,1,3,4,5,4,,2,1,,1,,22
ほっぺるランド本蓮沼,3,2,1,2,3,,3,4,,1,2,1,22
みどり薬局（板橋）,3,3,2,1,3,4,3,1,2,,,,22
高島第三中学校,,,,2,,,18,,,1,1,,22
志村第二小学校,1,,3,,,,15,,,1,2,,22
板橋仲町どろんこ保育園,1,1,1,,2,5,1,5,2,,2,2,22
No.118遺跡,3,3,2,,,1,,2,1,7,1,1,21
No.50遺跡,5,,,,3,,3,2,2,,,6,21
ときわ台徳岡歯科医院,,3,4,2,2,1,6,2,,1,,,21
にりんそう保育園（公設民営）,2,4,3,,2,1,2,3,,1,2,1,21
まなぽーと大原（大原生涯学習センター）,1,2,2,8,3,,2,1,,,,2,21
栄愛薬局,,1,2,,,1,7,1,3,3,2,1,21
観明寺,8,2,4,,,1,1,1,,1,3,,21
高島平あやめ保育園,,4,7,,2,,,,,1,2,5,21
三園福祉園,,2,1,3,2,1,,1,9,2,,,21
志村第五中学校,3,,,1,,5,9,1,1,,1,,21
赤塚第三中学校,,,,1,,,20,,,,,,21
徳丸五丁目33～38番地先,,21,,,,,,,,,,,21
茂呂塾保育園,,2,3,3,3,1,3,,2,,2,2,21
No.171遺跡,,,,,,1,,15,2,2,,,20
No.39遺跡,,,5,1,,,3,,2,5,,4,20
YUMEパーク大和町,2,2,3,,,2,1,2,,3,2,3,20
イオンスタイル板橋,11,1,4,,1,1,,,,2,,,20
ひまわりキッズガーデン大原,,2,4,,3,1,4,1,,1,2,2,20
まなぽーと成増（成増生涯学習センター）,1,2,,4,1,1,3,1,1,1,2,3,20
旧粕谷家住宅（東京都指定文化財）,3,6,1,2,3,,1,3,,1,,,20
高島平駅東口自転車駐車場（有料コイン式）,1,2,3,2,2,1,3,5,,1,,,20
高島平区民館,,2,1,3,4,,1,1,,5,3,,20
舟渡いこいの家,,,2,2,6,4,2,1,,2,1,,20
上板橋駅,2,2,1,1,,1,3,3,3,2,1,1,20
赤塚福祉園,,,,3,3,8,6,,,,,,20
大谷口保育園,1,,4,1,1,,3,1,1,1,1,6,20
道路補修工事（15）,,2,,,,,2,4,2,6,4,,20
道路補修工事（1905）,4,5,2,7,2,,,,,,,,20
道路補修工事（1909）,6,9,2,3,,,,,,,,,20
板橋区公文書館,1,,1,5,10,,,2,,,,1,20
板橋第十小学校,5,,2,3,,,7,2,,,,1,20
木の下の保育園中板橋小規模保育園,,2,1,1,2,3,,5,,3,3,,20
蓮根いこいの家,1,1,2,3,1,2,3,2,1,1,3,,20
蓮根保育園,,4,5,1,,,1,2,2,,,5,20
No.29遺跡,,,,,,6,3,,4,1,3,2,19
No.47遺跡,1,1,3,,4,1,,3,2,3,,1,19
こぶし保育園,,5,3,1,,1,2,2,,5,,,19
企業活性化センター,2,,3,4,5,1,1,,,2,,1,19
熊野町公園,,,,1,,3,7,4,4,,,,19
高島平温水プール,,,1,13,,,1,,1,1,1,1,19
坂下薬局,,,,1,4,3,3,5,1,2,,,19
成増アクトホール,6,,6,7,,,,,,,,,19
西高島平駅周辺放置禁止区域図,,4,3,,2,,9,,,1,,,19
西台図書館,1,1,1,3,3,2,6,,,1,1,,19
相生保育園,,1,3,,2,1,,2,2,,4,4,19
大門高架下自転車保管所,2,1,2,1,4,2,1,1,4,,1,,19
南條薬局,4,2,,,,,,,1,7,5,,19
No.90遺跡,,,,,2,10,3,2,,,,1,18
グランダ大山,1,1,5,1,1,3,3,1,,1,1,,18
にじいろ保育園板橋二丁目,,,2,,,,,,,,16,,18
ハイライフプラザいたばし,,1,1,6,4,1,2,1,1,1,,,18
ほっぺるランド板橋清水町,1,2,,1,3,1,1,6,,1,,2,18
高島第六小学校,6,,,1,,1,6,1,,3,,,18
桜川中学校,2,,1,2,1,,12,,,,,,18
志村第一中学校,,,1,,1,,16,,,,,,18
上板橋第四小学校,3,,1,3,1,1,6,,,2,,1,18
総合ケアセンター若葉ゆめの園,,,17,,1,,,,,,,,18
中台中学校,1,,8,4,,,5,,,,,,18
仲町高齢者在宅サービスセンター,,5,2,4,1,,5,1,,,,,18
土のうステーション 赤14,,,,,1,1,16,,,,,,18
板橋本町駅,2,,,,1,,11,,1,,1,2,18
明日葉保育園蓮根園,1,1,6,,1,1,,,,,6,2,18
木村整形外科,,8,,,2,,,,,8,,,18
No.114遺跡,,,,1,3,,3,1,2,2,2,3,17
No.31遺跡,1,,1,,,,5,3,,1,,6,17
No.36遺跡,1,7,,1,,4,,1,,,,3,17
NPO法人みんなのセンターおむすび,,1,5,2,,,5,3,,1,,,17
はすね鈴薬局,5,1,2,,1,3,3,2,,,,,17
高島平図書館,4,1,,2,3,,1,4,,1,1,,17
高島平福祉園分場,4,1,1,8,,,2,,,1,,,17
三園七曲トンネル照明施設改修工事,,,,4,1,2,7,1,2,,,,17
舟渡水辺公園,1,1,,4,2,3,1,1,,,1,3,17
赤塚溜池公園,,4,,1,1,2,,,,4,5,,17
大谷口小学校,3,,1,1,,1,9,,,1,,1,17
中台ふれあい館,,,1,,8,2,1,,1,3,1,,17
東板橋庭球場,5,7,,,1,1,,,,1,2,,17
南部公園事務所,1,,,,,1,5,4,,3,1,2,17
保健福祉オンブズマン室,3,1,,1,3,2,3,1,,1,,2,17
蓮根三丁目公園,1,,,1,2,9,1,,,,,3,17
No.111遺跡,,,6,2,,1,1,2,3,,1,,16
No.130遺跡,,,6,1,1,,1,1,2,1,1,2,16
No.131遺跡,,3,1,,,,2,,4,3,1,2,16
No.42遺跡,,2,,,4,2,,,,8,,,16
No.63遺跡,,,5,1,1,,2,2,3,1,1,,16
No.8遺跡,1,1,1,,,1,,1,,3,2,6,16
いちりき　キムチ家,,,,7,1,1,2,,1,,2,2,16
みなみ保育園,3,,4,2,1,,1,,,1,1,3,16
よりふじ医院,2,2,,5,,,,,,,5,2,16
下赤塚小学校,2,2,1,1,,,7,1,1,,,1,16
宮本公園,,,2,2,2,4,2,,1,,3,,16
見次公園,1,,1,1,1,2,3,3,1,,3,,16
弘瀬医院,,7,,,,3,,,2,2,,2,16
志村消防署,3,1,1,1,4,2,1,1,2,,,,16
小桜保育園,,1,4,2,1,1,1,2,,,,4,16
上板橋第一中学校,1,,1,8,,1,1,,,1,3,,16
成増生涯学習センター,2,,1,3,1,1,,1,4,1,1,1,16
成増保育園,,,,4,2,3,2,,1,1,3,,16
赤塚新町クリニック,,,,,,,3,,11,2,,,16
赤塚保育園,,4,4,1,1,,1,1,2,,,2,16
都立赤塚公園,3,1,1,1,2,2,1,2,,,1,2,16
土のうステーション　板17,,,,1,,,14,1,,,,,16
土のうステーション　板２７,,,1,,,,14,1,,,,,16
同援みどり保育園,,,7,3,1,,,,,2,2,1,16
平成３０年８月２０日午後１０時１３分頃,1,5,3,,3,3,,,1,,,,16
保育園加賀のこども,1,,1,,,,,2,,8,4,,16
蓮根小学校,3,,1,3,,1,6,,1,,1,,16
No.117遺跡,2,2,,,,,1,1,2,4,1,2,15
No.127遺跡,5,1,1,,,,3,1,,1,,3,15
No.170遺跡,,,1,3,1,2,2,3,1,1,1,,15
No.43遺跡,,,1,,3,,1,,,3,7,,15
No.67遺跡,1,1,9,,2,,1,,,1,,,15
No.96遺跡,,,5,5,1,1,1,,1,,1,,15
P7629_,,,,,,,8,7,,,,,15
なかいたばしさくらさくほいくえん,,3,5,,,,,1,4,1,1,,15
にじいろ保育園中板橋,,,,,,,,,,,15,,15
はなまるキッズクリニック,2,,,7,,,,,,2,,4,15
ゆりの木保育園,1,,7,,2,,,,,,3,2,15
栄町保育園,,,6,5,,,,,1,2,1,,15
公文書館,1,1,4,,2,,5,1,1,,,,15
新河岸庭球場,1,1,1,3,2,1,3,,1,1,,1,15
中丸児童遊園内集会所,3,9,3,,,,,,,,,,15
都営三田線  板橋区役所前駅,1,4,,,2,3,,,2,3,,,15
道路補修工事（17）,,,,,,,4,3,5,3,,,15
道路補修工事（1911）,7,6,1,1,,,,,,,,,15
富士見台小学校,1,1,1,2,,1,2,2,,2,2,1,15
風の子保育園,,1,4,,1,1,4,3,,,1,,15
文化会館,,,1,5,5,,3,,,,,1,15
緑が丘保育園,,3,4,,3,,,1,1,,,3,15
No.13遺跡,2,,,,,,1,,,,11,,14
No.74遺跡,1,,,,2,6,,,1,,1,3,14
No.84遺跡,1,,4,,,,,,,3,,6,14
No.94遺跡,,,3,3,,1,,1,,4,,2,14
あおば薬局,3,2,,1,2,,2,4,,,,,14
グランダ大山弐番館,,9,1,,,,,1,,1,2,,14
さくらさくみらい　蓮根,,,1,,,,,,,,13,,14
ぶらいと薬局中板橋店,,,,,1,2,1,3,1,3,2,1,14
ほっぺるランド志村坂上,2,4,,,1,1,,1,1,,1,3,14
加賀一丁目みどりばし緑地,2,,1,,1,1,9,,,,,,14
敬隣保育園,2,2,3,,1,3,1,1,,1,,,14
事業所内保育所東京家政大学ナースリールーム,,,2,,,,,,,,12,,14
小茂根福祉園,,4,1,1,1,,5,1,,,,1,14
笑和生活薬局,2,1,2,,3,2,,,,1,2,1,14
西台公園,,,1,1,3,3,2,1,1,,1,1,14
赤塚第二中学校,,,,,,,14,,,,,,14
赤塚土木事務所,1,,1,5,1,3,3,,,,,,14
大谷口上町公園,1,,,,5,5,,,,1,,2,14
東京家政大学「森のサロン」,,1,3,,,1,1,,2,4,2,,14
氷川神社,2,1,,,6,,2,,2,,1,,14
北野小学校,2,,,1,,,2,,,1,,8,14
本蓮沼駅前いずみ公園,1,,,,,10,,1,1,,1,,14
No.112遺跡,,1,2,,,,1,2,,,2,5,13
No.144遺跡,,,2,,,,4,,4,,3,,13
No.65遺跡,,3,,1,,,,1,,4,4,,13
No.89遺跡,1,1,2,,,,,,4,,,5,13
うさぎ薬局,1,2,,,,,,1,7,2,,,13
かえで保育園,1,2,4,,1,1,,,1,,2,1,13
グリーンカレッジホール,3,,1,2,4,,,2,,,1,,13
ケイロン薬局ターミナル店,1,2,,,,1,2,1,2,4,,,13
さくらづつみ児童遊園,2,,,1,,10,,,,,,,13
安養院,2,,1,1,1,2,1,,1,1,2,1,13
四ツ又公園,1,,,,3,2,2,1,,2,2,,13
志村小学校,,,1,2,2,,7,,,,1,,13
小豆沢公園,,5,2,4,2,,,,,,,,13
常盤台公園,,,1,1,4,5,,,1,1,,,13
清水図書館,3,,,1,1,,1,3,,,3,1,13
前野公園,1,1,3,,2,4,2,,,,,,13
太陽の子保育園,2,2,5,,,,,1,2,,,1,13
仲町おとしより相談センター,,1,1,5,,,1,4,,1,,,13
都営幸町アパート一帯,,,1,,,,12,,,,,,13
都市計画道路補助第87号線整備工事(電線共同溝)(その2),,,,,3,2,3,,1,4,,,13
土のうステーション　板10,,,,,,,11,2,,,,,13
土のうステーション　板20,,,,,,1,11,1,,,,,13
道路補修工事（6）,,,,,8,2,3,,,,,,13
板橋第五中学校,,1,,,,1,8,,,1,,2,13
板橋明星幼稚園,1,1,6,2,,,1,1,,1,,,13
北部公園事務所,3,1,1,1,4,,,,2,1,,,13
No.101遺跡,,1,2,,3,,2,,1,1,1,1,12
No.119遺跡,,,4,,,5,,2,,,1,,12
No.75遺跡,1,,,1,3,5,1,,,,,1,12
おとしより保健福祉センター,2,2,1,2,1,1,,,,,1,2,12
ココファン・ナーサリー志村坂上,,,1,,,,,,,,11,,12
サンシティ調剤薬局,4,2,1,2,1,2,,,,,,,12
デニーズ　大山東町店,,1,1,6,1,,,,1,2,,,12
にじいろ保育園坂下二丁目,,,1,,,,,,,,11,,12
ペンギン薬局,1,2,1,2,,,,,,1,3,2,12
葵薬局,2,,,,,1,3,2,1,2,,1,12
郷土資料館,,,1,3,2,1,2,,1,,1,1,12
紅梅公園,,,,2,1,4,1,,,4,,,12
高島平ふれあい館,2,1,,,2,1,,2,,,3,1,12
高島平二丁目29～32番地先,,10,,2,,,,,,,,,12
志村第一小学校,,,2,2,,1,5,1,1,,,,12
舟渡小学校,1,,,2,,,7,1,1,,,,12
成増四丁目4～13番地先,,,,,,,,4,,1,7,,12
赤塚ルート　１１旧粕谷家住宅,1,2,,,5,,3,1,,,,,12
赤塚図書館,2,1,,1,2,,1,1,,2,,2,12
大原第二公園,,,1,,2,7,2,,,,,,12
大谷口児童遊園,2,1,,,3,1,,1,,,2,2,12
大門みはらし台公園,,,,,2,9,1,,,,,,12
大和屋,,2,,4,1,1,,2,,,,2,12
竹内自転車店,,,,,12,,,,,,,,12
土のうステーション　板18,,,,,,,11,1,,,,,12
東坂下二丁目公園,3,,,1,2,5,1,,,,,,12
道路補修工事(1),,,,,8,3,1,,,,,,12
道路補修工事（1906）,5,3,3,,1,,,,,,,,12
南板橋公園,1,1,1,1,1,,4,1,1,,1,,12
板橋三丁目縁宿広場,,,1,5,2,,3,1,,,,,12
板橋大山公園,1,,1,3,2,3,,,,1,1,,12
板橋第一中学校,2,,,3,1,,3,1,1,1,,,12
平成３０年４月３０日（月）１６時５５分頃,1,,1,2,4,1,1,1,,,1,,12
保険deあんしん館大山ハッピーロード店,1,,4,,1,,4,,2,,,,12
北前野小学校,1,,1,6,,,3,1,,,,,12
蓮根福祉園,,,1,1,3,,1,,1,,3,2,12
No.115遺跡,,,,1,,,,1,5,,1,3,11
No.116遺跡,,2,,1,,,2,,1,,2,3,11
No.136遺跡,,1,,,1,,1,5,2,,,1,11
No.145遺跡,2,1,1,,,,,1,4,,2,,11
No.157遺跡,,,,,,,,6,1,4,,,11
No.15遺跡,,2,1,1,1,,1,,1,,,4,11
No.54遺跡,,,2,2,,1,2,,,,,4,11
No.57遺跡,2,2,,1,1,,3,,,,2,,11
No.61遺跡,,2,,1,,1,,,2,3,,2,11
No.62遺跡,2,2,,2,1,,,1,3,,,,11
No.71遺跡,,,,,1,5,1,,,,,4,11
No.78遺跡,,,3,,3,,,1,2,1,1,,11
No.80遺跡,,3,,,,3,5,,,,,,11
No.97遺跡,,,,1,4,4,1,,1,,,,11
あいあい保育園,1,3,5,1,,,1,,,,,,11
エンゼルベア・ナーサリー上板橋（A型）,,,,2,,1,,1,,,7,,11
さくら保育園,,,3,2,,3,2,1,,,,,11
