,2017年,,,,,,,,,2018年,,,
ペンギン薬局,,,1,2,,,,,,1,3,2,9
ほっぺるランド成増,,4,,,2,2,,,,,1,,9
ほっぺるランド大谷口,,4,,1,,,,,1,,1,2,9
ライフ　仲宿店,1,2,,1,1,1,,,,1,1,1,9
わかたけ保育園,3,,,,1,1,1,3,,,,,9
下赤塚ベビールーム,,1,1,,1,3,2,,,1,,,9
下頭橋と六蔵祠,1,,,1,,3,,3,,,1,,9
加賀小学校,1,1,1,1,,,4,,,,,1,9
株式会社スガヌマ,,,1,,3,,5,,,,,,9
株式会社共同,,,4,,1,,3,,1,,,,9
宮本公園,,2,,3,,1,2,,,,1,,9
向原小学校,1,,,,4,,,2,,,1,1,9
高島平もみじ保育園,2,3,,1,3,,,,,,,,9
高島平五丁目公園,,1,4,1,,2,,,,,,1,9
坂下薬局,,,,,,1,3,2,1,2,,,9
三園小学校,1,3,,,,1,2,,,,1,1,9
志村坂下保育園,1,8,,,,,,,,,,,9
若木児童遊園内集会所,1,,,1,2,1,,,,,1,3,9
若木小学校,3,2,,,1,,1,,,,2,,9
小規模保育園ビーフェア板橋西口保育園,,,,4,,,,2,1,,2,,9
上板橋第一中学校,1,,,4,,,2,,,,,2,9
城北野球場A面,4,1,,2,,,,1,,1,,,9
常盤台ルート　１１安養院,1,,1,1,,3,,2,,1,,,9
新河岸一丁目集会所,1,1,,2,2,1,,,1,,,1,9
新河岸幼稚園,1,1,4,1,,1,,,1,,,,9
西徳第二公園,,,,1,1,1,3,,1,1,,1,9
赤塚小学校,4,1,2,,,,,,,1,,1,9
赤塚新町公園,,1,,1,,1,2,,,,1,3,9
前野町二丁目公園,,1,1,,,,3,,,1,2,1,9
大原社会教育会館,1,2,,1,,5,,,,,,,9
大山東町児童遊園,,,,,,2,2,4,,1,,,9
大谷口一丁目４番遊び場（大谷口公園広場部分）,,,1,1,,6,,1,,,,,9
大谷口上町公園,,,5,1,,2,1,,,,,,9
大谷口調剤薬局,,,,1,2,1,2,,,,1,2,9
第一硝子株式会社,,1,,1,3,,3,,,,,1,9
中台二丁目集会所,1,,,2,,,,,,,,6,9
仲宿児童遊園,,3,,1,,2,1,,1,,,1,9
仲町おとしより相談センター,,2,,1,,1,1,,1,,,3,9
都営三田線  新板橋駅,1,1,,,,,1,1,,,2,3,9
同援みどり保育園,1,1,2,1,1,,1,2,,,,,9
道路補修工事（27）,,,,,,,,,4,5,,,9
板橋ルート　３東光寺,2,,3,,,,1,,,,2,1,9
板橋警察署常盤台交番,2,,1,,,,2,,,1,1,2,9
板橋東いこいの森,,2,,2,2,1,,,,,2,,9
氷川薬局,,,,3,2,,,,1,3,,,9
武道場（小豆沢）,5,2,,,,1,,,,,1,,9
平成29年11月14日（火）午後11時20分頃,,,,,,,,,9,,,,9
平尾児童遊園,,2,2,1,,1,,,,,1,2,9
北前野小学校,1,,1,,,,5,,1,,,1,9
本陣児童遊園,,4,,,,1,2,,,2,,,9
薬師の泉,,3,2,1,1,,,,,1,1,,9
42978,,,,,9,,,,,,,,9
H29年8月30日,,,,,6,,2,,,,,,8
No.121遺跡,,,3,,,,2,,1,,1,1,8
No.142遺跡,1,,2,,,,,1,1,1,1,1,8
No.149遺跡,2,1,2,,1,,1,,,,,1,8
No.174遺跡,1,,,,,,1,1,1,2,,2,8
No.17遺跡,,2,4,1,,,,,,1,,,8
No.49遺跡,,,,,4,,,,1,2,1,,8
No.50遺跡,,,,,1,,2,,3,2,,,8
No.79遺跡,,,1,2,,1,,,,1,1,2,8
アカチャンホンポ小豆沢店,1,,1,2,2,1,,,,,1,,8
イオン板橋店,,2,,,1,2,1,1,,1,,,8
えび山広場（ポケットパーク（公園））,,4,,1,1,1,,,,,,1,8
ひばり薬局,,,,,,,,1,5,2,,,8
愛染児童遊園,,1,,3,,1,1,,1,1,,,8
稲荷台おなりばし緑地,,2,,,,1,,2,,,3,,8
株式会社ヒューマンテック,,,2,,1,,5,,,,,,8
株式会社ポスター印刷,,,3,,1,,3,,1,,,,8
宮前公園,,,4,1,1,2,,,,,,,8
熊野町公園,1,,2,1,,1,,,,1,1,1,8
健やか整骨院,,2,2,4,,,,,,,,,8
戸田一般野球場1面,5,,1,,1,,,,,,1,,8
戸田一般野球場4面,3,1,,,,,,,2,,1,1,8
戸田一般野球場7面,2,1,,,,1,1,,1,,2,,8
戸田橋少年野球場Ｃ面,3,,3,,,1,,,,,,1,8
戸田橋少年野球場Ｄ面,7,,,,,1,,,,,,,8
向原ベビールーム,,1,,3,,,,,3,,,1,8
幸町４６番遊び場,,,,,1,4,,,1,1,,1,8
高島第一小学校,1,,,3,,,3,,,1,,,8
高島平あやめ保育園,1,1,,1,,,,,1,,3,1,8
志村ルート　７延命寺,2,,,,,,1,,1,2,1,1,8
志村小学校,2,,,1,,,1,,2,,2,,8
志村第三公園,,,,1,2,1,3,1,,,,,8
小規模保育園マミー保育所,,,,1,,,1,1,,3,2,,8
小豆沢庭球場,3,,3,1,,,,,,,1,,8
上赤塚公園,,2,1,,1,2,1,,1,,,,8
上板橋第二中学校,1,,,,,1,5,,,1,,,8
成増ケ丘小学校,1,,1,2,,1,,1,,,2,,8
成増図書館,1,,,1,2,,1,,1,,1,1,8
成増調剤薬局,,1,1,,4,2,,,,,,,8
成美保育園,4,2,,,,,,1,1,,,,8
西徳第一公園内集会所,4,,,,,,,,,,,4,8
大山西町保育園,1,1,,,2,,2,1,,,1,,8
大堂,1,,,3,,,,,1,,2,1,8
仲宿千年広場,,2,,,,1,,,,1,3,1,8
東坂下二丁目公園,,3,,1,,1,1,1,,,1,,8
東武練馬中央病院,,,1,2,,,1,,2,,,2,8
道路補修工事（16）,,,,,1,5,2,,,,,,8
道路補修工事（19）,,,,,,,,5,,2,,1,8
徳丸北野神社の田遊び,,3,2,1,,,,1,,,1,,8
板橋第三中学校,1,2,,,,2,1,1,,1,,,8
板橋仲町どろんこ保育園,,5,,,,,1,1,1,,,,8
板橋富士見幼稚園,2,,1,1,1,,,,,,,3,8
板橋本町駅,4,1,1,,,,1,,,,,1,8
浮間舟渡駅,1,3,,,,,,,,,,4,8
平成29年11月26日（日）午後10時58分頃,,,,,,,,,6,2,,,8
本町街かど公園,,2,,,1,1,,,,1,2,1,8
落合幼稚園,1,2,,2,,2,,,,,1,,8
（工事中）坂下三丁目保育園,2,5,,,,,,,,,,,7
A1682【備考】_,,,,,,,,,,1,,6,7
KM4-11-28,,,,,,,,,,7,,,7
mng,3,1,,1,,,,,,,,2,7
No.126遺跡,1,,1,,,,,1,,2,2,,7
No.38遺跡,,,1,,1,,1,,2,1,,1,7
No.78遺跡,,,,,1,,,,,3,1,2,7
あけぼの薬局中板橋店,,,,1,2,,,,,1,3,,7
いたばし前野町保育園,,3,,,,2,,2,,,,,7
いたばし調剤薬局,,,,1,2,1,3,,,,,,7
かちどき薬局常盤台店,,,,,,,,,1,4,2,,7
クオール薬局高島平店,,,,,1,2,,1,3,,,,7
こじか保育園分園,1,6,,,,,,,,,,,7
しろくま薬局,,,1,3,,,,,,,1,2,7
スーパーベルクス　板橋中台店,,2,,1,,,,2,,1,,1,7
にじいろ保育園徳丸,,6,,,1,,,,,,,,7
はぁもにぃ保育園,1,,,1,,,1,2,,,,2,7
ひまわりキッズガーデン小茂根,1,,,1,,1,,1,1,,,2,7
ベネッセ板橋保育園（A型）,,2,,1,,,1,1,1,,1,,7
みずほ薬局,,,1,3,3,,,,,,,,7
やよい防災ひろば,,,,1,,3,,1,,,,2,7
安楽寺,,,1,2,,,,,,,3,1,7
縁切榎,,1,,,,1,3,2,,,,,7
株式会社松本精機,,,1,1,3,,2,,,,,,7
橋りょう塗装工事（２）,,,,,,,,7,,,,,7
金子病院,,,2,2,,1,,,,,,2,7
栗山村記念公園,,,,,1,1,1,1,,2,1,,7
戸田一般野球場2面,4,,1,,,,,,2,,,,7
戸田橋少年野球場Ｂ面,2,,2,,1,,1,,,,1,,7
光が丘公園　,,,3,1,,3,,,,,,,7
紅梅公園,,,,1,,,5,,,1,,,7
荒川戸田橋サッカー場Ｂ面,5,,,,,,,1,,,,1,7
荒川戸田橋サッカー場Ｃ面,4,,,,1,,,1,,,,1,7
高島第六小学校,2,,,,,2,2,,,,,1,7
高島平けやき保育園,1,3,,,,,1,1,,,,1,7
高島平四丁目集会所,1,1,1,,,1,1,,,1,,1,7
坂下一丁目公園,,,2,2,1,1,,,,,,1,7
桜川三丁目１８番遊び場,,1,,2,,,,,2,1,1,,7
志村一里塚,2,3,,,1,,,1,,,,,7
志村警察署蓮根交番,3,1,1,1,,,,,,1,,,7
志村城山公園,1,,,2,,3,,,,,,1,7
志村親和町会一帯,,,,6,,1,,,,,,,7
志村第二小あいキッズ,7,,,,,,,,,,,,7
舟渡斎場,1,1,,,,,,2,1,1,1,,7
舟渡小学校,1,1,1,,,,1,3,,,,,7
小規模保育園大山金井町インフィニティ保育園,,1,,,,2,2,2,,,,,7
小豆沢病院,,1,,1,,1,2,1,,,,1,7
上板橋第三中学校,2,,,,,,2,,,2,1,,7
常盤台ルート　６長命寺,3,,,1,,,,,1,,2,,7
新河岸三丁目公園,,3,2,,,,2,,,,,,7
新板橋駅,3,,,1,,2,,,,1,,,7
成増一丁目第二児童遊園,,,1,,,1,1,1,,2,,1,7
西台公園,,1,1,,1,2,,,1,,,1,7
西台二丁目集会所,1,2,,1,,,,,,,,3,7
西台福寿第二公園,,,,,,,5,,1,,,1,7
赤塚幼稚園,1,,1,2,,,2,,1,,,,7
赤塚六丁目緑地,,,,,3,2,,1,,,1,,7
前谷津川緑道,,1,3,,,,,,,,,3,7
前野児童遊園,,,1,,3,1,,,1,,,1,7
前野二丁目児童遊園,,1,1,,,,,,3,,,2,7
相撲場（小豆沢）,5,,,,,1,,,,,1,,7
大山らる小規模保育園,,2,1,,,1,2,,,1,,,7
竹内薬局,,,1,3,,,1,2,,,,,7
中台三丁目集会所,1,2,1,,,,,,1,,,2,7
中板さくら公園,,,,1,1,2,,1,,1,1,,7
中板橋駅,1,3,,1,,,,1,,,1,,7
仲町防災さざんかの広場,,,,,,2,,2,,1,2,,7
都営三田線  板橋区役所前駅,1,,,1,,,,2,,,,3,7
土のうステーション　板13,,,3,1,,,2,,,,1,,7
東京都健康長寿医療センター【24時間利用可】,,,,5,,2,,,,,,,7
東武練馬駅,1,,1,,1,2,2,,,,,,7
道路補修工事（1712）,6,1,,,,,,,,,,,7
道路補修工事（１８）,,,,,,,2,1,1,3,,,7
道路補修工事（1807）,,,,,,,,,,,,7,7
徳丸ケ丘公園,,1,1,1,1,,1,1,,,,1,7
徳丸五丁目集会所,1,,,,,,1,2,2,,,1,7
白鳩保育園,2,1,,1,,1,,,,1,1,,7
板橋一丁目児童遊園,,2,,,,1,,,,,4,,7
板橋警察署中板橋交番,3,,,,,,,,1,1,,2,7
板橋第六小学校,1,1,,1,,2,,,,1,1,,7
氷川児童遊園,,,1,,1,3,,,1,1,,,7
不動通り児童遊園,,3,,1,,1,,,,1,1,,7
富士見街道にぎわい広場,,,2,1,1,2,,,,,1,,7
平成27年11月12日（木）14時頃,2,1,3,,1,,,,,,,,7
平成27年7月18日（金）午後10時頃,1,2,1,2,,,,,,,1,,7
平成29年11月26日（日）午後11時10分頃,,,,,,,,,6,1,,,7
平成29年11月29日（水）午後７時頃,,,,,,,,,5,,2,,7
平成29年2月6日（月）6時頃,2,,1,,2,,,,2,,,,7
平成29年7月18日午後２時頃,,,,,1,,,,2,1,,3,7
本蓮沼公園,,2,1,,2,1,,,,,1,,7
本蓮沼公園内集会所,1,,,1,,,1,,1,,3,,7
明日葉保育園蓮根園,1,,,1,,3,,1,,1,,,7
野川公園,,1,2,,1,,,,,2,,1,7
蓮根一丁目8～9番地先　外2路線,,,4,,1,2,,,,,,,7
廣瀬薬局,,,,,,1,2,,,,1,3,7
AZ3-11-02,,,,,,,,,,,,6,6
B2012【注意】_,,,,,,,,,,1,,5,6
Meisei小規模保育園,,,,3,,,,,1,,2,,6
ND1-20-20,,,,,,,6,,,,,,6
No.114遺跡,,1,,2,,,,,,,3,,6
No.166遺跡,,,1,1,1,,1,,1,,,1,6
No.173遺跡,,,1,,,,1,1,,2,,1,6
No.176遺跡,,2,,1,,,,1,1,,1,,6
No.4遺跡,,1,,1,,,,2,1,,,1,6
No.67遺跡,,,1,,,,1,2,1,,,1,6
No.70遺跡,,,,,1,,1,2,,,,2,6
No.75遺跡,,,,,1,,1,1,1,,,2,6
No.84遺跡,,,2,,,2,,,,1,1,,6
No.94遺跡,,4,,,,,1,,,,1,,6
No.97遺跡,,,1,2,,1,,,1,,,1,6
あすなろ保育園,2,,,,,,2,,,,,2,6
うぃず成増保育園,,4,,,,,2,,,,,,6
えび山広場,,,,,,3,,,2,,,1,6
グリーンカレッジホール,1,,,1,1,1,,,,1,,1,6
ケイロン薬局ターミナル店,,,,,,,,1,1,4,,,6
このえ蓮根小規模保育園,,,,1,,,1,1,,1,2,,6
サニー薬局,1,1,,,,,,,1,3,,,6
サミットストア志村店,1,2,,,3,,,,,,,,6
サン薬局,,,,1,2,,,1,,2,,,6
ときわ台徳岡歯科医院,1,1,,,,3,,1,,,,,6
なかいたプチパーク,,,1,,,5,,,,,,,6
なでしこ小規模保育園,,,,1,1,1,1,1,,,1,,6
にんや薬局,,,1,2,,1,2,,,,,,6
パル薬局蓮根店,,,,,,,1,2,1,2,,,6
ヒカリ薬局大山店,,,,,1,2,,,,,1,2,6
ぴっころきっずときわ台小規模保育園,,,,,,,2,3,,,,1,6
ほっぺるランド板橋清水町,,3,,,2,,,,,,,1,6
むかいはら幼稚園,1,,4,,,,,,,,,1,6
メリーポピンズ成増ルーム（A型）,4,1,,,,,,,,,,1,6
よしだ薬局小茂根店,,,1,2,,,,1,,2,,,6
稲荷台遺跡,,2,,,,1,,3,,,,,6
稲荷台児童遊園,,3,,,,,1,1,,,,1,6
下赤塚駅,,1,,,,2,1,1,,,1,,6
宮下公園,,,1,,,1,,1,,,3,,6
旧上板橋村役場跡地,2,1,,,1,,,,,1,1,,6
旧赤塚村役場跡地,2,1,1,1,,,,,,,,1,6
旧白子川緑道,,,,,,,,,,,,6,6
近藤勇の墓,,,,,,3,,,,,2,1,6
空襲犠牲者供養の地蔵,,,,,,2,2,2,,,,,6
戸田一般野球場3面,3,,,,,,,,,,1,2,6
戸田一般野球場6面,2,,,1,,1,1,,1,,,,6
御代の台薬局前野町店,,,,1,2,,1,2,,,,,6
御嶽神社,2,,,1,,,2,1,,,,,6
幸町商店会・幸町町会一帯,1,,,1,,,,4,,,,,6
高島平七丁目第二公園,,,1,1,,,2,,,,,2,6
高島平福祉園,2,1,1,,,,1,1,,,,,6
坂下一丁目児童遊園,,,,,,,,,,,6,,6
坂下三丁目緑地,,1,,1,1,1,,,,1,1,,6
三園一丁目集会所,1,1,,,1,,,1,1,,,1,6
山岡調剤薬局,,,,,,,,,,1,3,2,6
子易神社,,1,,1,,2,,2,,,,,6
志村公園,,,,3,2,,,1,,,,,6
志村清掃事業所,1,1,1,,,,,,,1,2,,6
事業所内保育所帝京わかくさ保育園,,,2,,,,1,,,,1,2,6
淑徳短期大学ボランティアセンター,3,,,,,,1,,1,,,1,6
小規模保育園板橋一丁目インフィニティ保育園,,,,,,,,2,,,3,1,6
小豆沢集会所,2,1,,,,,3,,,,,,6
小豆沢野球場B面,4,,,,,1,,,,,1,,6
小茂根福祉園,1,1,,,,,,1,,1,,2,6
上板橋一丁目えのき広場,,1,,,,2,,,1,,,2,6
上板橋小学校,2,1,,,,,3,,,,,,6
上板橋二丁目小規模保育園,,,1,,1,,,3,,,,1,6
常楽院,2,1,,,,,,2,,,1,,6
常盤台ルート　２轡神社,,2,,,,,,,1,2,1,,6
諏訪神社,,2,,1,,,,2,,,,1,6
水銀 test,,,,,,,,,,6,,,6
成増児童遊園,,1,,,,1,,1,,1,1,1,6
成増小あいキッズ,6,,,,,,,,,,,,6
成田薬局,,,,,,1,2,,1,2,,,6
西台田端公園,,,,,2,1,1,2,,,,,6
西徳第一公園,,,1,,,3,,1,,1,,,6
西徳第二公園内集会所,1,2,,1,,,,,1,,,1,6
赤塚ルート　１０安楽寺,1,,1,1,,,,,,,2,1,6
赤塚ルート　９水車公園・徳水亭,3,,,,,1,1,,,1,,,6
赤塚一丁目そよかぜ公園,,,,,1,2,,1,,2,,,6
赤塚五丁目森の広場,,,,,,1,1,,,1,2,1,6
赤塚支所・区民事務所・地域センター・福祉事務所,,1,,,,,,5,,,,,6
赤塚新町三丁目３１～３２番地先,,,,,,,,,,,,6,6
赤塚新町三丁目32～33番地先,,,4,,,1,,,1,,,,6
赤塚諏訪神社の田遊び,,,3,,,,,,,1,1,1,6
赤塚二丁目ふれあい公園,,,,,,2,,1,1,,1,1,6
前野町六丁目児童遊園,,1,,,,,,,4,,,1,6
前野町六丁目集会所,1,1,1,1,1,,,,,,1,,6
前野福祉園,,1,,,1,,,,1,1,,2,6
大原第二公園,,,1,1,3,1,,,,,,,6
大山駅前郵便局,,,,,1,,,,1,,1,3,6
大谷口児童遊園,,,1,,4,,,,,,1,,6
大門遺跡,1,,,1,,,,2,,,,2,6
大和町調剤薬局,,,,1,2,,,1,2,,,,6
第二たつの子保育園,,,,1,2,,,,,1,,2,6
中台小学校,1,1,2,,,,,1,,,,1,6
中台中学校,3,1,,1,,,1,,,,,,6
帝京幼稚園,,1,1,,1,,,,1,,,2,6
都営三田線  蓮根駅,,,2,,2,,1,,,,,1,6
都立城北中央公園,1,3,1,,,,,,,,1,,6
東山公園内集会所,1,,,1,,,1,,,,3,,6
道路補修工事（26）,,,,,,,,,3,3,,,6
道路補修工事（５）,,,3,,,2,1,,,,,,6
特別養護老人ホーム若葉ゆめの園,6,,,,,,,,,,,,6
南蔵院のしだれ桜,4,,,,,,,1,,,1,,6
南板橋公園内集会所,6,,,,,,,,,,,,6
二階堂調剤薬局,,,1,2,,,,,,,1,2,6
二塚公園,,1,1,,,,2,,,,2,,6
日暮台公園,,,,1,,2,1,1,,,,1,6
板橋ルート　いたばし観光センター～遍照寺,2,,,,1,1,1,,,1,,,6
板橋雲母（きらら）保育園(A型）,,,,2,1,,2,,1,,,,6
不動の滝公園,,,,,1,,1,,,1,,3,6
分園友和の森保育園,1,,1,,,,2,,1,,1,,6
平成27年11月9日（月）15時頃,1,1,1,,1,,1,,,,1,,6
平成27年6月17日（水）午後0時頃,2,2,1,1,,,,,,,,,6
平成28年7月8日（金）,1,,2,,1,,,,2,,,,6
平成29年11月14日（火）午後11時５分,,,,,,,,,6,,,,6
平成29年7月18日午前0時頃,,,,1,,,1,,1,3,,,6
平成29年7月25日午後4時頃,,,,1,3,,,1,1,,,,6
平成３０年２月２１日（水）午後８時頃,,,,,,,,,,,4,2,6
宝湯,6,,,,,,,,,,,,6
明日葉保育園大山園,,3,2,,,,1,,,,,,6
明日葉保育園蓮根園（A型）,,3,1,1,,,,,,,1,,6
茂呂塾保育園,2,,,2,,,,,,,2,,6
蘭調剤薬局,,,,,,,,,,1,3,2,6
龍福寺,,1,1,,,1,1,1,,,,1,6
緑ヶ丘第三公園,,,5,1,,,,,,,,,6
鈴木医院,,,,,,,,,,,,6,6
蓮根図書館,,,2,1,,,1,1,,,,1,6
蓮沼公園,,3,,,2,,1,,,,,,6
蓮沼児童遊園,,6,,,,,,,,,,,6
和弓場,2,1,,1,,,,1,,,1,,6
42977,,,,,6,,,,,,,,6
20160614-2,,,,5,,,,,,,,,5
A1682【注意】_,,,,,,,,,,1,,4,5
apuri,3,,,2,,,,,,,,,5
apuri2,3,,,2,,,,,,,,,5
HS1-11-11,,,,,,5,,,,,,,5
IT3-13-05,1,1,,2,1,,,,,,,,5
No.10遺跡,1,,,,,,,,1,,1,2,5
No.11遺跡,,,,,,,,,1,,,4,5
No.127遺跡,1,,,,,1,,1,,1,1,,5
No.13遺跡,,,,,,3,,,1,,1,,5
No.152遺跡,1,1,1,,,,,,,,1,1,5
No.168遺跡,,,1,1,1,,,,1,1,,,5
No.34遺跡,,2,,,2,,1,,,,,,5
No.42遺跡,,,1,,,3,,,,,1,,5
No.54遺跡,,,2,,1,,,,1,1,,,5
WK3-11-02,,,,,5,,,,,,,,5
WK3-11-290428,5,,,,,,,,,,,,5
アクアセゾン,,1,,,,1,3,,,,,,5
ウエルネス保育園成増小規模保育園,,,2,1,,,1,,,,1,,5
ガスト　板橋駅前店,,,,,1,,,1,3,,,,5
キンダ―ナーサリー中板橋小規模保育園,,2,,,1,,2,,,,,,5
クオール薬局大山店,,,,,,,,,,1,4,,5
さくらづつみ児童遊園,,1,,1,,1,,,,,,2,5
さくら保育園,,,,,,1,,2,,,1,1,5
せきはら薬局,,,,,,,,,2,3,,,5
ダイエー成増店薬局,,1,1,,,,1,2,,,,,5
テスト,,5,,,,,,,,,,,5
ハッピーマム成増（A型）,,2,,,,1,,,,2,,,5
ピノキオ幼児舎成増園（A型）,4,1,,,,,,,,,,,5
ほっぺるランド板橋小豆沢,,4,,,,,1,,,,,,5
ほっぺるランド板橋徳丸,,2,,,1,,,,,,1,1,5
まなびの森保育園下赤塚,,3,,,,,1,,,,,1,5
メリーポピンズ中板橋ルーム,2,,1,,,,,,,,,2,5
やの内科・小児科クリニック,,,,5,,,,,,,,,5
ライフ　赤塚店,,,1,2,,,,,,,,2,5
一の湯,,2,1,,,,1,1,,,,,5
稲荷台第二児童遊園,,2,1,,1,,,,,,,1,5
下板橋駅,,1,1,,,,,1,,2,,,5
加賀中学校,1,,1,,,,2,1,,,,,5
花の湯,5,,,,,,,,,,,,5
華屋与兵衛　西台店,5,,,,,,,,,,,,5
橋りょう維持工事（1）及び橋りょう塗装工事（1）,4,,,,,1,,,,,,,5
金井町町会,,,,3,,,,2,,,,,5
金松湯,,,1,,1,2,,,,,1,,5
熊野神社,2,1,,1,,,,1,,,,,5
高島第三中学校,1,2,,,,,2,,,,,,5
高島第二小学校,1,,,1,,,1,,1,,1,,5
高島平ルート4,,,,5,,,,,,,,,5
高島平警察署笹目橋交番,2,,,,,,2,,1,,,,5
高島平警察署成増駅前交番,1,,1,,,1,,,,,1,1,5
高島平二丁目26～27番地先,,,,,2,1,,2,,,,,5
高島平緑地,,2,1,1,,,,,,,,1,5
坂下一丁目南町会一帯,,,,1,,,1,2,,1,,,5
桜川小学校,1,1,,,1,,,,,,2,,5
桜川中学校,4,,,,,,1,,,,,,5
三園福祉園,2,,,,1,,,,,,1,1,5
三丁目青空公園,,1,1,1,,1,1,,,,,,5
志村坂公園,,2,1,,,,,,2,,,,5
志村消防署蓮根出張所,,,,,,,5,,,,,,5
上板橋すきっぷ保育園,,2,,,,,,2,,,,1,5
常盤台ルート　１専称院,1,,,1,,1,1,,,,1,,5
常盤台ルート　３大山福地蔵,,,,,,,1,,,2,2,,5
常盤台一丁目集会所,5,,,,,,,,,,,,5
親和児童遊園,,1,,,1,2,,,,,,1,5
水道局板橋北営業所,2,1,2,,,,,,,,,,5
成増うめの里公園,,,,3,,1,,,,,1,,5
成増ヶ丘小学校,,,,,,,5,,,,,,5
成増三丁目26～35番地先,,,,,1,1,,,2,1,,,5
成増三丁目児童遊園,,,,,1,1,1,,,,2,,5
西台遺跡,1,,1,,2,,,,,,1,,5
赤塚ルート2,,,,5,,,,,,,,,5
赤塚三中学校,,4,,1,,,,,,,,,5
赤塚四丁目公園,,,,1,,2,,,,,,2,5
赤塚新町三丁目児童遊園,,1,,,,,,,1,1,2,,5
赤塚新町小学校,1,,,1,,,3,,,,,,5
赤塚第一中学校,1,,,1,,,,1,1,,1,,5
赤塚六丁目ふれあい公園,,,,,,1,,1,,,,3,5
前野第二児童遊園,,,,,2,,,,2,,,1,5
双葉ふれあい広場,,,,,,2,,1,,1,1,,5
双葉町児童遊園,,1,2,,,1,,,,,1,,5
大山金井町児童遊園,,,1,,,3,,,,,,1,5
大谷口北町宮ノ下公園,,1,,2,1,,,1,,,,,5
大谷口北町公園,,,,1,1,,,,2,,1,,5
大門東の森,,,,,,,,,3,,1,1,5
中丸児童遊園,,3,,,,1,,,,1,,,5
中板橋地区,,,,1,,,,4,,,,,5
都営三田線  志村三丁目駅,,,,,,,,,1,,,4,5
都営三田線  板橋本町駅,,,,,,,,1,,,,4,5
土のうステーション 赤2,,,,5,,,,,,,,,5
土のうステーション　板19,,4,,1,,,,,,,,,5
東京大仏（乗蓮寺）,2,,,,,2,,,,,1,,5
東山町会,,,,1,,,,4,,,,,5
東日本銀行　中板橋支店,,,,2,1,,,,,,,2,5
道路補修工事（1710）,5,,,,,,,,,,,,5
道路補修工事（29）,,,,,,,,,4,1,,,5
徳丸石川集会所,2,,,,,,,1,,1,,1,5
徳石公園,,,2,1,,,2,,,,,,5
南ときわ台公園,,,,,,2,1,2,,,,,5
板橋ルート　１０文殊院,1,,1,,,,,,1,,,2,5
板橋ルート　１１中宿脇本陣跡,,,,,,1,,,,,3,1,5
板橋ルート　１４智清寺,,,,,,,1,,,1,2,1,5
板橋ルート　１５日曜寺,,,,3,,,1,,,1,,,5
板橋ルート　８遍照寺,1,,,1,,1,,,,1,,1,5
板橋ルート　観明寺～平尾宿脇本陣跡,,1,,1,,,1,,,2,,,5
板橋一丁目電車の見える公園,,2,,,,,,,,,2,1,5
板橋区常盤台二丁目5～17番地先,,,,,,1,1,1,,1,1,,5
板橋区氷川町14～17番地先,,,,,,2,,1,,2,,,5
板橋警察署上板橋駅前交番,,1,1,,,,,,1,,2,,5
板橋警察署養育院前交番,1,,,,1,,,,,1,2,,5
板橋都税事務所,,2,,,,,,1,,2,,,5
平安地蔵,,1,,1,1,,,,,2,,,5
平成27年10月12日20時頃,1,,,1,1,,1,,,,1,,5
平成27年10月23日（金）16時頃,,,1,2,,,2,,,,,,5
平成27年6月14日（日）午後6時頃,,,4,1,,,,,,,,,5
平成27年9月21日（月）17時頃,1,,2,,1,,,1,,,,,5
平成29年11月26日（日）午後11時７分頃,,,,,,,,,5,,,,5
北野小学校,1,,1,,1,,,2,,,,,5
北野保育園分園,1,,,,1,,,,,,3,,5
蜜蜂焼　　（その他の菓子）,5,,,,,,,,,,,,5
茂呂遺跡,2,,,,,,,1,,2,,,5
茂呂町町会,,,,1,,,,4,,,,,5
木村整形外科,,,,,1,,,,,4,,,5
洋弓場,1,1,,,,,,,1,1,,1,5
蓮根みなみ公園,,,,2,,2,,1,,,,,5
A1234_,,,,,,,,,,1,,3,4
B2012【備考】_,,,,,,,,,,1,,3,4
D7461【注意】_,,,,,,,,,,3,,1,4
icoi-hair&amp;relaxation-,,,,,,,,,,,,4,4
IT2-11-65,,1,2,,,1,,,,,,,4
ME1-15-11,,,,,,,,,,4,,,4
MIRATZときわ台保育園,,,,,,2,1,1,,,,,4
MMC-14-01,,,,,,,,,,,,4,4
ND1-20-106,,,,,,,4,,,,,,4
NJK-11-04,,,,,3,,1,,,,,,4
No.116遺跡,,,,2,,,,,1,1,,,4
No.125遺跡,,,,,,,,,,,1,3,4
No.129遺跡,,,,,1,1,,2,,,,,4
No.151遺跡,,,,1,,,,,,1,,2,4
No.153遺跡,,1,,1,,,,,,2,,,4
No.169遺跡,,,,,,,,,,,2,2,4
No.1遺跡,,,,,,3,,,,,,1,4
No.22遺跡,,,,,,1,,,1,,,2,4
No.27遺跡,4,,,,,,,,,,,,4
No.36遺跡,,,1,,,,,,3,,,,4
No.56遺跡,,,1,,,,,,,2,,1,4
No.6遺跡,1,,,,,,3,,,,,,4
No.87遺跡,,,,1,,,,1,,,,2,4
No.88遺跡,,,,,,,,4,,,,,4
アイル板橋小規模保育園,,1,,,,,1,1,1,,,,4
あおぞら薬局,,,,,,,,,,,,4,4
あおば薬局,1,,1,2,,,,,,,,,4
あきもと薬局,1,,,,,,1,2,,,,,4
あさひ調剤薬局,,1,,,,1,2,,,,,,4
