,2020年,,,,,,,,,2021年,,,
成増駅南口第３自転車駐車場（有料）,,,2,1,2,2,1,3,7,2,,3,23
西前野保育園,15,8,,,,,,,,,,,23
泉町公園,,,,,,,23,,,,,,23
前野町三丁目集会所,5,6,,2,,,7,1,,,2,,23
中板橋駅東自転車駐車場（有料）,7,1,1,,3,4,3,,4,,,,23
分園友和の森保育園,7,7,,,1,1,5,2,,,,,23
堀井医院,,,,4,,7,,2,,4,4,2,23
No.115遺跡,,,5,,7,1,,3,2,1,,3,22
No.173遺跡,,,13,1,,1,,3,,2,,2,22
No.39遺跡,,1,1,2,3,3,3,,5,,2,2,22
No.8遺跡,1,,,2,,,,1,2,9,4,3,22
グランピエール（grande pierre),,,,,,,,,20,,2,,22
高島平一丁目集会所,7,4,5,,1,,,,1,1,,3,22
高島平区民館,2,,5,4,1,2,1,2,1,1,3,,22
坂下二丁目集会所,8,3,3,,2,,4,2,,,,,22
常盤台集会所,6,2,1,2,4,,4,1,1,,1,,22
新高島平駅南自転車駐車場（有料コイン式）,3,,2,,1,2,3,3,4,,,4,22
清水医院,,4,2,2,6,4,2,,,,,2,22
赤星医院,,2,2,,1,4,,4,,4,3,2,22
赤塚七丁目集会所,15,2,1,,1,,,,1,2,,,22
大原生涯学習センター,1,,3,,1,,6,2,4,2,1,2,22
中板橋駅南口自転車駐車場（有料）,,,2,,1,,10,2,3,1,,3,22
徳丸石川集会所,17,2,1,,,1,,,1,,,,22
内村医院,2,2,,4,2,,2,2,,,4,4,22
白鳩保育園分園,15,5,,,,,,1,,,1,,22
本蓮沼駅前いずみ公園,1,,,,,,20,1,,,,,22
No.157遺跡,2,3,6,,5,3,1,,,,,1,21
No.175遺跡,,,4,,,5,2,2,4,1,,3,21
No.34遺跡,,,1,,1,1,,6,,1,2,9,21
おおにし薬局,1,2,1,2,1,2,2,3,2,3,2,,21
稲荷台第二児童遊園,,1,,,,,20,,,,,,21
栄町１９番遊び場,1,,,1,,,18,,,,1,,21
栄町児童遊園,,,,,2,,17,1,,1,,,21
加賀一丁目みどりばし緑地,2,,,,1,,17,,1,,,,21
加賀公園,3,,1,,3,3,,2,6,2,,1,21
向原ホール,1,1,2,4,1,2,1,2,3,1,,3,21
志村橋児童館,5,2,2,,1,3,2,1,,1,1,3,21
事業所内ブルーポピー保育園,16,4,,,,,,1,,,,,21
小茂根四丁目公園,,,,,,,19,,,,,2,21
新河岸公園内集会所,19,2,,,,,,,,,,,21
西台保育園,11,3,1,3,1,,1,,,,,1,21
大山駅自転車駐車場（有料コイン式）,,1,1,4,1,,3,3,4,2,1,1,21
大禮保育園,1,,1,,2,2,5,3,,3,1,3,21
智清寺,1,,1,2,5,1,2,1,4,3,1,,21
徳丸三丁目集会所,14,1,2,1,,,2,,,,1,,21
内田診療所,1,4,3,4,3,6,,,,,,,21
本蓮沼公園内集会所,8,,,,,1,11,,,,1,,21
No.112遺跡,3,,,1,3,1,3,2,,3,2,2,20
No.130遺跡,,,1,3,3,1,1,2,1,8,,,20
No.159遺跡,2,1,4,,3,2,,3,2,1,1,1,20
No.16遺跡,,,2,3,2,6,,4,,1,,2,20
No.171遺跡,2,1,2,1,,2,,1,3,1,4,3,20
No.65遺跡,,,1,5,1,6,,,,3,1,3,20
No.67遺跡,3,,2,5,,,1,2,2,2,,3,20
キッズタウンむかいはら保育園,17,2,,,,,,1,,,,,20
ときわ台保育園,15,2,,,1,,1,,1,,,,20
植村冒険館,1,,,,,1,5,5,4,4,,,20
大山保育園,7,3,,2,2,4,1,1,,,,,20
大谷口北町集会所,7,6,,1,1,2,,2,,1,,,20
中央図書館、いたばしボローニャ絵本館,,,,,,,,,,4,2,14,20
徳丸小学校,13,1,,4,,,1,,1,,,,20
南前野保育園,10,4,,,,,3,2,,1,,,20
板橋区立美術館,,,,3,,1,4,,8,3,,1,20
板橋宿本陣跡,2,,1,2,5,2,1,1,3,,1,2,20
薬局トモズ大山店,3,2,1,2,1,2,1,2,1,3,2,,20
蓮根児童館,2,2,2,,,2,4,3,,1,3,1,20
蓮沼第二児童遊園,,,,,,,18,,2,,,,20
No.141遺跡,1,6,3,1,2,1,2,2,,,,1,19
OKC-77-20200730,,,,1,18,,,,,,,,19
ときわ通り星薬局,,,1,4,2,,1,3,1,2,1,4,19
荒川戸田橋陸上競技場,2,2,1,1,2,1,2,4,2,,1,1,19
高島平かわむらクリニック,,,,,,,4,4,,2,6,3,19
高島平つくし保育園,13,5,,1,,,,,,,,,19
志村三丁目駅第５自転車駐車場（有料コイン式）,3,2,1,2,4,1,,1,2,,3,,19
若葉ゆめの園事業所内保育所,14,4,,,,,,1,,,,,19
舟渡いこいの家,,1,1,1,,,9,2,,3,,2,19
小規模保育園ひまわり保育所,6,6,1,,,2,2,2,,,,,19
新河岸保育園,13,3,,,,2,,1,,,,,19
成増駅北口第１自転車駐車場（有料）,,1,1,,3,1,,,10,,1,2,19
成増駅北口第５自転車駐車場（有料）,,,3,,,2,,,12,,,2,19
西尾医院,,2,,2,2,4,,2,2,2,3,,19
赤塚新町保育園,10,3,2,,1,1,,,1,,1,,19
泉町児童遊園,,,,,,,19,,,,,,19
蓮沼児童遊園,,,,,,,17,,2,,,,19
No.127遺跡,,,,3,,1,,,11,2,,1,18
No.137遺跡,,1,4,1,3,6,1,,,2,,,18
No.168遺跡,,1,5,,1,4,1,,3,1,,2,18
No.30遺跡,1,1,2,4,1,2,,1,,1,3,2,18
No.90遺跡,,,7,7,1,2,,,,,,1,18
やよい防災ひろば,,,1,,,,16,,,,,1,18
岩田医院,,,,3,,7,,2,,4,,2,18
岩渕診療所,2,2,2,,,4,2,2,,2,,2,18
見次公園内集会所,10,3,,1,1,,2,,1,,,,18
向原児童館,2,1,2,,,2,1,2,3,1,2,2,18
幸町集会所,6,1,,2,,6,,2,1,,,,18
桜川小学校,,,,,,,18,,,,,,18
事業所内保育所帝京わかくさ保育園,13,3,,,,,,1,,,,1,18
新河岸児童館,3,2,2,1,,,4,1,2,,,3,18
仁木医院,2,,2,2,,3,,2,,2,3,2,18
清水クリニック,,,,2,,3,2,2,,6,3,,18
赤塚六丁目集会所,11,2,1,1,,,,1,,2,,,18
前野いこいの家,,1,7,,,,1,2,1,4,1,1,18
板橋,,,1,2,7,,,1,7,,,,18
板橋第八小学校,,,,3,1,,13,,1,,,,18
平和保育園,8,2,,,,2,5,1,,,,,18
緑が丘児童館,1,2,2,,,3,,4,3,2,,1,18
蓮根集会所,7,2,2,1,1,1,2,,,1,1,,18
IT2-11-63,1,1,2,,1,1,2,2,2,2,,3,17
No.105遺跡,,1,1,3,7,,,,1,4,,,17
No.120遺跡,2,4,1,,,4,2,1,1,,,2,17
No.121遺跡,,2,,1,,5,3,2,,,,4,17
No.62遺跡,1,1,,1,1,5,,1,1,2,2,2,17
No.84遺跡,,,1,4,1,1,3,,,4,3,,17
あさひが丘保育園,9,4,2,,1,,,,1,,,,17
かえで保育園,12,2,,1,,,,2,,,,,17
こども動物園高島平分園,2,2,1,3,4,3,1,,1,,,,17
そう内科クリニック,,,,,,,4,4,1,4,2,2,17
ラ・クッタリ―ナ（La　Cutalina),,,,,,,,,16,,1,,17
下板橋駅第２自転車駐車場（有料コイン式）,1,2,,,1,1,2,,9,,,1,17
高島平くるみ保育園,5,3,,3,2,1,1,2,,,,,17
志村ふれあい館,6,2,2,1,,,3,,1,1,1,,17
若木小学校,6,5,,2,,,2,,1,1,,,17
上板橋第一中学校,1,,2,8,,,4,,1,,1,,17
中板橋保育園,,,,,,1,15,,,,,1,17
道路補修工事（6）,,,10,,2,1,4,,,,,,17
板橋区平日夜間応急こどもクリニック,2,4,1,2,,3,2,2,,,1,,17
板橋三丁目児童遊園,1,,,,,,15,,,,1,,17
板橋第二公園,,,,,,,13,,1,2,,1,17
不動通り児童遊園,,,,,,1,15,,,,,1,17
morris,,,,,,,,,8,,8,,16
No.131遺跡,,,1,1,,,,1,1,8,3,1,16
No.158遺跡,1,,6,,2,4,,,1,1,,1,16
No.29遺跡,1,,9,1,,1,2,,,,1,1,16
No.43遺跡,,,,,,4,2,,4,1,3,2,16
No.89遺跡,,1,1,,1,12,,,1,,,,16
No.97遺跡,,2,3,3,2,1,,1,1,2,1,,16
さくらづつみ児童遊園,,,2,,,,12,,1,1,,,16
ふなせ,,,,,,,,,3,,13,,16
まなぽーと大原（大原生涯学習センター）,1,1,1,1,2,3,,,3,4,,,16
ミアヘルサ保育園ひびきあずさわ,,,,,,,,16,,,,,16
旭保育園,4,1,,3,,,1,1,,,,6,16
旧板橋町役場跡地,,,,1,3,1,1,1,8,1,,,16
共助会医院,,2,,,,6,,2,,2,2,2,16
志村一丁目小規模保育園,10,1,1,1,,,,2,1,,,,16
志村三丁目駅第４自転車駐車場（有料コイン式）,,,1,,1,2,1,1,4,2,3,1,16
出井の泉公園,,3,2,,,,9,,,,1,1,16
小豆沢集会所,6,4,,,1,,4,1,,,,,16
小茂根五丁目児童遊園,,,,,,,15,,,,,1,16
西台三丁目集会所,9,1,1,,,,2,2,1,,,,16
赤塚新町クリニック,,,,,,,,4,,,10,2,16
赤塚新町光が丘集会所,7,4,,1,,,2,2,,,,,16
双葉町ひだまり公園,,1,,,1,,14,,,,,,16
大和いこいの家,,,1,,,,8,1,2,3,,1,16
都立城北中央公園,1,,,,,,13,1,,1,,,16
認定こども園板橋向原幼稚園,10,1,,,,,,1,2,,2,,16
板橋郵便局,,,,,2,1,13,,,,,,16
弥生小学校,1,,,5,,,10,,,,,,16
D1880_,,,,,,,,15,,,,,15
MS1-11-60,,,,,,,,,,3,12,,15
No.136遺跡,,1,3,2,1,3,2,,,2,1,,15
No.138遺跡,,2,4,1,,3,2,1,,2,,,15
No.87遺跡,1,3,2,1,1,1,1,,1,,1,3,15
アイル板橋小規模保育園,5,3,3,,,,,3,,,,1,15
ことぶき薬局大山店,1,2,,,,,1,3,2,3,2,1,15
ときわ台駅北口第３自転車駐車場（有料）,1,1,,1,3,1,1,1,3,,2,1,15
ぶらいと薬局中板橋店,2,1,2,1,2,,,1,3,1,2,,15
マナカマナ,,,,,,,,,11,,4,,15
高島平つぼみ保育園,7,4,3,,,,,1,,,,,15
高島平七丁目公園内集会所,5,2,6,,1,,,,,1,,,15
志村第二小学校,1,,1,4,,,9,,,,,,15
小規模保育園あずさわ保育園,11,2,1,,,,,1,,,,,15
小茂根四丁目１６番遊び場,,,,,1,,14,,,,,,15
成増公園前自転車駐車場（有料）,1,,2,,,,1,1,5,,2,3,15
赤塚図書館,1,1,1,6,1,1,,,3,1,,,15
赤塚六丁目ふれあい公園,3,,5,,,3,,1,1,1,1,,15
中台三丁目集会所,6,3,2,,2,,1,,,,,1,15
徳丸ケ原公園,,,3,1,3,3,1,,2,,,2,15
板橋区保健所・板橋健康福祉センター,,,,1,,1,,,8,4,,1,15
板橋第四小学校,,1,2,7,,1,2,1,,,,1,15
氷川神社,,1,,,,1,3,,7,3,,,15
富士見台集会所,5,2,,,,1,7,,,,,,15
平尾宿名主屋敷跡,,,1,1,6,1,,3,3,,,,15
北前野小学校,1,,,3,,,,,,,10,1,15
明日葉保育園大山園,8,2,,1,,,,1,,,,3,15
陽光保育園,5,3,,,2,,3,2,,,,,15
緑ケ丘第二公園,1,,,,,,12,,,,1,1,15
蓮根いこいの家,1,,2,1,1,1,,3,4,,2,,15
MMC-12-03,,,14,,,,,,,,,,14
No.162遺跡,,1,4,,3,,,1,2,1,2,,14
No.176遺跡,,3,1,,,2,,1,2,2,1,2,14
No.31遺跡,,,,2,4,1,,,1,,3,3,14
No.35遺跡,,,,,,8,6,,,,,,14
うぃず成増保育園,6,3,2,,2,,,1,,,,,14
なりますいこいの家,,,5,,3,,2,,4,,,,14
ひまわりベビールーム小竹向原,6,2,,1,,,,1,1,3,,,14
やまとや,,,,,,,,,7,,7,,14
レストランまき,7,2,1,,,2,1,,1,,,,14
加賀西公園,1,,1,1,,,9,,1,,,1,14
郷土芸能伝承館,1,,,3,,,,1,5,2,,2,14
戸田一般野球場10面,2,,,2,,1,8,,1,,,,14
戸田一般野球場11面,,,,,,2,11,1,,,,,14
戸田硬式軟式兼用野球場 B面,,,,,1,7,4,1,,,,1,14
高島平もみじ保育園,6,1,,,2,,,4,1,,,,14
高島平図書館,,1,,,1,,,1,7,,,4,14
山中児童遊園,,,,,,,12,,,1,1,,14
小規模保育園大山金井町インフィニティ保育園,6,3,,1,,,,4,,,,,14
小豆沢福祉園,5,,1,,,,4,2,2,,,,14
水久保公園内集会所,4,3,,,,,7,,,,,,14
星樂保育園,5,,,,,,,7,,1,,1,14
双葉町児童遊園,,,,1,,1,12,,,,,,14
大山東方クリニック,,,,2,2,5,,2,,3,,,14
大門高架下自転車保管所,,2,3,,1,1,,3,3,,,1,14
中宿脇本陣跡,,,,1,6,1,,1,5,,,,14
仲町ふれあいセンター,,5,6,3,,,,,,,,,14
田丸小児科内科医院,,2,,2,,4,,2,,2,2,,14
板橋警察署富士見交番,,,,,,,13,1,,,,,14
文化会館,,,1,,,,2,,10,1,,,14
本蓮沼駅,,,,1,,,12,,1,,,,14
本蓮沼公園,,,,,,,14,,,,,,14
AK1-77-R20928,,,,,,1,12,,,,,,13
AK4-15-19,,,,13,,,,,,,,,13
No.117遺跡,,3,,,,2,,1,2,1,2,2,13
No.12遺跡,,5,1,,,,,,2,3,,2,13
No.135遺跡,,1,4,3,1,1,3,,,,,,13
No.155遺跡,,1,2,,1,2,3,,,1,,3,13
No.161遺跡,1,1,3,,2,1,,1,1,1,2,,13
No.77遺跡,,,2,,1,1,1,,,,8,,13
No.9遺跡,,,1,1,1,1,,4,2,,1,2,13
グリーンホール,,,,,,2,1,1,8,1,,,13
クリオロ本店(CRIOLO),,,,,,,,,7,,6,,13
ねづクリニック,,,,2,,5,,2,,4,,,13
ベネッセ前野町保育園,7,2,,,,1,2,1,,,,,13
まなぽーと成増（成増生涯学習センター）,2,,,1,1,2,,1,3,,,3,13
まるよし,,,,,,,,,5,,8,,13
メリーポピンズ東武練馬ルーム,4,1,,1,,4,1,2,,,,,13
ランチハウス美味しん坊板橋区本町店,,,,,,,,,12,,1,,13
葵薬局,2,,,6,2,1,2,,,,,,13
見次公園,2,,1,1,,2,4,1,2,,,,13
高島第六小学校,2,1,2,5,,2,,1,,,,,13
高島平けやき保育園,4,6,,,,1,,2,,,,,13
高島平さつき保育園,7,3,,,,1,,2,,,,,13
志村第四中学校,,,2,7,1,,3,,,,,,13
上板橋駅西自転車駐車場（有料）,1,,,1,,3,,,7,,,1,13
城北交通公園,1,,3,2,1,2,,,1,1,1,1,13
成増ケ丘薬局,,,,,,,1,3,1,5,2,1,13
成増図書館,,4,1,1,1,,,1,1,2,2,,13
聖マリア保育園,7,1,,,1,2,1,1,,,,,13
西台遺跡,4,2,5,1,,,,,,,1,,13
石成公園,,,,2,2,,2,2,,5,,,13
赤塚保育園,11,1,1,,,,,,,,,,13
前野保育園,7,,,,,1,2,1,2,,,,13
氷川町小規模保育園,10,1,,,,,,2,,,,,13
緑が丘保育園,9,,,,1,,,,,,3,,13
蓮根保育園,1,,,2,,,3,,4,3,,,13
NJK-20-29,,,,6,3,2,,,,,,1,12
No.132遺跡,1,1,,,,3,3,2,2,,,,12
No.140遺跡,1,2,,1,2,4,1,,,1,,,12
No.143遺跡,1,,3,1,,2,5,,,,,,12
No.145遺跡,,1,1,1,1,3,1,1,,1,,2,12
No.150遺跡,,1,3,,,1,2,2,,1,1,1,12
No.50遺跡,1,,,,3,3,,,,3,,2,12
アスク上板橋保育園,5,,1,,1,1,2,1,1,,,,12
グリーンカレッジホール（シニア学習プラザ）,7,1,1,,,,,2,,,1,,12
グローバルキッズ上板橋園,2,,,3,1,2,1,2,,,,1,12
グローバルキッズ成増園,7,1,1,1,,1,,1,,,,,12
けやき薬局,,,,,,,,,6,1,3,2,12
サンシティ小規模保育園,5,5,,,,1,,1,,,,,12
ときわ台駅,,2,,4,,1,4,1,,,,,12
ぴっころきっずときわ台小規模保育園,3,5,,,2,,,1,,1,,,12
ヒルマ薬局下板橋店,1,2,,,1,2,,1,2,,1,2,12
わかたけ第二保育園,4,2,,1,,1,1,1,,,1,1,12
加賀第二公園,1,,,1,,,10,,,,,,12
根ノ上遺跡,1,,1,,3,1,,2,4,,,,12
坂下薬局,,,1,2,,,1,2,2,4,,,12
暫,,,,,,,,,9,,3,,12
志村城山公園内集会所,6,3,2,,,,,,,1,,,12
舟渡一丁目6～7番地先,,,,,1,,11,,,,,,12
舟渡二丁目10～25番地先,,,1,,,,11,,,,,,12
小規模保育園ウィズブック保育園志村坂上,4,5,,,,1,,2,,,,,12
小規模保育園ビーフェア板橋徳丸保育園,10,1,,,,,,1,,,,,12
小規模保育園生活クラブ保育園ぽむ・徳丸,4,2,5,,,,,1,,,,,12
小島屋,,1,,,2,,,,5,1,3,,12
小豆沢庭球場,,,,,3,,7,2,,,,,12
松月院,,,,1,,3,4,,3,,1,,12
新河岸陸上競技場,2,2,,2,2,1,,2,1,,,,12
仁天堂薬局,1,2,,1,2,,,1,2,,1,2,12
水野医院,,2,2,4,2,2,,,,,,,12
成増ヶ丘薬局,,1,3,2,1,3,2,,,,,,12
西台いこいの家,,,2,3,,,2,1,,3,1,,12
西徳第二公園内集会所,6,2,3,,1,,,,,,,,12
赤塚土木事務所,,2,1,,,,3,,,1,1,4,12
前野町一丁目広場,2,2,,,1,,7,,,,,,12
中原公園,1,,,,,,10,,,,1,,12
長命寺,,,10,,,,,,1,,,1,12
東京シティクリニック大山,,,1,2,2,,,,,2,3,2,12
板橋第七小学校,,,1,2,4,1,,1,3,,,,12
板谷公園,1,2,1,1,1,1,1,2,1,,,1,12
北野小学校,3,,1,8,,,,,,,,,12
緑小学校,,,,1,,,10,1,,,,,12
和敬保育園,,1,,1,1,1,5,2,1,,,,12
AK6-13-01,11,,,,,,,,,,,,11
AS3-11-24,,,,11,,,,,,,,,11
IT2-11-65,,1,,,,1,1,1,,5,1,1,11
No.126遺跡,,3,,,3,1,,3,1,,,,11
No.139遺跡,1,2,2,1,3,1,1,,,,,,11
No.146遺跡,,1,4,,1,1,,,2,1,,1,11
No.163遺跡,,,3,,3,,,,1,3,1,,11
No.166遺跡,,1,2,,,2,4,,,1,,1,11
No.167遺跡,,,2,,2,2,3,,1,,,1,11
No.22遺跡,1,4,,2,1,1,,,,,2,,11
No.4遺跡,,1,,2,,,,,3,,,5,11
No.86遺跡,1,1,,1,4,,,,,1,,3,11
NPO法人みんなのセンターおむすび,,,,,2,,,2,4,3,,,11
カッチャトーレ（CACCIATORE),,,,,,,,,9,,2,,11
ちばや食品ストアー,,,,,,,,,6,,5,,11
ハイライフプラザいたばし,1,2,,,3,,,,2,,1,2,11
ひまわりキッズガーデン城山,3,,,,1,,,3,1,1,,2,11
まんぷく亭,,,,,,,,,6,,5,,11
みどり薬局（小豆沢）,3,2,,,,,,1,,2,1,2,11
みなみ保育園,,,,,,1,,,1,,2,7,11
愛和保育園,8,2,,,,,,1,,,,,11
稲荷神社,,,1,,,,,,7,3,,,11
旧上板橋村役場跡地,,1,,,,,3,1,2,1,1,2,11
教育相談所成増分室,,3,,,,1,1,2,,3,1,,11
戸田硬式軟式兼用野球場Ａ面,,,,1,,,4,1,,,,5,11
向原保育園,1,,1,,,2,2,1,2,1,1,,11
荒川戸田橋サッカー場A面,,,,,,1,5,,1,1,,3,11
高島平ふれあい館,,1,2,,,,4,,2,,,2,11
高島平福祉園分場,,,,11,,,,,,,,,11
高島平緑地,,,1,4,,,1,1,,3,1,,11
合同会社　D・FARE（ディ・ファーレ）,,,,,,,,,,,11,,11
坂下三丁目保育園,5,,,,,4,2,,,,,,11
志村清掃事業所,,1,,1,1,,4,2,2,,,,11
自家焙煎珈琲 水工社,,,,,,,,,7,,4,,11
舟渡水辺公園,1,1,1,3,1,,1,1,2,,,,11
小規模保育園ぶれあ保育園・赤塚,7,1,,,1,,,1,,,,1,11
小規模保育園マミー保育所,5,5,,,,,,1,,,,,11
小豆沢野球場Ａ面,,,,,,,10,,,,1,,11
小茂根図書館,,,,,,,2,,5,1,1,2,11
西台二丁目集会所,5,,3,,1,,2,,,,,,11
赤塚六丁目保育園,4,1,2,,2,1,,1,,,,,11
双葉町クリニック,3,,2,,2,,,,,2,2,,11
大谷口小学校,,,,6,1,1,1,1,,1,,,11
中台二丁目集会所,8,1,,,,,,,,2,,,11
中台畠中遺跡,6,,1,,,,,,3,1,,,11
東新ベビールーム,2,2,,2,4,,,1,,,,,11
東新児童遊園,,,,,1,,9,,1,,,,11
徳丸ヶ原庭球場,6,1,,,2,1,1,,,,,,11
熱帯環境植物館（グリーンドームねったいかん）,1,2,1,1,1,2,1,1,,,,1,11
北野保育園分園,5,3,,,2,,,1,,,,,11
弥生保育園,3,1,,,,1,4,,1,1,,,11
D4571_,,,,,,,,9,1,,,,10
IT4-11-53,,,,,,,,,,,10,,10
MTC-20-20,10,,,,,,,,,,,,10
No.108遺跡,2,1,,1,,1,1,,,2,,2,10
No.114遺跡,1,1,,,,6,,1,1,,,,10
No.11遺跡,,1,,,,,,,,1,,8,10
No.154遺跡,,,,,3,4,1,,1,,,1,10
No.174遺跡,1,,,1,,2,,2,,1,,3,10
No.60遺跡,1,,,1,,3,,,1,1,1,2,10
No.66遺跡,,,,,1,2,3,1,2,,,1,10
No.74遺跡,,3,,,,2,1,3,,,,1,10
No.80遺跡,,,,,2,,,,2,5,1,,10
NR3-15-24,,,,,,,,,10,,,,10
T125_,,,,,,,,,,,10,,10
イオンスタイル板橋,,1,1,,,3,1,3,1,,,,10
おとしより保健福祉センター,,1,4,1,,,,1,1,,,2,10
なでしこ小規模保育園,6,3,,,,,,1,,,,,10
はすね駅西口内科,,2,,2,,6,,,,,,,10
ぴっころきっず下赤塚小規模保育園,4,2,2,,,,,2,,,,,10
ひばり薬局,1,2,1,2,,,1,2,,,,1,10
マルジュー（ＭＡＲＵＪＵ）大山本店,,,,,,,,,8,,2,,10
ラーメン慶次郎 本店,,,,,,,,,8,,2,,10
延命寺,,,,1,1,2,1,,2,,3,,10
喫茶TOM,,,,,,,,,7,,3,,10
旧粕谷家住宅（東京都指定文化財）,2,,1,2,1,,2,,2,,,,10
区立教育科学館（常盤台地域センターと併設）,,4,3,3,,,,,,,,,10
荒川戸田橋サッカー場Ｂ面,,,,,1,,6,1,,1,,1,10
高島平一丁目第三公園内集会所,5,2,1,,1,,1,,,,,,10
三園一丁目集会所,4,,,,2,,,2,,,,2,10
志村警察署戸田橋地域安全センター,,,,,,,10,,,,,,10
志村坂上駅,1,,,2,,2,2,,,2,,1,10
舟渡斎場,,,,,,,10,,,,,,10
舟渡四丁目児童遊園,,1,,,,,8,,,,,1,10
常楽院,,,,,2,2,1,,4,,1,,10
常盤台ルート　１１安養院,,,,,,1,1,1,1,1,1,4,10
常盤台ルート　６長命寺,,,5,1,,,,1,,,,3,10
常盤台小学校,,,,8,1,,,,,,1,,10
西光寺,,,1,1,,1,,1,4,2,,,10
双葉ふれあい広場,,1,,,,,8,,,1,,,10
大山東町児童遊園,,,,1,2,1,2,,2,2,,,10
大衆食堂やまだや,,,,,,,,,9,,1,,10
渡辺産婦人科医院,,,,,,3,2,,1,2,2,,10
都立赤塚公園,,1,,1,1,,1,2,1,1,,2,10
道路補修工事（2004）,,,,,,,,,10,,,,10
南ときわ台公園,,,,1,1,,7,,,1,,,10
南部公園事務所,2,,,1,2,,4,,,,1,,10
日生あずさわ保育園ひびき,3,1,,1,1,2,1,1,,,,,10
板橋一丁目児童遊園,1,,,,1,,7,1,,,,,10
板橋警察署茂呂交番,,,,,,,10,,,,,,10
百麺 中山道店,,,,,,,,,9,,1,,10
明日葉保育園蓮根園,,,,,,,,1,2,5,2,,10
龍峰,,,,,,,,,7,,3,,10
蓮沼公園,,,1,,1,,8,,,,,,10
珈琲屋 カフェ・モカ,,,,,,,,,8,,2,,10
43517,,,,,,,,,,,,10,10
AK5-12-??,9,,,,,,,,,,,,9
Baby＆Beans,,1,1,,,2,2,2,,1,,,9
J&39;sラーメン,,,,,,,,,9,,,,9
No.106遺跡,,,,1,,1,,4,1,1,,1,9
No.19遺跡,,,,5,3,,1,,,,,,9
No.23遺跡,,,1,1,,,,1,3,,,3,9
No.32遺跡,,,,,7,,,,,2,,,9
No.71遺跡,,,3,,,,,,,3,2,1,9
No.93遺跡,1,,,,2,1,,,,,1,4,9
OOC-14-20200713,,,,9,,,,,,,,,9
いちりき　キムチ家,,1,,1,,,2,,,,4,1,9
かちどき薬局常盤台店,,,,,1,5,,,,1,2,,9
グランダ大山,,,,2,1,,1,1,3,,,1,9
こじか保育園分園,3,2,,1,,,,1,1,,,1,9
さくら保育園,,1,,,,1,5,1,,,1,,9
つつじ保育園,1,,,,,4,,1,,1,1,1,9
はすね鈴薬局,1,2,1,2,1,2,,,,,,,9
はなまるキッズクリニック,,1,2,,2,,,,,2,,2,9
ヒグベーグル＆カフェ（ＨＩＧＵ　ＢＡＧＥＬ　＆　ＣＡＦＥ）,,,,,,,,,7,,2,,9
ひまわりキッズガーデン大原,1,,,,1,1,4,1,,,,1,9
ほっぺるランド板橋清水町,3,1,,,2,1,,1,,,,1,9
マルジュー（ＭＡＲＵＪＵ）仲宿店,,,,,,,,,7,,2,,9
まんまる薬局,1,2,1,2,,,,,,1,2,,9
メディコール小規模保育園中板橋,3,1,,,1,,,4,,,,,9
圧磨機圧輪記念碑,,,1,,1,2,2,,3,,,,9
稲垣薬局徳丸店,,,,,,,7,2,,,,,9
下赤塚ベビールーム,5,3,,,,,,,,,1,,9
加賀一丁目公園,,,,,,,8,1,,,,,9
熊野神社,1,,2,,,1,,,3,,2,,9
向原ベビールーム,3,2,,,,1,,1,1,,,1,9
溝下東公園,1,1,1,,,,,1,,4,1,,9
高島平小規模保育園,6,1,,,,1,,1,,,,,9
三丁目青空公園,,,,,,,9,,,,,,9
志村警察署,3,,,,,,5,,1,,,,9
志村消防署志村坂上出張所,3,,,,,,5,,,1,,,9
上板橋第三中学校,1,,,7,,,,,,1,,,9
新河岸庭球場,1,1,,,4,,2,,,,1,,9
成増アクトホール,,5,2,2,,,,,,,,,9
成増駅北口第４自転車駐車場（有料コイン式）,,,1,,,,,,6,,2,,9
成増図書館(アートギャラリー),1,,,,1,,2,,4,1,,,9
泉福寺,3,1,,1,1,,1,,2,,,,9
大学いもの合格屋,,,,,,,,,8,,1,,9
大山駅西地区地区計画,,,,,,,,,,,,9,9
大衆中華料理 龍王,,,,,,,,,8,,1,,9
中華めん処 道頓堀,,,,,,,,,8,,1,,9
中板橋駅,,,,,,,8,,1,,,,9
仲町防災さざんかの広場,,,,,,,8,,,,,1,9
東京家政大学「森のサロン」,,,2,,2,1,1,,1,1,,1,9
東武東上線  中板橋駅,,6,,1,,,,,,,,2,9
道路補修工事（5）,,,,,1,5,1,1,1,,,,9
徳丸ヶ原公園内集会所,3,2,2,1,,,,,,,,1,9
徳石公園,,,,,,1,8,,,,,,9
日暮台公園,,,,,,,1,,,8,,,9
板橋区役所（東口）,,1,,,8,,,,,,,,9
板橋区薬剤師会管理センター薬局,,1,3,2,,,1,2,,,,,9
氷川児童遊園,,,,1,,1,7,,,,,,9
弥生公園,,,,,1,,6,,1,,,1,9
立喰処どん亭　下赤塚店,,,,,,,,,7,,2,,9
珈琲屋 らびっと,,,,,,,,,7,,2,,9
B2224_,,,,,,,,,,,,8,8
IT2-11-66,1,,,,,,1,,4,2,,,8
J’sラーメン,,,,,,,,,6,,2,,8
Meisei小規模保育園,1,3,,,,1,1,2,,,,,8
No.122遺跡,,1,,,,1,2,1,,1,,2,8
No.13遺跡,,,1,1,1,1,,,,,,4,8
No.147遺跡,,1,1,,,2,1,,2,,,1,8
No.149遺跡,,,,2,,,1,,,2,,3,8
