,2018年,,,,,,,,,2019年,,,
上板橋駅周辺放置禁止区域図,1,,,,,1,,,,,2,2,6
常盤台ルート　７天祖神社,3,,1,,,1,1,,,,,,6
常盤台一丁目児童遊園,4,1,,,,,,,,,,1,6
新河岸小学校,1,1,,2,,,,1,,,1,,6
成増社会教育会館,,1,,,5,,,,,,,,6
西徳第一公園,1,1,,,1,,,,3,,,,6
西徳第二公園,1,1,1,,1,,1,,,,,1,6
赤塚ルート　６不動の滝,,,2,,,,,,,2,2,,6
赤塚ルート　８松月院,,1,2,,,,,,,1,,2,6
赤塚ルート　８大堂,,,3,,,1,,,,2,,,6
赤塚第二中学校,5,1,,,,,,,,,,,6
前野台児童遊園,4,1,,,,,,,,,,1,6
前野町一丁目児童遊園,5,1,,,,,,,,,,,6
前野町三丁目町会,4,,1,1,,,,,,,,,6
前野町六丁目公園,4,1,,,,,1,,,,,,6
大山西町公園,2,2,,,2,,,,,,,,6
大谷口小学校,1,2,1,,,,,,,,1,1,6
大谷口北町公園,1,,,,1,1,,,1,1,1,,6
大塚食品,,,,3,,,,,,,1,2,6
竹内調剤薬局板橋店,,1,3,,,2,,,,,,,6
竹内薬局,,,,,1,2,1,2,,,,,6
中台中学校,1,1,,1,,1,,,1,,,1,6
都営三田線  本蓮沼駅,,,,,,,3,,1,1,,1,6
都立浮間公園,1,,,,2,,1,1,,,,1,6
土のうステーション 赤3,,,,,,6,,,,,,,6
土のうステーション　板３０,,,,2,,3,1,,,,,,6
東武ストア　高島平店,3,,,1,,,,,1,1,,,6
東武東上線　成増駅,1,3,,,,,2,,,,,,6
道路補修工事（28）,,,,,,,,,3,,3,,6
徳丸ヶ原野球場,2,,,2,1,,,,,,,1,6
南ときわ台公園,2,,,,3,,,,,1,,,6
板橋ルート　１近藤勇の墓,,,,,,6,,,,,,,6
板橋警察署中板橋交番,1,,1,,,2,,,,1,,1,6
板橋第一中学校,1,,,,1,,1,1,1,1,,,6
板橋第三中学校,2,,1,,1,,,,1,,1,,6
武蔵野音楽大学第二幼稚園,1,,,,3,1,,,,1,,,6
平成28年8月11日（木）2時頃,3,,1,,1,1,,,,,,,6
平成29年11月14日（火）午後11時20分頃,,,,,,1,3,,1,1,,,6
本町にぎわい広場,5,,,,,,1,,,,,,6
末廣寿司,,,,,,,,,,,,6,6
弥生町北町会地区,,,,1,,,4,,,1,,,6
緑小学校,3,2,,,1,,,,,,,,6
蓮根駅,4,,,,,,,,1,1,,,6
廣瀬薬局,,2,,,,,,,1,3,,,6
AK5-11-32,,,,,,,,,5,,,,5
C1413_,,5,,,,,,,,,,,5
D1465_,,,,,,,,,5,,,,5
D2572_,,1,,,,,,4,,,,,5
D4033_,,,,,,,5,,,,,,5
icoi-hair&amp;relaxation-,,,2,1,,,1,,1,,,,5
IT2-11-64,1,,,,,1,,,1,,,2,5
IT2-11-65,1,,,,1,,2,,,,,1,5
NJK-13-02,,,,,,,,,1,,,4,5
No.107遺跡,,1,1,1,,,,,,1,,1,5
No.110遺跡,,,,,2,,1,,1,,1,,5
No.115遺跡,,,,1,,1,,,,3,,,5
No.119遺跡,,,1,,,,2,2,,,,,5
No.124遺跡,,2,,,,3,,,,,,,5
No.13遺跡,,,,,,,1,4,,,,,5
No.149遺跡,,,,1,1,1,,,,1,1,,5
No.21遺跡,,,1,,,4,,,,,,,5
No.30遺跡,,,1,,,,1,,,1,,2,5
No.38遺跡,,,,1,,1,,1,1,,,1,5
No.4遺跡,,,5,,,,,,,,,,5
No.55遺跡,,1,,1,,,,,,,2,1,5
No.56遺跡,,,,,4,,,,,,1,,5
No.61遺跡,,1,2,,,,,1,,1,,,5
OOC-13-03,,1,,,,,,4,,,,,5
OSC-20-17,,,5,,,,,,,,,,5
P3806_,5,,,,,,,,,,,,5
P5161_,4,,1,,,,,,,,,,5
P7084_,,,,,,,,,,,,5,5
seisour,,,,,1,,4,,,,,,5
TM4-15-14,,,,,5,,,,,,,,5
Y’s コートゆい　カフェＪＯＹ,,,,,,,,1,,,4,,5
アイエス薬局中台店,,5,,,,,,,,,,,5
あおぞら薬局,,2,,,1,2,,,,,,,5
エファール河村屋,,,,,,,,2,,2,,1,5
エンゼルベア・ナーサリー大山（A型）,,1,,,1,,3,,,,,,5
サニー薬局,,,,,,,,1,2,2,,,5
サミットストア　板橋弥生町店,,,,1,,1,1,,1,1,,,5
ｾﾞｲﾀｸ煎餅と重盛の人形焼(古城商店）,,,,5,,,,,,,,,5
ソラスト成増（A型）,,2,,,1,,1,,1,,,,5
にりんそう公園,1,,,3,,,,,,,,1,5
ベネッセ板橋保育園（A型）,,,,1,1,,1,1,,,,1,5
ほっぺるランド板橋徳丸,,,1,,3,,1,,,,,,5
ほっぺるランド板橋本町（A型）,,,,1,1,1,,,,,,2,5
ポピンズナ－サリ－スク－ルときわ台（A型）,,,2,,1,,,,2,,,,5
ゆみ薬局坂上店,,2,,,,,,1,2,,,,5
稲荷神社,,,1,1,1,1,,1,,,,,5
株式会社ポスター印刷,,,,5,,,,,,,,,5
旧赤塚村役場跡地,1,,1,,,,1,,,2,,,5
金松湯,,,,1,2,1,1,,,,,,5
区立美術館,,,,,,1,3,,,,1,,5
健康ごはん美来～Mirai～,,,,,1,1,,,,1,,2,5
見次町会地区,,,,5,,,,,,,,,5
戸田一般野球場11面,2,1,,,,,,,,,2,,5
戸田一般野球場4面,1,,,,2,1,,1,,,,,5
戸田一般野球場9面,2,,,1,,2,,,,,,,5
幸町４６番遊び場,1,2,,1,,,,,,1,,,5
幸町商店会・幸町町会一帯,2,,,1,,,,,,2,,,5
荒岡商店（荒岡商店（アラオカストア）,,,,,5,,,,,,,,5
荒川戸田橋サッカー場A面,,,,,,,2,1,,1,,1,5
荒川戸田橋緑地(草地広場),,,5,,,,,,,,,,5
高砂鐵工株式会社,,,,5,,,,,,,,,5
高島第一中学校,2,,1,,,,,,1,,,1,5
高島平一丁目50～51番地先　外1路線,,,,,,,,,4,1,,,5
高島平一丁目第三公園,,,,,,,2,,1,1,,1,5
高島平一丁目第四公園,1,,,,,,,1,2,,,1,5
高島平五丁目第二公園内集会所,1,,2,2,,,,,,,,,5
高島平二丁目公園,3,,,,,,,,1,,,1,5
高島平福祉園・障がい者福祉センター,,,1,,2,,,,,,1,1,5
高島平福祉園分場,1,1,1,,1,,,1,,,,,5
高島平緑地,1,2,,,,1,,,,1,,,5
三葉児童遊園,2,,,,,,,,,3,,,5
志村ベビールーム,1,1,3,,,,,,,,,,5
七軒家公園,1,,,3,,,,,,,,1,5
若木公園,2,,,2,,,,,,1,,,5
小原青果店,,,,,,1,,,,2,1,1,5
小茂根五丁目児童遊園,,,,,,,1,,,4,,,5
小茂根公園,,2,1,,,,,,,,2,,5
上板橋すきっぷ保育園,,,,,2,,,1,,1,1,,5
上板橋小学校,1,1,1,,1,,1,,,,,,5
常盤台ルート　ゴール　東武東上線　上板橋駅,,,,,4,,1,,,,,,5
新高島平駅,1,,,,1,,3,,,,,,5
水車公園・徳水亭,,,,,1,1,3,,,,,,5
成増ヶ丘小あいキッズ,,,,5,,,,,,,,,5
成増一丁目第二児童遊園,1,1,,,1,2,,,,,,,5
成増地域センター・アクトホール,,,,,,,,,1,1,3,,5
成増調剤薬局,,,,,,,3,2,,,,,5
清水町・清水朝日町会地区,2,,,1,,,,2,,,,,5
西前野公園,4,1,,,,,,,,,,,5
西台ふれあい公園,2,,,1,,,,,1,,,1,5
西台中央通り公園,1,,1,,1,,1,,,,,1,5
西台中継所,,1,,,1,,1,,,2,,,5
赤羽駅,1,,,4,,,,,,,,,5
赤塚ルート　７東京大仏（乗蓮寺）,,1,1,,,,2,,,,,1,5
赤塚ルート　安楽寺～旧粕谷家住宅,,,3,,,,1,,,1,,,5
赤塚新町児童館,,,,,3,,,,,,2,,5
前野町六丁目児童遊園,4,1,,,,,,,,,,,5
前野六丁目いこいの広場,4,1,,,,,,,,,,,5
大山東町10～28番地先,2,1,1,1,,,,,,,,,5
大谷口二丁目緑地,1,,1,1,,,,1,,1,,,5
大堂,1,,,,,3,1,,,,,,5
男女平等推進センター,1,1,,,2,,,,,,1,,5
稚竹幼稚園,,1,,,2,,,,2,,,,5
中台一丁目児童遊園,4,1,,,,,,,,,,,5
中板さくら公園,1,1,,,,,,,,1,1,1,5
仲宿児童遊園,4,,,,,,,1,,,,,5
仲町ふれあいセンター,,,,,,,,,,,,5,5
都営三田線  蓮根駅,,,,,,2,,,1,,2,,5
土のうステーション 赤21,,,,,1,3,,1,,,,,5
土のうステーション 赤26,,,,3,,1,,1,,,,,5
土のうステーション 赤4,,,,,,5,,,,,,,5
土のうステーション　板15,,,,,1,4,,,,,,,5
東京大仏（乗蓮寺）,1,1,,,,1,1,,,1,,,5
道路補修工事（２）,,,,5,,,,,,,,,5
道路補修工事（23）,,,,,,,,5,,,,,5
道路補修工事（27）,,,,,,,,,1,3,1,,5
徳丸橋公園,3,,,2,,,,,,,,,5
徳丸北野神社（田遊び）,,,1,,1,1,,,,,2,,5
南常盤台一丁目地区,,,,1,,,,,,4,,,5
板橋ルート　１５日曜寺,2,,,,,2,,1,,,,,5
板橋ルート　６板橋三丁目縁宿広場,,,,1,2,,,1,,1,,,5
板橋区高島平一丁目80～84番地先,,,,,5,,,,,,,,5
板橋警察署板橋本町交番,4,,,,,,,1,,,,,5
板橋三丁目7～9番地先,1,1,1,1,1,,,,,,,,5
板橋第九小あいキッズ,,1,,4,,,,,,,,,5
板橋第五小あいキッズ,,,,5,,,,,,,,,5
板橋第二小あいキッズ,,,,5,,,,,,,,,5
板橋第六小学校通学区域,,,5,,,,,,,,,,5
氷川児童遊園,1,,,1,1,,,,,,1,1,5
平成28年9月8日（木）,1,2,,,2,,,,,,,,5
平成29年7月18日午前0時頃,,2,,,,,,,2,1,,,5
茂呂遺跡,,1,,,,,2,1,,,1,,5
鈴木医院,,,,,,,,,,,,5,5
和田屋食品,,,,,,,,2,1,,2,,5
圓福寺,2,,,,,,,2,,,1,,5
(有)近江屋精肉店,,,,2,,,,,1,1,,,4
16B706_,4,,,,,,,,,,,,4
A2083_,4,,,,,,,,,,,,4
A2681_,,,,,,,,,,4,,,4
A4181_,,,,4,,,,,,,,,4
AZ2-20-09,,,,,,,4,,,,,,4
C3002_,,,,,,4,,,,,,,4
C3209_,4,,,,,,,,,,,,4
D2793_,,,,,,,,,,4,,,4
D2804_,,,,,,,,,,4,,,4
D5613_,,,,,,,,4,,,,,4
D7073_,,,,,,,,,4,,,,4
HOC-20-104,,,,,,,,,,,4,,4
HOC-20-47,,,,,,,,,,,4,,4
IT2-11-69,,1,,,1,,,,1,,1,,4
IT3-13-05,,,,,,1,1,1,1,,,,4
IT3-20-300809,,,,,4,,,,,,,,4
KM5-20-101,,,,4,,,,,,,,,4
NIB-11-09,,,,,1,,,,,,,3,4
NIB-20-24,,,,,,,,4,,,,,4
NJK-11-04,,1,1,,1,,1,,,,,,4
No.114遺跡,,2,,,1,,,,,,1,,4
No.129遺跡,,,,,,2,,,2,,,,4
No.163遺跡,,1,,,1,,,,,1,,1,4
No.171遺跡,,,,1,,,,1,,1,1,,4
No.23遺跡,1,,1,,,,1,,,,1,,4
No.45遺跡,,,,,1,1,1,,,,1,,4
No.46遺跡,1,,,1,,,,,1,,1,,4
No.5遺跡,,3,1,,,,,,,,,,4
No.73遺跡,,,,,3,,1,,,,,,4
NR4-11-19,,,,4,,,,,,,,,4
OHC-20-08,,,,,,1,,1,1,1,,,4
OSC-13-01,,,,,,,,1,3,,,,4
OSC-14-290413,,,,,,,,4,,,,,4
P5160_,2,,2,,,,,,,,,,4
P5162_,3,,1,,,,,,,,,,4
P6017_,,,,,,2,2,,,,,,4
S501_,2,,1,1,,,,,,,,,4
seisour2,,,,,1,,3,,,,,,4
SMC-15-01-1,,,,4,,,,,,,,,4
SMC-20-50,,,,,,,,,,,,4,4
TK2-11-11,,,,4,,,,,,,,,4
TK4-11-07,,,,3,,,1,,,,,,4
TM2-11-04,,,,,,,,4,,,,,4
TM3-15-29,,,,,,,,4,,,,,4
TS5-11-14,,,,,,,,,,,,4,4
TS9-11-02,,,,,,,,4,,,,,4
あおば薬局,,,,,,,,1,2,,1,,4
えび山広場,,1,,1,,1,,,,1,,,4
お茶の水女子大大山寮,,1,,,3,,,,,,,,4
キンダ―ナーサリー中板橋小規模保育園,,1,3,,,,,,,,,,4
こうま幼稚園,,1,,,3,,,,,,,,4
コモディイイダ　宮本町店,1,1,,,,1,,,1,,,,4
サンシティ地区,2,,,2,,,,,,,,,4
シエル小規模保育園・加賀,,,1,,,,,1,,,2,,4
スーパーみらべる東武練馬店,,,,4,,,,,,,,,4
ソラストときわ台（A型）,,,3,,,,1,,,,,,4
なでしこ小規模保育園,,,1,,2,,,,,,1,,4
はまなす薬局,,,,,,,1,2,,,1,,4
フエンテ　常盤台店,1,2,,,,1,,,,,,,4
ﾍﾞｰｶﾘｰｶﾌｪHeart・workこすもす,,,,1,,,3,,,,,,4
ホクト薬局,,,,,,,,1,1,2,,,4
みその幼稚園,,,1,,3,,,,,,,,4
みなみときわ台公園,,,,,4,,,,,,,,4
ミヤモト薬局大山東町店,,,1,2,,,,,,,1,,4
メディスンショップなります薬局,,,2,1,,,,1,,,,,4
栄町１３番,,,,,,,,,,,4,,4
加賀屋　末廣せんべい,,,,,,,3,,,1,,,4
街頭消火器　大-166,4,,,,,,,,,,,,4
株式会社ダイワハイッテックス,,,,4,,,,,,,,,4
金井町町会,2,,,,,,,2,,,,,4
金寿司,,,,4,,,,,,,,,4
金沢小学校通学区域,,,4,,,,,,,,,,4
戸田一般野球場6面,,1,,,,1,1,,,,,1,4
御代の台薬局前野町店,,,1,2,,,,,,,1,,4
光徳湯,,1,2,,,,,,,,,1,4
向原公園,,,,4,,,,,,,,,4
向原中学校通学区域,,,4,,,,,,,,,,4
高島第三小学校,2,,,,,1,,1,,,,,4
高島平七丁目25～高島平八丁目24番地先,,,,,,,,3,,1,,,4
高島平少年サッカー場,1,,,2,,,,,1,,,,4
高島平団地とけやき並木,1,1,,,,,,2,,,,,4
高島平中央総合病院,,,,,3,1,,,,,,,4
高島平二丁目第二公園,1,,,,,1,,,2,,,,4
桜川二丁目３番遊び場,1,,,,1,,,,,,,2,4
子易神社,,1,,1,1,,1,,,,,,4
志村ルート　２南蔵院,2,,,,,,,,,2,,,4
志村消防署蓮根出張所,1,,,,,1,,2,,,,,4
若木児童遊園内集会所,,1,1,2,,,,,,,,,4
若木西公園,1,1,,,1,,,,,,1,,4
舟渡一丁目第一児童遊園,1,1,1,,,,,,,,,1,4
女性健康支援センター,1,,,,2,,1,,,,,,4
小茂根三丁目緑地,2,,,,,1,1,,,,,,4
小茂根二丁目1～15番地先,1,,3,,,,,,,,,,4
小茂根二丁目町会地区,,,,2,,,,,,2,,,4
小林病院,1,,,,3,,,,,,,,4
庄や　板橋区役所前店,,,1,,1,,,,,2,,,4
松金商店,,,,,,2,1,,,1,,,4
障がい者福祉センター,,1,,,2,,1,,,,,,4
上板橋一丁目・二丁目全域,,,,,,,2,,,2,,,4
上板橋一丁目えのき広場,1,,1,,,,,,,,1,1,4
上板橋三丁目2～常盤台四丁目22番地先,,,3,,,,1,,,,,,4
上板橋第一中学校,1,,1,1,,,,,1,,,,4
城北野球場A面,1,,,,,,,1,,,,2,4
城北野球場Ｂ面,2,,,,1,,1,,,,,,4
成増飯店,,,,,,,,,,,,4,4
西巣鴨駅,4,,,,,,,,,,,,4
西台駅,,,,,,,2,1,,,1,,4
西台四丁目緑の広場,1,1,1,,,,,,,,1,,4
西台田端公園,,1,1,,,,,,,,,2,4
赤塚ルート　１０安楽寺,1,,3,,,,,,,,,,4
赤塚ルート　９水車公園・徳水亭,,,2,,1,,1,,,,,,4
赤塚公園,,1,,,1,,2,,,,,,4
赤塚城跡,,1,,,1,,2,,,,,,4
赤塚二丁目31～赤塚六丁目32番地先,,,,,,4,,,,,,,4
前野小あいキッズ,,,,4,,,,,,,,,4
双葉町ひだまり公園,2,,1,,,,,,1,,,,4
相生東児童遊園,2,,,,,1,,,,,,1,4
大谷口公園,,1,,,,,,1,1,1,,,4
大谷口上町児童遊園,,,,,,2,,,,1,,1,4
大谷口二丁目公園,1,1,,,,,1,,,,1,,4
大和町調剤薬局,,,,,,,,,,1,3,,4
中台さくら公園,3,,,,,,,,,,1,,4
中野製菓(株),,,,4,,,,,,,,,4
長岡屋,,,,2,,,,,1,,1,,4
帝京大学医学部附属病院,,,,,3,,,1,,,,,4
帝京幼稚園,,,,,3,,1,,,,,,4
土のうステーション 赤14,,,,,1,2,,,,,1,,4
土のうステーション　赤２９,,,,,,4,,,,,,,4
土のうステーション　板17,,,,,,4,,,,,,,4
土のうステーション 板2,,,,1,1,2,,,,,,,4
土のうステーション　板２７,,,,,,4,,,,,,,4
東京メトロ有楽町線・副都心線  地下鉄赤塚駅,,,,4,,,,,,,,,4
東京メトロ有楽町線・副都心線　小竹向原駅,,,,,,1,2,,1,,,,4
東京腎泌尿器センター大和病院,,,,,3,1,,,,,,,4
東京都板橋都税事務所,,1,1,1,,,,,,,,1,4
東山はたけ公園,1,1,1,,,,,,,1,,,4
東山町会,3,,1,,,,,,,,,,4
東武東上線  ときわ台駅,,,,,,2,1,1,,,,,4
東武練馬中央病院,,,,,2,1,,,,1,,,4
道路補修工事（16）,,,,,,1,,3,,,,,4
徳丸一丁目児童遊園,1,,,,,,,,1,,,2,4
特別養護老人ホーム　ブルーポピーアネックス,,,,1,3,,,,,,,,4
南蔵院,3,,,,,,,,1,,,,4
日本大学医学部附属板橋病院,,,,,3,,,,,1,,,4
板橋ルート　１４智清寺,2,,,,,,,1,,,1,,4
板橋ルート　３東光寺,,,,2,1,,,1,,,,,4
板橋ルート　５平尾宿脇本陣跡,1,,,,,1,,1,,1,,,4
板橋区常盤台一丁目40番地先,,,,,4,,,,,,,,4
板橋警察署　免許更新事務所,,2,,,,2,,,,,,,4
板橋警察署養育院前交番,1,1,,,1,,,,,,,1,4
板橋第一小あいキッズ,,,,4,,,,,,,,,4
板橋第四小あいキッズ,,,,4,,,,,,,,,4
板橋第七小あいキッズ,,,,4,,,,,,,,,4
板橋第二小学校あいキッズ,,,,2,1,,,1,,,,,4
板橋二丁目町会,2,,,,,,,,,2,,,4
平成28年1月31日（日）17時頃,4,,,,,,,,,,,,4
平成29年12月２日（土）午前８時頃,,,1,,2,,,1,,,,,4
片山のあんみつ,,,,4,,,,,,,,,4
北野湯,,,4,,,,,,,,,,4
明日葉保育園蓮根園（A型）,1,,3,,,,,,,,,,4
弥生公園,1,,,1,,,,1,,1,,,4
薬師の泉（公園）,,,,,,,2,1,,1,,,4
緑ケ丘第一公園,1,,1,,,,,,2,,,,4
蓮根三丁目第二児童遊園,1,2,,,,1,,,,,,,4
蓮根第二小あいキッズ,,,,4,,,,,,,,,4
和味,,,,,,1,,,,2,,1,4
20160106,,3,,,,,,,,,,,3
20190206,,,,,,,,,,,3,,3
（旧）板橋健康福祉センター,,,,,3,,,,,,,,3
17A067_,,,,,,,,3,,,,,3
17A914<br>_,2,,,1,,,,,,,,,3
17L069_,,,,,,,,3,,,,,3
30.2.15,,,,,,,,,,,3,,3
30.8.37,,,,,1,,2,,,,,,3
A2791_,3,,,,,,,,,,,,3
A4924_,,,,3,,,,,,,,,3
AIC-13-01,,,,,3,,,,,,,,3
AK2-20-108,,,,3,,,,,,,,,3
AK7-20-104,,,,,,,,3,,,,,3
AK8-15-20190326,,,,,,,,,,,,3,3
AS1-13-01,,,,,,,,,,,,3,3
AS2-15-09,,,,,,,,,,,3,,3
B1530_,,,,,,3,,,,,,,3
C1452_,,3,,,,,,,,,,,3
C2426_,3,,,,,,,,,,,,3
C2993_,,,,,,3,,,,,,,3
D1375_,,,,,,,,,,1,,2,3
D2789_,,,,,,,,,1,2,,,3
D4504_,,,,,,,,,,3,,,3
D4608_,,3,,,,,,,,,,,3
D4617_,,,,,,,,,,3,,,3
D4687_,,,,,,,,,3,,,,3
D7773_,,2,,,1,,,,,,,,3
HKC-11-01,,,,,,,1,,1,,1,,3
IT3-11-02,,1,,,,1,,,,,,1,3
IT3-11-18,,,,,,,,,,3,,,3
IZC-20-39,,,,,,,,,,3,,,3
JHC秋桜,,,,,,,2,1,,,,,3
K27_,,,,,,,,3,,,,,3
KG1-11-02,,,,,,,,,,,,3,3
KG1-11-04,,3,,,,,,,,,,,3
Kitchen＆Cafe玄気,,,,,,1,,,,1,1,,3
KM1-20-101,,,,,,3,,,,,,,3
KM5-11-300709,,,,2,,,,1,,,,,3
MH1-15-02,,,,,,,,3,,,,,3
MT1-13-01,,1,,1,,,,,1,,,,3
MT2-11-10,,,,,,,,3,,,,,3
ND1-15-01,,,,3,,,,,,,,,3
No.106遺跡,,1,,1,,1,,,,,,,3
No.122遺跡,1,1,1,,,,,,,,,,3
No.128遺跡,1,1,,,,,,,1,,,,3
No.137遺跡,,1,,,,,,,1,1,,,3
No.143遺跡,,,,,,,,,2,,1,,3
No.148遺跡,,,,,,,1,1,1,,,,3
No.153遺跡,,,1,1,1,,,,,,,,3
No.168遺跡,,1,,,,1,,,,,1,,3
No.41遺跡,,,,1,,,,,,,,2,3
No.43遺跡,,,,1,1,,,,,,,1,3
No.44遺跡,1,,,,,,,,2,,,,3
No.51遺跡,,,,,,,,2,,,,1,3
No.8遺跡,,,,,1,,,,2,,,,3
No.93遺跡,,,,1,,,,,,,1,1,3
NR4-13-01,,,,3,,,,,,,,,3
NR4-15-310201,,,,,,,,,,,3,,3
NR4-20-106,,,,3,,,,,,,,,3
NS3-11-01,,,1,,,2,,,,,,,3
nusr,,,,,1,,,,,2,,,3
ONC-14-20181011,,,,,,,3,,,,,,3
OSC-20-16,,,,,,,,,3,,,,3
P1040_,,,1,,,2,,,,,,,3
P1543_,,,,,,,,,,,,3,3
P4122_,,1,,,2,,,,,,,,3
P5163_,3,,,,,,,,,,,,3
P5164_,3,,,,,,,,,,,,3
P5165_,3,,,,,,,,,,,,3
P5564_,3,,,,,,,,,,,,3
P5827_,,1,,,,,,2,,,,,3
P7764_,,1,,,2,,,,,,,,3
S456_,,3,,,,,,,,,,,3
S459_,,3,,,,,,,,,,,3
SEC-20-101,,,,,,,,,,,3,,3
SS1-11-07,,,,,,,,,3,,,,3
SS1-15-14-2,,,3,,,,,,,,,,3
SS2-15-09,,,,1,,,,,,,,2,3
SWC-20-33,3,,,,,,,,,,,,3
TK1-20-06,3,,,,,,,,,,,,3
TK2-11-08,,,,3,,,,,,,,,3
TK2-11-30,,3,,,,,,,,,,,3
TS1-11-42,,,,,,,,,3,,,,3
WK1-15-02-1,,,,,,,,,,,,3,3
WK2-11-14,,,,,,2,,,,1,,,3
WK2-11-300423,3,,,,,,,,,,,,3
X4654_,,3,,,,,,,,,,,3
X5040_,,3,,,,,,,,,,,3
アクアセゾン,,,1,1,,,,,,1,,,3
アトリエまえの,,,,,,,2,,,1,,,3
アルファ薬局板橋店,,3,,,,,,,,,,,3
いいよし鍼灸接骨院,,,1,,1,,1,,,,,,3
いちりき　キムチ家,,,,,,,1,,,,,2,3
えがおこどもクリニック,,,,,,,,,,,3,,3
エンゼルベア・ナーサリー上板橋（A型）,,,,,1,,,,,,2,,3
かみいた調剤薬局,,,,,,,,1,2,,,,3
キンダ―ナーサリー成増小規模保育園,,1,2,,,,,,,,,,3
ケーアイ蓮根薬局,,,,,,,1,2,,,,,3
こっこ保育園（B型）,,,3,,,,,,,,,,3
さくら湯,1,1,,,,,,,1,,,,3
さくら薬局本店,,,,,1,2,,,,,,,3
サミットストア志村店,,1,,1,1,,,,,,,,3
すみれ薬局,,3,,,,,,,,,,,3
つくしんぼ診療所,,,,,,,,,,,3,,3
デイジー小規模保育園・加賀,,,1,,,,,,,,2,,3
デニーズ　成増店,,,,,3,,,,,,,,3
とうふ工房・小豆沢の家,,,,,,,,,,1,2,,3
なります薬局,,,,,,1,2,,,,,,3
ニコニコ湯,,,3,,,,,,,,,,3
にたば児童遊園,2,1,,,,,,,,,,,3
バーミヤン　西台駅前店,,,1,,,,1,1,,,,,3
バーミヤン　浮間舟渡店,,,1,,,,1,,,1,,,3
フエンテ常盤台店,,,,,1,,,,2,,,,3
プラザ薬局大山1号店,,,,1,2,,,,,,,,3
プラザ薬局板橋店,,3,,,,,,,,,,,3
まごころ弁当板橋南店(高齢者向け配食ｻｰﾋﾞｽ),,,,,,2,,,,,,1,3
みずほ銀行　大山支店,,3,,,,,,,,,,,3
ミヤモト薬局,,,,,,,,1,,2,,,3
みゆき薬局,,2,,,,,,,,,1,,3
むかいはら幼稚園,,,,1,2,,,,,,,,3
むさしの薬局,,,,,,,,,1,2,,,3
むさしの薬局中板橋店,,3,,,,,,,,,,,3
ゆ～らんど,1,1,,,,,,,,,,1,3
よこた内科・消化器科,,,,,,,,,,,3,,3
ライフストア仲宿店,1,,,,,,,1,,,,1,3
愛染湯,,1,2,,,,,,,,,,3
安楽亭　坂下店,,,1,,,,1,,1,,,,3
伊藤内科小児科クリニック,,,,,,,,,,,3,,3
稲垣薬局高島平店,,,,,,,,1,,2,,,3
稲垣薬局徳丸店,,,,,1,2,,,,,,,3
栄愛薬局,,,,,,,,,,1,2,,3
栄町児童遊園,2,,,,,,1,,,,,,3
下赤塚小あいキッズ,,,,3,,,,,,,,,3
下赤塚小学校あいキッズ,,,,2,1,,,,,,,,3
街頭消火器　大-170,3,,,,,,,,,,,,3
街頭消火器　中-373,,,,,,,3,,,,,,3
株式会社松本精機,,,,3,,,,,,,,,3
宮元町会,,,,,1,,,1,,1,,,3
旧上板橋村役場跡地,,1,,,,,,,1,1,,,3
共創未来幸町薬局,,,,,,,1,2,,,,,3
区立郷土資料館,1,,,,,1,1,,,,,,3
熊野湯,,1,,,,1,,,,,,1,3
向原児童遊園,,,,,,,2,,,,,1,3
幸町ロイヤル薬局,,,1,2,,,,,,,,,3
溝下西児童遊園,1,,,1,,,1,,,,,,3
溝下東公園,1,,,,,,2,,,,,,3
荒川戸田橋緑地(生物生態園),,,3,,,,,,,,,,3
高島平駅第一駐輪場（西口高架下）,,,,,,,,3,,,,,3
高島平九丁目第二公園,1,,,2,,,,,,,,,3
高島平警察署西台駅前交番,,1,,2,,,,,,,,,3
高島平西口公衆トイレ,,2,,,,,,,,1,,,3
高島平福祉園,,,,2,,,1,,,,,,3
高島六小学校,,2,,,,,,,,1,,,3
坂下一丁目7～20番地先,,,,3,,,,,,,,,3
坂下三丁目公園,1,1,1,,,,,,,,,,3
坂下二丁目児童遊園,1,,1,,,,,1,,,,,3
桜川小あいキッズ,,,,3,,,,,,,,,3
桜川町会,2,,,,,,,,,1,,,3
三恵苑,,,,,,1,,,,,,2,3
三丁目青空公園,,,,,,,3,,,,,,3
志村ルート　１４小豆沢神社,,,,,,,,1,1,1,,,3
志村ルート　１氷川神社,2,,,,,,1,,,,,,3
志村消防署成増出張所,1,2,,,,,,,,,,,3
志村第一小あいキッズ,1,,,2,,,,,,,,,3
志村第三小あいキッズ,1,,,2,,,,,,,,,3
志村第二小あいキッズ,,,,3,,,,,,,,,3
志村第六小学校あいキッズ,,,,1,,,1,1,,,,,3
私立あすなろ保育園,,,,,3,,,,,,,,3
私立太陽の子保育園,,,,,3,,,,,,,,3
私立北野保育園,,,,,1,,,,,,1,1,3
社会福祉法人緑伸会保育園加賀のこども,,,,,,,,,,2,,1,3
若葉ゆめの園,,,,3,,,,,,,,,3
手打蕎麦　こはら,,,,,,,,,,,,3,3
修月堂,,,,,,,3,,,,,,3
舟渡一丁目児童遊園,1,1,,,1,,,,,,,,3
舟渡一丁目第二児童遊園,2,,,,,,,1,,,,,3
舟渡三丁目こども広場,2,,,1,,,,,,,,,3
小進庵,,,,,,,,3,,,,,3
小豆沢病院,,1,,,2,,,,,,,,3
