階層コード,地域コード,地域,人口総数／平成18年8月１日,人口総数／平成18年7月１日,人口総数／平成17年8月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12686018,12681972,12587075,4046,0.03,98943,0.79
1,13100,区部,8608680,8604932,8531959,3748,0.04,76721,0.9
1,13200,市部,3987724,3987435,3964898,289,0.01,22826,0.58
1,13300,郡部,60330,60335,60564,-5,-0.01,-234,-0.39
1,13350,島部,29284,29270,29654,14,0.05,-370,-1.25
,,,,,,,,,
住民基本台帳による世帯と人口_平成18年8月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
