階層コード,地域コード,地域,人口総数／平成18年12月１日,人口総数／平成18年11月１日,人口総数／平成17年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12709546,12706332,12608732,3214,0.03,100814,0.8
1,13100,区部,8625944,8623849,8547899,2095,0.02,78045,0.91
1,13200,市部,3993960,3992814,3970828,1146,0.03,23132,0.58
1,13300,郡部,60279,60300,60471,-21,-0.03,-192,-0.32
1,13350,島部,29363,29369,29534,-6,-0.02,-171,-0.58
,,,,,,,,,
住民基本台帳による世帯と人口_平成18年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
