階層コード,地域コード,地域,人口総数／平成18年10月１日,人口総数／平成18年9月１日,人口総数／平成17年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12696438,12692409,12595118,4029,0.03,101320,0.8
1,13100,区部,8616229,8613614,8537855,2615,0.03,78374,0.92
1,13200,市部,3990533,3989177,3967272,1356,0.03,23261,0.59
1,13300,郡部,60309,60299,60457,10,0.02,-148,-0.24
1,13350,島部,29367,29319,29534,48,0.16,-167,-0.57
,,,,,,,,,
住民基本台帳による世帯と人口_平成18年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
