階層コード,地域コード,地域,人口総数／平成18年5月１日,人口総数／平成18年4月１日,人口総数／平成17年5月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12670435,12637555,12568036,32880,0.26,102399,0.81
1,13100,区部,8596660,8575572,8518075,21088,0.25,78585,0.92
1,13200,市部,3984058,3972493,3959452,11565,0.29,24606,0.62
1,13300,郡部,60416,60426,60663,-10,-0.02,-247,-0.41
1,13350,島部,29301,29064,29846,237,0.82,-545,-1.83
,,,,,,,,,
住民基本台帳による世帯と人口_平成18年5月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
