"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"平成27年4月26日執行港区議会議員選挙",64813.998,100,0,1135,0.002,1,0,65950

"平成27年4月26日執行 港区議会議員選挙別開票速報(確定)","Ver201504",,,,,,,
