"年月日","芝65歳以上男[人]","芝65歳以上女[人]","芝65歳以上計[人]","麻布65歳以上男[人]","麻布65歳以上女[人]","麻布65歳以上計[人]","赤坂65歳以上男[人]","赤坂65歳以上女[人]","赤坂65歳以上計[人]","高輪65歳以上男[人]","高輪65歳以上女[人]","高輪65歳以上計[人]","芝浦港南65歳以上男[人]","芝浦港南65歳以上女[人]","芝浦港南65歳以上計[人]","合計65歳以上男[人]","合計65歳以上女[人]","合計65歳以上計[人]"
"20180101","373","1019","1392","361","1092","1453","342","1117","1459","509","1658","2167","434","1057","1491","2019","5943","7962"
"20190101","352","960","1312","314","1022","1336","315","1051","1366","473","1521","1994","461","1069","1530","1915","5623","7538"
"20200101","327","923","1250","317","987","1304","304","1008","1312","434","1467","1901","450","1080","1530","1832","5465","7297"
"20210201","414","1063","1477","403","1191","1594","351","1155","1506","542","1767","2309","500","1197","1697","2210","6373","8583"
"20220101","412","1051","1463","387","1162","1549","344","1110","1454","529","1744","2273","485","1179","1664","2157","6246","8403"

"令和4年度港区行政資料集　ひとり暮らし高齢者数（実態調査）","Ver202201",,,,,,,,,,,,,,,,,
