"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2002120101,"港南",9999,9999,9999,9999,,,,,10,,5,"NNE",,,
2002120102,"港南",9999,6,30,36,,,,,5,,6,"NNE",,,
2002120103,"港南",2,3,29,32,,,,,2,,3,"N",,,
2002120104,"港南",2,3,29,32,,,,,0,,5,"NE",,,
2002120105,"港南",2,3,29,32,,,,,0,,7,"ENE",,,
2002120106,"港南",2,2,25,27,,,,,6,,8,"NNE",,,
2002120107,"港南",2,7,31,38,,,,,8,,6,"NNE",,,
2002120108,"港南",2,6,29,35,,,,,5,,5,"NE",,,
2002120109,"港南",2,3,24,27,,,,,6,,7,"N",,,
2002120110,"港南",2,5,26,31,,,,,2,,4,"NE",,,
2002120111,"港南",2,10,30,40,,,,,4,,6,"NNE",,,
2002120112,"港南",2,11,29,40,,,,,12,,6,"NNW",,,
2002120113,"港南",2,9,27,36,,,,,16,,5,"ENE",,,
2002120114,"港南",2,5,25,30,,,,,14,,4,"E",,,
2002120115,"港南",1,7,29,36,,,,,15,,9,"N",,,
2002120116,"港南",1,4,23,27,,,,,15,,10,"NE",,,
2002120117,"港南",1,4,26,30,,,,,12,,11,"ENE",,,
2002120118,"港南",1,5,27,32,,,,,6,,9,"NE",,,
2002120119,"港南",1,5,26,31,,,,,3,,6,"ENE",,,
2002120120,"港南",1,3,23,26,,,,,11,,6,"E",,,
2002120121,"港南",1,2,20,22,,,,,5,,6,"NNE",,,
2002120122,"港南",1,2,21,23,,,,,2,,6,"NE",,,
2002120123,"港南",1,3,22,25,,,,,6,,4,"E",,,
2002120124,"港南",2,4,22,26,,,,,10,,6,"ENE",,,
2002120201,"港南",2,3,20,23,,,,,6,,7,"SE",,,
2002120202,"港南",2,3,17,20,,,,,6,,7,"ENE",,,
2002120203,"港南",2,3,18,21,,,,,6,,5,"N",,,
2002120204,"港南",2,3,19,22,,,,,5,,0,,,,
2002120205,"港南",2,10,29,39,,,,,5,,0,,,,
2002120206,"港南",2,20,31,51,,,,,2,,0,,,,
2002120207,"港南",3,36,32,68,,,,,2,,0,,,,
2002120208,"港南",3,46,35,81,,,,,11,,0,,,,
2002120209,"港南",3,72,40,112,,,,,17,,5,"WNW",,,
2002120210,"港南",3,73,44,117,,,,,26,,0,,,,
2002120211,"港南",3,59,48,107,,,,,27,,6,"ESE",,,
2002120212,"港南",6,62,51,113,,,,,25,,7,"NNW",,,
2002120213,"港南",6,40,48,88,,,,,20,,8,"ENE",,,
2002120214,"港南",8,49,56,105,,,,,18,,15,"SSE",,,
2002120215,"港南",9,12,86,98,,,,,23,,14,"SSE",,,
2002120216,"港南",7,33,55,88,,,,,13,,16,"SSE",,,
2002120217,"港南",4,22,53,75,,,,,16,,8,"WSW",,,
2002120218,"港南",7,54,53,107,,,,,10,,12,"NE",,,
2002120219,"港南",5,18,42,60,,,,,7,,7,"NNE",,,
2002120220,"港南",4,16,41,57,,,,,1,,3,"E",,,
2002120221,"港南",3,9,37,46,,,,,7,,6,"ENE",,,
2002120222,"港南",4,12,41,53,,,,,12,,3,"NNE",,,
2002120223,"港南",5,18,43,61,,,,,7,,3,"ENE",,,
2002120224,"港南",3,20,45,65,,,,,3,,3,"NNE",,,
2002120301,"港南",3,27,44,71,,,,,0,,0,,,,
2002120302,"港南",3,33,41,74,,,,,5,,0,,,,
2002120303,"港南",4,57,44,101,,,,,7,,0,,,,
2002120304,"港南",3,87,46,133,,,,,5,,0,,,,
2002120305,"港南",3,85,47,132,,,,,25,,0,,,,
2002120306,"港南",4,91,41,132,,,,,5,,0,,,,
2002120307,"港南",4,97,39,136,,,,,0,,4,"WNW",,,
2002120308,"港南",5,110,40,150,,,,,0,,3,"NW",,,
2002120309,"港南",6,151,48,199,,,,,11,,5,"W",,,
2002120310,"港南",7,134,50,184,,,,,9,,7,"WNW",,,
2002120311,"港南",5,54,43,97,,,,,5,,16,"E",,,
2002120312,"港南",6,50,47,97,,,,,13,,7,"NNE",,,
