"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","種別","町字ID","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","認可等年月日","収容定員","受入年齢","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","一時預かりの有無","子供預かり料金種別","子供預かり料金","子供預かり料金備考","子供預かり開所時間","子供預かり閉所時間","病児保育の有無","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","入園案内ホームページ","所在地"
"131199","131199KSLT000116","板橋区","Gakkenほいくえん志村坂上","ガッケンホイクエンシムラサカウエ","","認可保育園","","東京都","板橋区","小豆沢","2丁目21[sanitize]12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000149","板橋区","Meisei","メイセイ","","小規模保育園（A型）","","東京都","板橋区","板橋","3丁目29[sanitize]5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000161","板橋区","MIRATZ常盤台","ミラッツトキワダイ","","小規模保育園（A型）","","東京都","板橋区","南常盤台","1丁目21[sanitize]4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000012","板橋区","あいあい保育園","アイアイホイクエン","","認可保育園","","東京都","板橋区","仲宿","32[sanitize]3","","35.75369","139.71086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/70_aiai/index.htm","","","","","東京都板橋区仲宿32[sanitize]3"
"131199","131199KSLT000092","板橋区","相生保育園","アイオイホイクエン","","認可保育園","","東京都","板橋区","相生町","24[sanitize]3","","35.77858","139.67881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006975.html","","","","","東京都板橋区相生町24[sanitize]3[sanitize]101"
"131199","131199KSLT000067","板橋区","愛和保育園","アイワホイクエン","","認可保育園","","東京都","板橋区","赤塚","2丁目14[sanitize]10","","35.77251","139.64306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/37_aiwa/index.htm","","","","","東京都板橋区赤塚2[sanitize]14[sanitize]10"
"131199","131199KSLT000064","板橋区","赤塚新町保育園","アカツカシンマチホイクエン","","認可保育園","","東京都","板橋区","赤塚新町","2丁目12[sanitize]1","","35.7733","139.6389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006978.html","","","","","東京都板橋区赤塚新町2[sanitize]12[sanitize]1"
"131199","131199KSLT000062","板橋区","赤塚保育園","アカツカホイクエン","","認可保育園","","東京都","板橋区","赤塚","6丁目30[sanitize]1","","35.77664","139.64378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006977.html","","","","","東京都板橋区赤塚6[sanitize]30[sanitize]1"
"131199","131199KSLT000069","板橋区","赤塚六丁目保育園","アカツカロクチョウメホイクエン","","認可保育園","","東京都","板橋区","赤塚","6丁目32[sanitize]11","","35.77637","139.64335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/83_akatsuka6/index.htm","","","","","東京都板橋区赤塚6[sanitize]32[sanitize]11"
"131199","131199KSLT000174","板橋区","上板橋二丁目","カミイタバシニチョウメ","","小規模保育園（A型）","","東京都","板橋区","上板橋","2丁目48[sanitize]1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
