"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","種別","町字ID","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","アクセス方法","駐車場情報","電話番号","内線番号","FAX番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","認可等年月日","収容定員","受入年齢","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","一時預かりの有無","子供預かり料金種別","子供預かり料金","子供預かり料金備考","子供預かり開所時間","子供預かり閉所時間","病児保育の有無","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","入園案内ホームページ","所在地"
"131199","131199KSLT000063","板橋区","あさひが丘保育園","アサヒガオカホイクエン","","認可保育園","","東京都","板橋区","赤塚","7丁目4[sanitize]1","","35.77364","139.64856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006979.html","","","","","東京都板橋区赤塚7[sanitize]4[sanitize]1"
"131199","131199KSLT000010","板橋区","旭保育園","アサヒホイクエン","","認可保育園","","東京都","板橋区","大山金井町","56[sanitize]1","","35.74613","139.70077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/65_asahi/index.htm","","","","","東京都板橋区大山金井町56[sanitize]1"
"131199","131199KSLT000025","板橋区","明日葉保育園大山園","アシタバホイクエンオオヤマエン","","認可保育園","","東京都","板橋区","南町","57[sanitize]11","","35.74279","139.70025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/5","","","","","東京都板橋区南町57[sanitize]11"
"131199","131199KSLT000143","板橋区","明日葉保育園蓮根園","アシタバホイクエンハスネエン","","認可保育園","","東京都","板橋区","坂下","2丁目16[sanitize]8","","35.78397","139.67947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/93","","","","","東京都板橋区坂下2[sanitize]16[sanitize]8"
"131199","131199KSLT000053","板橋区","アスク上板橋保育園","アスクカミイタバシホイクエン","","認可保育園","","東京都","板橋区","上板橋","1丁目19[sanitize]16","","35.76133","139.67535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/93_askkamiitabashi/index.htm","","","","","東京都板橋区上板橋1[sanitize]19[sanitize]16アソルティ上板橋1階"
"131199","131199KSLT000056","板橋区","アスクときわ台保育園","アスクトキワダイホイクエン","","認可保育園","","東京都","板橋区","前野町","2丁目35[sanitize]22","","35.76433","139.69162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/82","","","","","東京都板橋区前野町2[sanitize]35[sanitize]22"
"131199","131199KSLT000011","板橋区","あすなろ保育園","アスナロホイクエン","","認可保育園","","東京都","板橋区","仲宿","25[sanitize]6","","35.75648","139.71051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/71_asunaro/index.htm","","","","","東京都板橋区仲宿25[sanitize]6"
"131199","131199KSLT000205","板橋区","あずさわ保育園","アズサワホイクエン","","小規模保育園（A型）","","東京都","板橋区","蓮沼町","73[sanitize]14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000212","板橋区","家福　笹木　純子","カフクササキジュンコ","","家庭福祉員","","東京都","板橋区","前野町","6丁目48[sanitize]2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000213","板橋区","家福　関田　明美","カフクセキタアケミ","","家庭福祉員","","東京都","板橋区","中台","3[sanitize]27","サンシティⅠ301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000211","板橋区","家福　山後　育恵","カフクヤマゴイクエ","","家庭福祉員","","東京都","板橋区","前野町","2丁目1[sanitize]20","20号棟101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000148","板橋区","板橋一丁目インフィニティ","イタバシイッチョウメインフィニティ","","小規模保育園（A型）","","東京都","板橋区","板橋","1丁目6[sanitize]9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000020","板橋区","板橋仲町どろんこ保育園","イタバシナカチョウドロンコホイクエン","","認可保育園","","東京都","板橋区","仲町","16[sanitize]10","","35.75112","139.69767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/8","","","","","東京都板橋区仲町16[sanitize]10"
"131199","131199KSLT000005","板橋区","板橋保育園","イタバシホイクエン","","認可保育園","","東京都","板橋区","大和町","36[sanitize]4","","35.75942","139.705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006976.html","","","","","東京都板橋区大和町36[sanitize]4"
"131199","131199KSLT000108","板橋区","いたばし前野町保育園","イタバシマエノチョウホイクエン","","認可保育園","","東京都","板橋区","前野町","6丁目3[sanitize]9","","35.76417","139.68447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/9","","","","","東京都板橋区前野町6[sanitize]3[sanitize]9"
"131199","131199KSLT000078","板橋区","うぃず成増保育園","ウィズナリマスホイクエン","","認可保育園","","東京都","板橋区","赤塚","3丁目19[sanitize]4","","35.77658","139.63716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/10","","","","","東京都板橋区赤塚3[sanitize]19[sanitize]4"
"131199","131199KSLT000207","板橋区","ウィズブック保育園志村坂上","ウィズブックホイクエンシムラサカウエ","","小規模保育園（A型）","","東京都","板橋区","小豆沢","2丁目3[sanitize]18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000192","板橋区","ウエルネス保育園成増","ウエルネスホイクエンナリマス","","小規模保育園（B型）","","東京都","板橋区","成増","1丁目5[sanitize]9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000038","板橋区","大谷口保育園","オオヤグチホイクエン","","認可保育園","","東京都","板橋区","大谷口北町","87[sanitize]1","","35.75093","139.68573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006980.html","","","","","東京都板橋区大谷口北町87[sanitize]1"
"131199","131199KSLT000156","板橋区","大山金井町インフィニティ","オオヤマカナイチョウインフィニティ","","小規模保育園（A型）","","東京都","板橋区","大山金井町","47[sanitize]6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000152","板橋区","大山西町インフィニティ","オオヤマニシマチインフィニティ","","小規模保育園（A型）","","東京都","板橋区","大山西町","2[sanitize]3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000153","板橋区","大山西町小規模","オオヤマニシマチショウキボ","","小規模保育園（A型）","","東京都","板橋区","大山西町","52[sanitize]13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000036","板橋区","大山西町保育園","オオヤマニシマチホイクエン","","認可保育園","","東京都","板橋区","大山西町","21[sanitize]3","","35.74574","139.69468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/106","","","","","東京都板橋区大山西町21[sanitize]3"
"131199","131199KSLT000017","板橋区","大山保育園","オオヤマホイクエン","","認可保育園","","東京都","板橋区","大山町","44[sanitize]4","","35.75011","139.69833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/60_ohyama/index.htm","","","","","東京都板橋区大山町44[sanitize]4"
"131199","131199KSLT000157","板橋区","大山らる","オオヤマラル","","小規模保育園（B型）","","東京都","板橋区","大山東町","8[sanitize]7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000162","板橋区","おはよう保育園大山西町","オハヨウホイクエンオオヤマニシマチ","","小規模保育園（A型）","","東京都","板橋区","大山西町","19[sanitize]1","ブリリア大山パークフロント1F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000132","板橋区","かえで保育園","カエデホイクエン","","認可保育園","","東京都","板橋区","高島平","1丁目65[sanitize]1","","35.7855","139.66954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/19_kaede/index.htm","","","","","東京都板橋区高島平1[sanitize]65[sanitize]1"
"131199","131199KSLT000006","板橋区","加賀保育園","カガホイクエン","","認可保育園","","東京都","板橋区","加賀","2丁目3[sanitize]2","","35.756","139.71501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/72_kaga/index.htm","","","","","東京都板橋区加賀2[sanitize]3[sanitize]2"
"131199","131199KSLT000019","板橋区","風の子保育園","カゼノコホイクエン","","認可保育園","","東京都","板橋区","仲町","14[sanitize]15","","35.75169","139.69834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/59_kazenoko/index.htm","","","","","東京都板橋区仲町14[sanitize]15"
"131199","131199KSLT000224","板橋区","家庭福祉員　池田　知子","カテイフクシインイケダトモコ","","家庭福祉員","","東京都","板橋区","高島平","5丁目22[sanitize]7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000225","板橋区","家庭福祉員　内田　京子","カテイフクシインウチダケイコ","","家庭福祉員","","東京都","板橋区","高島平","8丁目22[sanitize]15[sanitize]107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000166","板橋区","家庭福祉員　大場　あや子","カテイフクシインオオバアヤコ","","家庭福祉員","","東京都","板橋区","大和町","6[sanitize]9","ニューハイツ大和101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000223","板橋区","家庭福祉員　岡本　さぎり","カテイフクシインオカモトサギリ","","家庭福祉員","","東京都","板橋区","高島平","5丁目20[sanitize]3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000182","板橋区","家庭福祉員　奥野　敦子","カテイフクシインオクノアツコ","","家庭福祉員","","東京都","板橋区","常盤台","3丁目20[sanitize]3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000169","板橋区","家庭福祉員　鴫　博美","カテイフクシインシギヒロミ","","家庭福祉員","","東京都","板橋区","弥生町","29[sanitize]14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000185","板橋区","家庭福祉員　柴田　光美","カテイフクシインシバタミツミ","","家庭福祉員","","東京都","板橋区","東新町","2丁目39[sanitize]2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000197","板橋区","家庭福祉員　石福　喜代美","カテイフクシインセキフクキヨミ","","家庭福祉員","","東京都","板橋区","赤塚","1丁目10[sanitize]10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000186","板橋区","家庭福祉員　田沼　敦子","カテイフクシインタヌマアツコ","","家庭福祉員","","東京都","板橋区","向原","1丁目9[sanitize]7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000181","板橋区","家庭福祉員　土屋　由桂","カテイフクシインツチヤユカ","","家庭福祉員","","東京都","板橋区","小茂根","2丁目13[sanitize]1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000172","板橋区","家庭福祉員　鶴田　和美","カテイフクシインツルタカズミ","","家庭福祉員","","東京都","板橋区","南町","35[sanitize]9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000165","板橋区","家庭福祉員　豊島　由香","カテイフクシイントヨシマユカ","","家庭福祉員","","東京都","板橋区","板橋","2丁目4[sanitize]38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000187","板橋区","家庭福祉員　中田　直美","カテイフクシインナカダナオミ","","家庭福祉員","","東京都","板橋区","桜川","3丁目19[sanitize]4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000180","板橋区","家庭福祉員　濱田　ゆかり","カテイフクシインハマダユカリ","","家庭福祉員","","東京都","板橋区","小茂根","1丁目8[sanitize]12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000196","板橋区","家庭福祉員　平川　佐和子","カテイフクシインヒラカワサワコ","","家庭福祉員","","東京都","板橋区","徳丸","2丁目30[sanitize]14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000168","板橋区","家庭福祉員　細田　みゆき","カテイフクシインホソダミユキ","","家庭福祉員","","東京都","板橋区","双葉町","12[sanitize]8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000170","板橋区","家庭福祉員　宮崎　幸子","カテイフクシインミヤザキサチコ","","家庭福祉員","","東京都","板橋区","大山西町","30[sanitize]8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000222","板橋区","家庭福祉員　安森　真弓","カテイフクシインヤスモリマユミ","","家庭福祉員","","東京都","板橋区","蓮根","2丁目21[sanitize]5[sanitize]102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000167","板橋区","家庭福祉員　吉田　さち子","カテイフクシインヨシダサチコ","","家庭福祉員","","東京都","板橋区","双葉町","23[sanitize]11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000184","板橋区","家庭福祉員　吉松　万里子","カテイフクシインヨシマツマリコ","","家庭福祉員","","東京都","板橋区","東新町","1丁目34[sanitize]16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000198","板橋区","家庭福祉員　吉丸　朋江","カテイフクシインヨシマルトモエ","","家庭福祉員","","東京都","板橋区","赤塚","7丁目1[sanitize]14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000183","板橋区","家庭福祉員　?橋　慶子","カテイフクシインタカハシケイコ","","家庭福祉員","","東京都","板橋区","常盤台","3丁目29[sanitize]6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000171","板橋区","家庭福祉員　?野　貴子","カテイフクシインタカノタカコ","","家庭福祉員","","東京都","板橋区","幸町","3[sanitize]3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000001","板橋区","かないくぼ保育園","カナイクボホイクエン","","認可保育園","","東京都","板橋区","板橋","2丁目21[sanitize]1","","35.74845","139.70939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006982.html","","","","","東京都板橋区板橋2[sanitize]21[sanitize]2"
"131199","131199KSLT000054","板橋区","上板橋すきっぷ保育園","カミイタバシスキップホイクエン","","認可保育園","","東京都","板橋区","上板橋","3丁目21[sanitize]7","","35.76622","139.67175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/16","","","","","東京都板橋区上板橋3[sanitize]21[sanitize]7"
"131199","131199KSLT000042","板橋区","上板橋保育園","カミイタバシホイクエン","","認可保育園","","東京都","板橋区","上板橋","2丁目3[sanitize]8","","35.76182","139.67384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006983.html","","","","","東京都板橋区上板橋2[sanitize]3[sanitize]8"
"131199","131199KSLT000195","板橋区","北野ベビールーム","キタノベビールーム","","小規模保育園（C型）","","東京都","板橋区","徳丸","3丁目22[sanitize]39[sanitize]202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000073","板橋区","北野保育園","キタノホイクエン","","認可保育園","","東京都","板橋区","徳丸","3丁目20[sanitize]14","","35.77128","139.65832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/39_kitano/index.htm","","","","","東京都板橋区徳丸3[sanitize]20[sanitize]14"
"131199","131199KSLT000074","板橋区","北野保育園分園","キタノホイクエンブンエン","","認可保育園","","東京都","板橋区","徳丸","4丁目20[sanitize]19","","35.77333","139.65452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/39_kitano/index.htm","","","","","東京都板橋区徳丸4[sanitize]20[sanitize]19"
"131199","131199KSLT000117","板橋区","キッズスマイル板橋東坂下","キッズスマイルイタバシヒガシサカシタ","","認可保育園","","東京都","板橋区","東坂下","1丁目10[sanitize]5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000044","板橋区","キッズタウンむかいはら保育園","キッズタウンムカイハラホイクエン","","認可保育園","","東京都","板橋区","向原","3丁目7[sanitize]7","","35.74662","139.68438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/19","","","","","東京都板橋区向原3[sanitize]7[sanitize]7"
"131199","131199KSLT000158","板橋区","木下の保育園上板橋","キノシタノホイクエンカミイタバシ","","小規模保育園（A型）","","東京都","板橋区","上板橋","2丁目3[sanitize]8[sanitize]2F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000154","板橋区","木下の保育園中板橋","キノシタノホイクエンナカイタバシ","","小規模保育園（A型）","","東京都","板橋区","中板橋","19丁目6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000189","板橋区","木下の保育園成増","キノシタノホイクエンナリマス","","小規模保育園（A型）","","東京都","板橋区","赤塚","3丁目16[sanitize]2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000137","板橋区","聖マリア保育園","セイマリアホイクエン","","認可保育園","","東京都","板橋区","高島平","8丁目21[sanitize]11","","35.79075","139.664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/04_seimaria/index.htm","","","","","東京都板橋区高島平8[sanitize]21[sanitize]11"
"131199","131199KSLT000173","板橋区","きららの杜小茂根","キララノモリコモネ","","小規模保育園（A型）","","東京都","板橋区","小茂根","1丁目32[sanitize]16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000214","板橋区","きららの杜西台","キララノモリニシダイ","","小規模保育園（A型）","","東京都","板橋区","高島平","1丁目79[sanitize]3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000030","板橋区","クオリスキッズ板橋本町","クオリスキッズバンホンチョウ","","認可保育園","","東京都","板橋区","本町","35丁目4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000098","板橋区","グローバルキッズ板橋園","グローバルキッズイタバシエン","","認可保育園","","東京都","板橋区","清水町","44[sanitize]3","","35.76359","139.70497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/91_gkidsi/index.htm","","","","","東京都板橋区清水町44[sanitize]3 ロイヤルガーデン2階"
"131199","131199KSLT000051","板橋区","グローバルキッズ上板橋園","グローバルキッズカミイタバシエン","","認可保育園","","東京都","板橋区","常盤台","4丁目30[sanitize]4","","35.76466","139.67729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/94_gkidski/index.htm","","","","","東京都板橋区常盤台4[sanitize]30[sanitize]4"
"131199","131199KSLT000080","板橋区","グローバルキッズ成増園","グローバルキッズナリマスエン","","認可保育園","","東京都","板橋区","成増","2丁目8[sanitize]10","","35.77645","139.63392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoikunavi/hoikunavis/view/84","","","","","東京都板橋区成増2[sanitize]8[sanitize]10"
"131199","131199KSLT000022","板橋区","敬隣保育園","ケイリンホイクエン","","認可保育園","","東京都","板橋区","本町","19[sanitize]4","","35.76048","139.7084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/54_keirin/index.htm","","","","","東京都板橋区本町19[sanitize]4"
"131199","131199KSLT000066","板橋区","紅梅保育園","コウバイホイクエン","","認可保育園","","東京都","板橋区","徳丸","6丁目2[sanitize]10","","35.77636","139.66297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/kusei/soshiki/kodomokatei/hoikuen/1006984.html","","","","","東京都板橋区徳丸6[sanitize]2[sanitize]10"
"131199","131199KSLT000133","板橋区","こじか保育園","コジカホイクエン","","認可保育園","","東京都","板橋区","高島平","2丁目28[sanitize]7","","35.78585","139.66479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/17_kojika/index.htm","","","","","東京都板橋区高島平2[sanitize]28[sanitize]7"
"131199","131199KSLT000134","板橋区","こじか保育園分園","コジカホイクエンブンエン","","認可保育園","","東京都","板橋区","高島平","2丁目28[sanitize]1","","35.78689","139.66598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/17_kojika/index.htm","","","","","東京都板橋区高島平2[sanitize]28[sanitize]1"
"131199","131199KSLT000200","板橋区","コスモメイトときわ台","コスモメイトトキワダイ","","小規模保育園（A型）","","東京都","板橋区","前野町","2丁目16[sanitize]1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199KSLT000226","板橋区","コスモメイト成増保育園","コスモメイトナリマスホイクエン","","認定こども園（地方裁量型）","","東京都","板橋区","赤塚新町","3丁目16[sanitize]17","","35.7731","139.63607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_kurashi/009/009061.html","","","","","東京都板橋区赤塚新町三丁目16[sanitize]17 寿高赤塚ビル1階"
"131199","131199KSLT000129","板橋区","こぶし保育園","コブシホイクエン","","認可保育園","","東京都","板橋区","坂下","3丁目10[sanitize]G","","35.78614","139.68045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hoiku.net/hoiku_navi/89_kobushi/index.htm","","","","","東京都板橋区坂下3[sanitize]10[sanitize]G[sanitize]109"
