全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131199,,東京都板橋区,2022,04,12316,30016,10367,204,72,240,529,4466,2686,
131199,,東京都板橋区,2022,05,13340,26253,10585,221,65,288,477,3354,2337,
131199,,東京都板橋区,2022,06,14266,31103,11004,202,71,288,455,2887,2431,
131199,,東京都板橋区,2022,07,11983,27535,9923,275,54,285,495,2783,2280,
131199,,東京都板橋区,2022,08,13522,28481,10699,254,60,338,559,2746,2480,
131199,,東京都板橋区,2022,09,13174,28017,10833,208,70,326,530,2656,2492,
131199,,東京都板橋区,2022,10,13642,27126,10416,224,84,295,503,2808,2302,
131199,,東京都板橋区,2022,11,13393,26834,10406,356,58,259,570,2355,2295,
131199,,東京都板橋区,2022,12,12830,26491,9708,259,76,288,552,2358,2232,
131199,,東京都板橋区,2023,01,13834,28346,10210,199,56,240,718,2408,2211,
131199,,東京都板橋区,2023,02,13513,27777,10560,231,60,227,530,2710,2639,
131199,,東京都板橋区,2023,03,16228,38751,12562,268,61,273,528,7215,4617,
