階層コード,地域コード,地域,人口総数／平成16年11月１日,人口総数／平成16年10月１日,人口総数／平成15年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12510028,12502879,12428075,7149,0.06,81953,0.66
1,13100,区部,8476147,8471404,8426838,4743,0.06,49309,0.59
1,13200,市部,3942884,3940417,3909437,2467,0.06,33447,0.86
1,13300,郡部,60880,60928,61290,-48,-0.08,-410,-0.67
1,13350,島部,30117,30130,30510,-13,-0.04,-393,-1.29
,,,,,,,,,
住民基本台帳による世帯と人口_平成16年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
