階層コード,地域コード,地域,人口総数／平成16年12月１日,人口総数／平成16年11月１日,人口総数／平成15年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12512731,12510028,12430841,2703,0.02,81890,0.66
1,13100,区部,8476813,8476147,8428165,666,0.01,48648,0.58
1,13200,市部,3944979,3942884,3910919,2095,0.05,34060,0.87
1,13300,郡部,60865,60880,61261,-15,-0.02,-396,-0.65
1,13350,島部,30074,30117,30496,-43,-0.14,-422,-1.38
,,,,,,,,,
住民基本台帳による世帯と人口_平成16年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
