階層コード,地域コード,地域,人口総数／平成16年10月１日,人口総数／平成16年9月１日,人口総数／平成15年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12502879,12501516,12419604,1363,0.01,83275,0.67
1,13100,区部,8471404,8470587,8420706,817,0.01,50698,0.6
1,13200,市部,3940417,3939807,3907115,610,0.02,33302,0.85
1,13300,郡部,60928,60985,61291,-57,-0.09,-363,-0.59
1,13350,島部,30130,30137,30492,-7,-0.02,-362,-1.19
,,,,,,,,,
住民基本台帳による世帯と人口_平成16年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
