"データセット_ID","全国地方公共団体コード","地方公共団体名","データセット_タイトル","データセット_サブタイトル","データセット_概要","データセット_キーワード","データセット_分類","データセット_ユニバーサルメニュー","データセット_公開日","データセット_最終更新日","データセット_バージョン","データセット_言語","データセット_URL","データセット_更新頻度","データセット_準拠する標準","データセット_関連ドキュメント","データセット_来歴情報","データセット_対象地域","データセット_対象期間","データセット_連絡先名称","データセット_連絡先メールアドレス","データセット_連絡先電話番号","データセット_連絡先内線番号","データセット_連絡先FormURL","データセット_連絡先備考（その他、SNSなど）","データセット_備考","ファイル_タイトル","ファイル_アクセスURL","ファイル_ダウンロードURL","ファイル_説明","ファイル形式","ファイル_ライセンス","ファイル_ステータス","ファイル_サイズ","ファイル_公開日","ファイル_最終更新日","ファイル_利用規約","ファイル_関連ドキュメント","ファイル_言語","ファイル_準拠する標準","ファイル_API対応有無"
"131083500001","131083","江東区","江東区の公共施設一覧","","","","行財政","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_public_facility.csv","","CSV","CC BYに準拠。","","","2019-04-03","2023-12-15","","","","","無"
"131083500002","131083","江東区","江東区の文化財一覧","","","","教育・文化・スポーツ・生活","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_cultural_property.csv","","CSV","CC BYに準拠。","","","2019-04-03","2023-12-15","","","","","無"
"131083500003","131083","江東区","江東区の地域・年齢別人口","","","","人口・世帯","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_population.csv","","CSV","CC BYに準拠。","","","2022-05-13","2023-12-15","","","","","無"
"131083500004","131083","江東区","江東区の子育て施設一覧","","","","教育・文化・スポーツ・生活","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_preschool.csv","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500005","131083","江東区","江東区のオープンデータ一覧","","","","その他","","","2023-05-07","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_open_data_list.csv","","CSV","CC BYに準拠。","","","2022-05-13","2023-12-15","","","","","無"
"131083500006","131083","江東区","江東区の公衆無線LANアクセスポイント一覧","","","","運輸・観光","","","2023-05-07","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_public_wireless_lan.csv","","CSV","CC BYに準拠。","","","2019-04-03","2023-12-15","","","","","無"
"131083500007","131083","江東区","江東区のAED設置箇所一覧","","","","社会保障・衛生","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_aed.csv","","CSV","CC BYに準拠。","","","2023-02-28","2023-12-15","","","","","無"
"131083500008","131083","江東区","江東区の介護サービス事業所一覧","","","","社会保障・衛生","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_care_service.csv","","CSV","CC BYに準拠。","","","2023-02-03","2023-12-15","","","","","無"
"131083500009","131083","江東区","江東区の観光施設一覧","","","","運輸・観光","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_tourism.csv","","CSV","CC BYに準拠。","","","2019-04-03","2023-12-15","","","","","無"
"131083500010","131083","江東区","江東区のイベント一覧","","","","運輸・観光","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_event.csv","","CSV","CC BYに準拠。","","","2019-04-03","2023-12-15","","","","","無"
