"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100089","江東区","石造五輪塔　天保10年在銘","セキゾウゴリントウ　テンポウ１０ネンザイメイ","","Stone five-tier-stone gravemarker Having the maker's name inscribed in 1839","江東区登録文化財","建造物","東覚寺","131083","","東京都江東区亀戸4-24-1","東京都","江東区","亀戸4丁目","24-1","","35.703227","139.826243","","","(03)3681-8213","","","","","1360071","1","基","","東覚寺","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100090","江東区","石造宝篋印塔　弘法大師千五十年忌","セキゾウホウキョウイントウ　コウボウダイシセンゴジュウネンキ","","Stone takarakyou Seal tower Kobodaishi 1050th anniversary service","江東区登録文化財","建造物","東覚寺","131083","","東京都江東区亀戸4-24-1","東京都","江東区","亀戸4丁目","24-1","","35.703227","139.826243","","","(03)3681-8213","","","","","1360071","1","基","","東覚寺","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100091","江東区","石造五輪塔　元禄13年在銘","セキゾウゴリントウ　ゲンロク１３ネンザイメイ","","Stone five-tier-stone gravemarker Having the maker's name inscribed in 1700","江東区登録文化財","建造物","東覚寺","131083","","東京都江東区亀戸4-24-1","東京都","江東区","亀戸4丁目","24-1","","35.703227","139.826243","","","(03)3681-8213","","","","","1360071","1","基","","東覚寺","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100092","江東区","石造宝篋印塔　文化元年在銘","セキゾウホウキョウイントウ　ブンカガンネンザイメイ","","Stone takarakyou Seal tower 1804 having the maker's name inscribed","江東区登録文化財","建造物","宝蓮寺","131083","","東京都江東区亀戸4-35-12","東京都","江東区","亀戸4丁目","35-12","","35.702061","139.827409","","","(03)3681-9757","","","","","1360071","1","基","","宝蓮寺","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100093","江東区","石造燈籠　寛文13年在銘","セキゾウトウロウ　カンブン１３ネンザイメイ","","Stone light basket Having the maker's name inscribed in 1673","江東区登録文化財","建造物","常光寺","131083","","東京都江東区亀戸4-48-3","東京都","江東区","亀戸4丁目","48-3","","35.702669","139.830506","","","(03)3681-7023","","","","","1360071","1","基","","常光寺","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100094","江東区","石造宝篋印塔　永享７年在銘","セキゾウホウキョウイントウ　エイキョウ７ネンザイメイ","","Stone takarakyou Seal tower Having the maker's name inscribed in 1435","江東区登録文化財","建造物","自性院","131083","","東京都江東区亀戸6-35-23","東京都","江東区","亀戸6丁目","35-23","","35.694477","139.830385","","","","","","","","1360071","1","基","","自性院","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100095","江東区","石造燈籠　明暦２年在銘","セキゾウトロウ　メイレキ２ネンザイメイ","","Stone light basket Having the maker's name inscribed in 1656","江東区登録文化財","建造物","自性院","131083","","東京都江東区亀戸6-35-23","東京都","江東区","亀戸6丁目","35-23","","35.694477","139.830385","","","","","","","","1360071","1","基","","自性院","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100096","江東区","石造燈籠　文政11年在銘","セキゾウトロウ　ブンセイ１１ネンザイメイ","","Stone light basket Having the maker's name inscribed in 1828","江東区登録文化財","建造物","自性院","131083","","東京都江東区亀戸6-35-23","東京都","江東区","亀戸6丁目","35-23","","35.694477","139.830385","","","","","","","","1360071","1","基","","自性院","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100097","江東区","石造燈籠　二十六夜同行奉納　一対","セキゾウトウロウ　ニジュウロクヤドウギョウホウノウ　イッツイ","","Twenty-six night stone light baskets A pair of accompaniment dedication","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","対","","浅間神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100098","江東区","石造鳥居　大正７年在銘","セキゾウトリイ　タイショウ７ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1918","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","基","","浅間神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100099","江東区","石造鳥居　大正７年在銘","セキゾウトリイ　タイショウ７ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1918","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","基","","浅間神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100100","江東区","石造燈籠　大正８年在銘　一対","セキゾウトウロウ　タイショウ８ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1919","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","対","","浅間神社","1993-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100101","江東区","浅間神社社殿","センゲンジンジャシャデン","","Sengen Jinja Shrine shrine building","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","棟","","浅間神社","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100102","江東区","石造鳥居　六之橋若者中奉納","セキゾウトリイ　ロクノハシワカモノチュウホウノウ","","Stone Torii Dedication in the Rrokunohashi young person","江東区登録文化財","建造物","浅間神社","131083","","東京都江東区亀戸9-15-7","東京都","江東区","亀戸9丁目","15-7","","35.695771","139.844565","","","(03)3682-1581","","","","","1360071","1","基","","浅間神社","2006-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/17141.html",""
"131083","131083100103","江東区","石造燈籠　井伊直武奉納寛永寺旧蔵","セキゾウトウロウ　イイナオタケホウノウカンエイジキュウゾウ","","Stone light basket Naotake Ii dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","羅漢寺","131083","","東京都江東区大島3-1-8","東京都","江東区","大島3丁目","1-8","","35.689608","139.826664","","","","","","","","1360072","1","基","","羅漢寺","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100104","江東区","石造鳥居　明治40年在銘","セキゾウトリイ　メイジ４０ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1907","江東区登録文化財","建造物","愛宕神社","131083","","東京都江東区大島3-31-15","東京都","江東区","大島3丁目","31-15","","35.689646","139.831112","","","","","","","","1360072","1","基","","愛宕神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100105","江東区","石造鳥居　明治21年在銘","セキゾウトリイ　メイジ２１ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1888","江東区登録文化財","建造物","安井大市稲荷神社","131083","","東京都江東区大島4-19","東京都","江東区","大島4丁目","19","","35.686609","139.832373","","","","","","","","1360072","1","基","","安井大市稲荷神社","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100106","江東区","石造鳥居　明治25年在銘","セキゾウトリイ　メイジ２５ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1892","江東区登録文化財","建造物","大島稲荷神社","131083","","東京都江東区大島5-39-26","東京都","江東区","大島5丁目","39-26","","35.686392","139.836618","","","(03)3684-4749","","","","","1360072","1","基","5010605000190","大島稲荷神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100107","江東区","石造燈籠　大正８年在銘　一対","セキゾウトウロウ　タイショウ８ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1919","江東区登録文化財","建造物","大島稲荷神社","131083","","東京都江東区大島5-39-26","東京都","江東区","大島5丁目","39-26","","35.686392","139.836618","","","(03)3684-4749","","","","","1360072","1","対","5010605000190","大島稲荷神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100108","江東区","石造鳥居　明治41年在銘","セキゾウトリイ　メイジ４１ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1908","江東区登録文化財","建造物","東大島神社","131083","","東京都江東区大島7-24-1","東京都","江東区","大島7丁目","24-1","","35.690871","139.840979","","","(03)3681-7058","","","","","1360072","1","基","1010605000244","東大島神社","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100109","江東区","石造鳥居　明治41年在銘","セキゾウトリイ　メイジ４１ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1908","江東区登録文化財","建造物","東大島神社","131083","","東京都江東区大島7-24-1","東京都","江東区","大島7丁目","24-1","","35.690871","139.840979","","","(03)3681-7058","","","","","1360072","1","基","1010605000244","東大島神社","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100110","江東区","石造鳥居　大正４年在銘","セキゾウトリイ　タイショウ４ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1915","江東区登録文化財","建造物","東大島神社","131083","","東京都江東区大島7-24-1","東京都","江東区","大島7丁目","24-1","","35.690871","139.840979","","","(03)3681-7058","","","","","1360072","1","基","1010605000244","東大島神社","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100111","江東区","石造燈籠　昭和12年在銘　一対","セキゾウトウロウ　ショウワ１２ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1937","江東区登録文化財","建造物","東大島神社","131083","","東京都江東区大島7-24-1","東京都","江東区","大島7丁目","24-1","","35.690871","139.840979","","","(03)3681-7058","","","","","1360072","1","対","1010605000244","東大島神社","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100112","江東区","石造燈籠　明治39年在銘　一対","セキゾウトウロウ　メイジ３９ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1906","江東区登録文化財","建造物","志演神社","131083","","東京都江東区北砂2-1-37","東京都","江東区","北砂2丁目","1-37","","35.677564","139.826635","","","(03)3644-1445","","","","","1360073","1","対","4010605000381","志演神社","1994-03-23","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100113","江東区","石造鳥居　昭和３年在銘","セキゾウトリイ　ショウワ３ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1928","江東区登録文化財","建造物","志演神社","131083","","東京都江東区北砂2-1-37","東京都","江東区","北砂2丁目","1-37","","35.677564","139.826635","","","(03)3644-1445","","","","","1360073","1","基","4010605000381","志演神社","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/15166.html",""
"131083","131083100114","江東区","石造鳥居　明治14年在銘","セキゾウトリイ　メイジ１４ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1881","江東区登録文化財","建造物","治兵衛稲荷神社","131083","","東京都江東区北砂3-21-11","東京都","江東区","北砂3丁目","21-11","","35.681664","139.830605","","","","","","","","1360073","1","基","4010605000225","治兵衛稲荷神社","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/15167.html",""
"131083","131083100115","江東区","石造燈籠　本庄資承奉納寛永寺旧蔵","セキゾウトウロウ　ホンジョウスケツグホウノウカンエイジキュウゾウ","","Stone light basket Suketsugu Honjo dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100116","江東区","石造燈籠　仙石久道奉納寛永寺旧蔵","セキゾウトウロウ　センゴクヒサミチホウノウカンエイジキュウゾウ","","Stone light basket Sengoku Hisamichi dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100117","江東区","石造宝篋印塔　元文４年在銘","セキゾウホウキョウイントウ　ゲンブン４ネンザイメイ","","Stone takarakyou Seal tower Having the maker's name inscribed in 1739","江東区登録文化財","建造物","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","基","","持宝院","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100118","江東区","石造燈籠　明治41年在銘　一対","セキゾウトウロウ　メイジ４１ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1908","江東区登録文化財","建造物","亀守稲荷神社","131083","","東京都江東区北砂6-12","東京都","江東区","北砂6丁目","12","","35.683567","139.836259","","","","","","","","1360073","1","対","","亀守稲荷神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100119","江東区","石造鳥居　明治14年在銘","セキゾウトリイ　メイジ１４ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1881","江東区登録文化財","建造物","妙法稲荷神社","131083","","東京都江東区東砂2-3-2","東京都","江東区","東砂2丁目","3-2","","35.683519","139.841956","","","","","","","","1360074","1","基","","妙法稲荷神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100120","江東区","石造燈籠　昭和4年在銘　一対","セキゾウトウロウ　ショウワ４ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1929","江東区登録文化財","建造物","生田神社","131083","","東京都江東区東砂3-17-17","東京都","江東区","東砂3丁目","17-17","","35.681494","139.841778","","","","","","","","1360074","1","対","","生田神社","2001-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100121","江東区","旧大石家住宅","キュウオオイシケジュウタク","","the Old Oishi family housing","江東区指定文化財","建造物","江東区","131083","","東京都江東区南砂5-24地先仙台堀川公園内","東京都","江東区","南砂5丁目","24 地先仙台堀川公園内","","35.674424","139.835955","","","(03)3647-9819","","","","","1360076","1","棟","6000020131083","江東区","1994-03-23","土日","10:00:00","16:00:00","祝日開館、年末年始(12月27日から1月5日は休み","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/15177.html",""
"131083","131083100122","江東区","石造燈籠　堀田正順奉納　一対","セキゾウトウロウ　ホッタマサナリホウノウ　イッツイ","","Stone light basket A pair of Masanori-Hotta dedication","江東区登録文化財","建造物","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100123","江東区","石造鳥居　万延２年在銘","セキゾウトリイ　マンエン２ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1861","江東区登録文化財","建造物","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","基","9010605000237","富賀岡八幡宮","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100124","江東区","石造燈籠　明治34年在銘　一対","セキゾウトウロウ　メイジ３４ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1901","江東区登録文化財","建造物","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100125","江東区","石造燈籠　昭和13年在銘　一対","セキゾウトウロウ　ショウワ１３ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1938","江東区登録文化財","建造物","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100126","江東区","石造燈籠　昭和17年在銘　一対","セキゾウトウロウ　ショウワ１７ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1942","江東区登録文化財","建造物","富賀岡八幡宮","131083","","東京都江東区南砂7-14-18","東京都","江東区","南砂7丁目","14-18","","35.669287","139.837599","","","(03)3647-9472","","","","","1360076","1","対","9010605000237","富賀岡八幡宮","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100127","江東区","絹本着色釈迦十六善神像","ケンポンチャクショクシャカジュウロクゼンシンゾウ","","Silk canvas coloring Buddha sixteen goodness image of a deity","江東区指定文化財","美術工芸","長慶寺","131083","","東京都江東区森下2-22-9","東京都","江東区","森下2丁目","22-9","","35.688665","139.798816","","","(03)3631-9063","","","","","1350004","1","幅","","長慶寺","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kaiga/15183.html",""
"131083","131083100128","江東区","絹本墨画淡彩虎十二態図　岸駒筆　4曲1隻・6曲1隻・軸2幅　附　木箱1合","ケンポンボクガタンサイトラジュウニタイズ　ガンクヒツ　４キョク１セキ・６キョク１セキ・ジク２フク　ツケタリ　キバコイチゴウ","","Silk canvas black and white drawing tint tiger Ganku-wright, one six song and axis two width Tsukugi box Ichigou","江東区登録文化財","美術工芸","長慶寺","131083","","東京都江東区森下2-22-9","東京都","江東区","森下2丁目","22-9","","35.688665","139.798816","","","(03)3631-9063","","","","","1350004","2;2","隻;幅","","長慶寺","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100129","江東区","紙本墨画大黒天像","シホンボクガダイコクテンゾウ","","Paper canvas black and white drawing Daikokuten image","江東区登録文化財","美術工芸","円珠院","131083","","東京都江東区平野1-13-6","東京都","江東区","平野1丁目","14-6","","35.678578","139.800937","","","(03)3641-0491","","","","","1350023","1","幅","","円珠院","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100130","江東区","絹本着色出山釈迦図　附下絵1幅","ケンポンチャクショクシュッセンシャカズ　ツケタリシタエ","","A spread of silk canvas coloring coming down a mountain Buddha zufu sketch","江東区登録文化財","美術工芸","玉泉院","131083","","東京都江東区平野1-14-6","東京都","江東区","平野1丁目","14-6","","35.679318","139.799732","","","(03)3641-0573","","","","","1350023","1","幅","","玉泉院","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100131","江東区","絹本着色阿弥陀三尊来迎図","ケンポンチャクショクアミダサンゾンライゴウズ","","Silk canvas coloring Amida-Sanzon picture of the welcoming into the Pure Land","江東区登録文化財","美術工芸","良信院","131083","","東京都江東区三好3-7-5","東京都","江東区","三好3丁目","7-5","","35.680536","139.804301","","","(03)3641-7594","","","","","1350022","1","幅","3010605000267","良信院","1994-03-23","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100132","江東区","紙本着色仏涅槃図","シホンチャクショクブツネハンズ","","Paper canvas coloring Butsunehann figure","江東区登録文化財","美術工芸","良信院","131083","","東京都江東区三好3-7-5","東京都","江東区","三好3丁目","7-5","","35.680536","139.804301","","","(03)3641-7594","","","","","1350022","1","幅","3010605000267","良信院","1994-03-23","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100133","江東区","紙本着色雄誉霊巖上人像","シホンチャクショクオウヨレイガンショウニンゾウ","","Paper canvas coloring Ouyo-Reigan saint image","江東区指定文化財","美術工芸","雄松院（おうしょういん）","131083","","東京都江東区白河1-1-8","東京都","江東区","白河1丁目","1-8","","35.681011","139.799252","","","(03)3641-2304","","","","","1350021","1","幅","5010605000265","雄松院","1994-03-23","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kaiga/15190.html",""
"131083","131083100134","江東区","絹本着色当麻曼荼羅図","ケンポンチャクショクタイママンダラズ","","Silk canvas coloring Tai Mandala figure","江東区登録文化財","美術工芸","心行寺","131083","","東京都江東区深川2-16-7","東京都","江東区","深川2丁目","16-7","","35.675974","139.796779","","","(03)3641-2566","","","","","1350033","1","幅","","心行寺","1994-03-23","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100135","江東区","絹本着色毘沙門天像　附木箱1合","ケンポンチャクショクビシャモンテンゾウ　ツケタリキバコ１ゴウ","","Silk canvas coloring god of treasure image Tsukugi box 1 gou","江東区指定文化財","美術工芸","増林寺（ぞうりんじ）","131083","","東京都江東区深川2-19-13","東京都","江東区","深川2丁目","19-13","","35.677014","139.797507","","","(03)3641-5861","","","","","1350033","1","幅","5010605000224","増林寺","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100136","江東区","絹本着色不動明王二童子像","ケンポンチャクショクフドウミョウオウニドウジゾウ","","Silk canvas coloring Fudo-Myouou two child image","江東区登録文化財","美術工芸","増林寺","131083","","東京都江東区深川2-19-13","東京都","江東区","深川2丁目","19-13","","35.677014","139.797507","","","(03)3641-5861","","","","","1350033","1","幅","5010605000224","増林寺","1993-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100137","江東区","紙本墨画達磨像","シホンボクガダルマゾウ","","Paper canvas black and white drawing daruma doll image","江東区指定文化財","美術工芸","慧然寺","131083","","東京都江東区深川2-22-11","東京都","江東区","深川2丁目","22-11","","35.676873","139.799094","","","(03)3641-6832","","","","","1350033","1","幅","1010605000178","慧然寺","1997-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100138","江東区","絹本着色地蔵菩薩半跏像","ケンポンチャクショクジゾウボサツハンカゾウ","","Silk canvas coloring Jizo-Bosatsu-Hanka","江東区指定文化財","美術工芸","永代寺","131083","","東京都江東区富岡1-15-1","東京都","江東区","富岡1丁目","15-1","","35.672013","139.798061","","","(03)3641-4015","","","","","1350047","1","幅","","永代寺","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kaiga/15195.html",""
"131083","131083100139","江東区","絹本着色宝冠阿弥陀如来坐像","ケンポンチャクショクホウカンアミダニョライザゾウ","","Silk canvas coloring crown Amida Nyorai","江東区登録文化財","美術工芸","永代寺","131083","","東京都江東区富岡1-15-1","東京都","江東区","富岡1丁目","15-1","","35.672013","139.798061","","","(03)3641-4015","","","","","1350047","1","幅","","永代寺","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100140","江東区","絹本着色束帯天神像","ケンポンチャクショクソクタイテンジンゾウ","","Silk canvas coloring full court dress Tenjin image","東京都指定文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","幅","2010605000177","亀戸天神社","1978-03-16","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100141","江東区","絹本着色釈迦十六善神図　狩野永鐡筆　附桐箱1合","ケンポンチャクショクシャカジュウロクゼンシンズ　カノウエイテイツヒツ　ツケタリキリバコ１ゴウ","","Silk canvas coloring Buddha sixteen goodness god figure by Kano-Eitetsu kirihako Ichigou","江東区登録文化財","美術工芸","長寿寺","131083","","東京都江東区亀戸3-10-2","東京都","江東区","亀戸3丁目","10-2","","35.703158","139.819634","","","(03)3681-8897","","","","","1360071","1","幅","","長寿寺","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100142","江東区","紙本淡彩道祖神祭図　歌川広重筆","シホンタンサイドウソジンサイズ　ウタガワヒロシゲヒツ","","Paper canvas tint Dousojin figure by Utagawa Hiroshige","江東区指定文化財","美術工芸","香取神社","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","35.704295","139.825214","","","(03)3681-4575","","","","","1360071","1","幅","","香取神社","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kaiga/15201.html",""
"131083","131083100143","江東区","三十六歌仙図屏風","サンジュウロッカセンズビョウブ","","Figure folding screen of thirty six laureates of Waka poets","江東区登録文化財","美術工芸","","131083","","東京都江東区亀戸3","東京都","江東区","亀戸3丁目","","","","","","","","","","","","1360071","1","双","","個人蔵","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
