"全国地方公共団体コード","ID","地方公共団体名","種別","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","口径","備考"
"131083","131083D00001","江東区","防火水そう","131083","","東京都江東区清澄2-11-5清澄二丁目公園","東京都","江東区","清澄2丁目","11-5 清澄2丁目公園","","35.683607","139.796438","650",""
"131083","131083D00002","江東区","防火水そう","131083","","東京都江東区森下2-5-16森下公園内","東京都","江東区","森下2丁目","5-16 森下公園内","","35.686326","139.799833","650",""
"131083","131083D00003","江東区","その他","131083","","東京都江東区森下3-12-17森下文化センター","東京都","江東区","森下3丁目","12-17 森下文化センター","","35.685250","139.802207","90",""
"131083","131083D00004","江東区","防火水そう","131083","","東京都江東区森下3-13-9高森公園","東京都","江東区","森下3丁目","13-9 高森公園","","35.684550","139.802837","650",""
"131083","131083D00005","江東区","防火水そう","131083","","東京都江東区平野2-8-2平野二丁目児童遊園","東京都","江東区","平野2丁目","8-2 平野2丁目児童遊園","","35.678554","139.802814","650",""
"131083","131083D00006","江東区","防火水そう","131083","","東京都江東区白河4-3-27元加賀公園内","東京都","江東区","白河4丁目","3-27 元加賀公園内","","35.681774","139.808935","650",""
"131083","131083D00007","江東区","防火水そう","131083","","東京都江東区深川1-6-13亀堀公園北側","東京都","江東区","深川1丁目","6-13 亀堀公園北側","","35.678222","139.795266","650",""
"131083","131083D00008","江東区","防火水そう","131083","","東京都江東区深川1-6-29亀堀公園南側","東京都","江東区","深川1丁目","6-29 亀堀公園南側","","35.676967","139.794537","650",""
"131083","131083D00009","江東区","防火水そう","131083","","東京都江東区牡丹2-1-1牡丹町公園北側","東京都","江東区","牡丹2丁目","1-1 牡丹町公園北側","","35.670203","139.794773","650",""
"131083","131083D00010","江東区","防火水そう","131083","","東京都江東区牡丹2-1-8牡丹町公園東側","東京都","江東区","牡丹2丁目","1-8 牡丹町公園東側","","35.669436","139.795803","650",""
"131083","131083D00011","江東区","防火水そう","131083","","東京都江東区塩浜1-5-5塩浜一丁目公園","東京都","江東区","塩浜1丁目","5-5 塩浜1丁目公園","","35.659639","139.801977","650",""
"131083","131083D00012","江東区","防火水そう","131083","","東京都江東区枝川1-6-19枝川一丁目公園","東京都","江東区","枝川1丁目","6-19 枝川1丁目公園","","35.657378","139.803317","650",""
"131083","131083D00013","江東区","防火水そう","131083","","東京都江東区枝川1-6-19枝川一丁目公園","東京都","江東区","枝川1丁目","6-19 枝川1丁目公園","","35.657588","139.803703","650",""
"131083","131083D00014","江東区","防火水そう","131083","","東京都江東区豊洲4-3豊洲四丁目第二公園","東京都","江東区","豊洲4丁目","3 豊洲4丁目第二公園","","35.654583","139.798318","650",""
