"全国地方公共団体コード","ID","地方公共団体名","種別","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","口径","備考"
"131083","131083D00015","江東区","防火水そう","131083","","東京都江東区東雲2-4東雲公園北側","東京都","江東区","東雲2丁目","4 東雲公園北側","","35.643865","139.798569","650",""
"131083","131083D00016","江東区","防火水そう","131083","","東京都江東区東雲2-4東雲公園西側","東京都","江東区","東雲2丁目","4 東雲公園西側","","35.643132","139.797839","650",""
"131083","131083D00017","江東区","防火水そう","131083","","東京都江東区千石2-7-4千石公園","東京都","江東区","千石2丁目","7-4 千石公園","","35.679567","139.815558","650",""
"131083","131083D00018","江東区","防火水そう","131083","","東京都江東区千石2-9-22川南公園内","東京都","江東区","千石2丁目","9-22 川南公園内","","35.679133","139.816973","650",""
"131083","131083D00019","江東区","防火水そう","131083","","東京都江東区石島18-23扇橋公園内","東京都","江東区","石島","18-23 扇橋公園内","","35.680781","139.812037","650",""
"131083","131083D00020","江東区","防火水そう","131083","","東京都江東区千田16-5江東公園","東京都","江東区","千田","16-5 江東公園","","35.682374","139.816355","650",""
"131083","131083D00021","江東区","防火水そう","131083","","東京都江東区海辺1川南海辺公園","東京都","江東区","海辺","1 川南海辺公園","","35.680134","139.817474","650",""
"131083","131083D00022","江東区","防火水そう","131083","","東京都江東区猿江2-3-10猿江二丁目公園","東京都","江東区","猿江2丁目","3-10 猿江2丁目公園","","35.686051","139.815179","650",""
"131083","131083D00023","江東区","その他","131083","","東京都江東区住吉1-8-13住吉一丁目公園","東京都","江東区","住吉1丁目","8-13 住吉1丁目公園","","35.687635","139.811505","90",""
"131083","131083D00024","江東区","防火水そう","131083","","東京都江東区住吉1-19-3住吉公園","東京都","江東区","住吉1丁目","19-3 住吉公園","","35.690005","139.812834","650",""
"131083","131083D00025","江東区","防火水そう","131083","","東京都江東区東陽3-27-27東陽公園内","東京都","江東区","東陽3丁目","27-27 東陽公園内","","35.669829","139.815743","650",""
"131083","131083D00026","江東区","防火水そう","131083","","東京都江東区亀戸2-4-13文泉公園内","東京都","江東区","亀戸2丁目","4-13 文泉公園内","","35.698323","139.822139","650",""
"131083","131083D00027","江東区","防火水そう","131083","","東京都江東区亀戸3-39-4日立亀島公園","東京都","江東区","亀戸3丁目","39-4 日立亀島公園","","35.705772","139.822721","650",""
"131083","131083D00028","江東区","防火水そう","131083","","東京都江東区亀戸3-59亀戸三丁目公園","東京都","江東区","亀戸3丁目","59 亀戸3丁目公園","","35.703056","139.824114","650",""
"131083","131083D00029","江東区","防火水そう","131083","","東京都江東区亀戸4-21-8亀戸高齢者在宅サービスセンター","東京都","江東区","亀戸4丁目","21-8 亀戸高齢者在宅サービスセンター","","35.702510","139.826441","650",""
"131083","131083D00030","江東区","防火水そう","131083","","東京都江東区亀戸4-47-2亀戸四丁目公園","東京都","江東区","亀戸4丁目","47-2 亀戸4丁目公園","","35.702614","139.830346","650",""
"131083","131083D00031","江東区","防火水そう","131083","","東京都江東区亀戸5-24-4亀戸5丁目公園","東京都","江東区","亀戸5丁目","24-4 亀戸5丁目公園","","35.700105","139.828773","650",""
"131083","131083D00032","江東区","防火水そう","131083","","東京都江東区亀戸5-33第二亀戸公園北","東京都","江東区","亀戸5丁目","33 第二亀戸公園北","","35.698370","139.830503","650",""
"131083","131083D00033","江東区","防火水そう","131083","","東京都江東区亀戸5-33第二亀戸公園南","東京都","江東区","亀戸5丁目","33 第二亀戸公園南","","35.698296","139.830222","650",""
"131083","131083D00034","江東区","防火水そう","131083","","東京都江東区亀戸6-8-9亀戸緑道公園","東京都","江東区","亀戸6丁目","8-9 亀戸緑道公園","","35.694697","139.828149","650",""
"131083","131083D00035","江東区","防火水そう","131083","","東京都江東区亀戸7-15亀戸七丁目北公園南側","東京都","江東区","亀戸7丁目","15 亀戸7丁目北公園南側","","35.697868","139.835321","650",""
"131083","131083D00036","江東区","防火水そう","131083","","東京都江東区亀戸7-15亀戸七丁目北公園北側","東京都","江東区","亀戸7丁目","15 亀戸7丁目北公園北側","","35.698121","139.835342","650",""
"131083","131083D00037","江東区","防火水そう","131083","","東京都江東区亀戸9-20-4亀戸九丁目公園","東京都","江東区","亀戸9丁目","20-4 亀戸9丁目公園","","35.698229","139.842809","650",""
"131083","131083D00038","江東区","防火水そう","131083","","東京都江東区亀戸9-37-23亀戸運動公園内南側","東京都","江東区","亀戸9丁目","37-23 亀戸運動公園内南側","","35.698786","139.838174","650",""
"131083","131083D00039","江東区","防火水そう","131083","","東京都江東区亀戸9-37-23亀戸運動公園内北側","東京都","江東区","亀戸9丁目","37-23 亀戸運動公園内北側","","35.699762","139.839161","650",""
"131083","131083D00040","江東区","防火水そう","131083","","東京都江東区大島1-34-8大島1丁目公園","東京都","江東区","大島1丁目","34-8 大島1丁目公園","","35.688109","139.825718","650",""
"131083","131083D00041","江東区","防火水そう","131083","","東京都江東区大島2-11-11大島2丁目公園内北","東京都","江東区","大島2丁目","11-11 大島2丁目公園内北","","35.691630","139.823357","650",""
"131083","131083D00042","江東区","防火水そう","131083","","東京都江東区大島2-11-11大島2丁目公園内南","東京都","江東区","大島2丁目","11-11 大島2丁目公園内南","","35.691403","139.823304","650",""
"131083","131083D00043","江東区","防火水そう","131083","","東京都江東区大島2-27-13大島防災公園南","東京都","江東区","大島2丁目","27-13 大島防災公園南","","35.691961","139.824227","650",""
"131083","131083D00044","江東区","防火水そう","131083","","東京都江東区大島2-27-13大島防災公園北","東京都","江東区","大島2丁目","27-13 大島防災公園北","","35.692135","139.824463","650",""
"131083","131083D00045","江東区","防火水そう","131083","","東京都江東区大島3-10-7福寿庵そば店前","東京都","江東区","大島3丁目","10-7 福寿庵そば店前","","35.691468","139.828563","650",""
"131083","131083D00046","江東区","防火水そう","131083","","東京都江東区大島3-15-7新緑道","東京都","江東区","大島3丁目","15-7 新緑道","","35.690359","139.829071","650",""
"131083","131083D00047","江東区","防火水そう","131083","","東京都江東区大島4-17-9大島四丁目公園内東","東京都","江東区","大島4丁目","17-9 大島4丁目公園内東","","35.688050","139.823145","650",""
"131083","131083D00048","江東区","防火水そう","131083","","東京都江東区大島4-17-9大島四丁目公園内西","東京都","江東区","大島4丁目","17-9 大島4丁目公園内西","","35.688033","139.831716","650",""
"131083","131083D00049","江東区","防火水そう","131083","","東京都江東区大島8-11-7大島八丁目公園","東京都","江東区","大島8丁目","11-7 大島8丁目公園","","35.687693","139.839247","650",""
"131083","131083D00050","江東区","防火水そう","131083","","東京都江東区北砂4-20砂町中央公園","東京都","江東区","北砂4丁目","20 砂町中央公園","","35.676664","139.831861","650",""
"131083","131083D00051","江東区","防火水そう","131083","","東京都江東区北砂6-26亀高公園内北東角","東京都","江東区","北砂6丁目","26 亀高公園内北東角","","35.681532","139.838597","650",""
"131083","131083D00052","江東区","防火水そう","131083","","東京都江東区北砂6-26亀高公園内南西側","東京都","江東区","北砂6丁目","26 亀高公園内南西側","","35.681274","139.837816","650",""
"131083","131083D00053","江東区","防火水そう","131083","","東京都江東区東砂1-2-13東砂一丁目公園","東京都","江東区","東砂1丁目","2-13 東砂1丁目公園","","35.683666","139.839371","650",""
"131083","131083D00054","江東区","防火水そう","131083","","東京都江東区東砂3-17東砂三丁目第2公園西側","東京都","江東区","東砂3丁目","17 東砂3丁目第2公園西側","","35.681454","139.842049","650",""
"131083","131083D00055","江東区","防火水そう","131083","","東京都江東区東砂3-17-17東砂三丁目第2公園東","東京都","江東区","東砂3丁目","17-17 東砂3丁目第2公園東","","35.681271","139.843052","650",""
"131083","131083D00056","江東区","防火水そう","131083","","東京都江東区東砂5-12-15東砂5丁目児童遊園","東京都","江東区","東砂5丁目","12-15 東砂5丁目児童遊園","","35.675429","139.842208","650",""
"131083","131083D00057","江東区","防火水そう","131083","","東京都江東区東砂6-19-8東砂六丁目公園北側","東京都","江東区","東砂6丁目","19-8 東砂6丁目公園北側","","35.674540","139.841205","650",""
"131083","131083D00058","江東区","防火水そう","131083","","東京都江東区東砂7-15-3砂町公園","東京都","江東区","東砂7丁目","15-3 砂町公園","","35.674257","139.839369","650",""
"131083","131083D00059","江東区","防火水そう","131083","","東京都江東区南砂2-4南砂緑道公園","東京都","江東区","南砂2丁目","4 南砂緑道公園","","35.672048","139.820993","650",""
"131083","131083D00060","江東区","防火水そう","131083","","東京都江東区南砂2-36南砂緑道公園","東京都","江東区","南砂2丁目","36 南砂緑道公園","","35.673541","139.826377","650",""
"131083","131083D00061","江東区","防火水そう","131083","","東京都江東区南砂5-19-15金森公園内","東京都","江東区","南砂5丁目","19-15 金森公園内","","35.674979","139.832509","650",""
"131083","131083D00062","江東区","防火水そう","131083","","東京都江東区北砂5-21-5小名木川防災公園内","東京都","江東区","北砂5丁目","21-5 小名木川防災公園内","","35.683091","139.830931","600",""
